macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781246595.230724096,1781246595.231018305,1781246595.307562590,1781246595.307571173,1
1,0.020000,1781246595.313593388,1781246595.314000607,1781246595.419163465,1781246595.419170856,1
2,0.040000,1781246595.430634022,1781246595.431001425,1781246595.545767784,1781246595.545778990,1
3,0.060000,1781246595.562438726,1781246595.562816620,1781246595.676808119,1781246595.676814795,1
4,0.080000,1781246595.696272373,1781246595.696850538,1781246595.812499285,1781246595.812506676,1
5,0.100000,1781246595.830676079,1781246595.831130028,1781246595.948883295,1781246595.948890686,1
6,0.120000,1781246595.964173079,1781246595.964660168,1781246596.080274582,1781246596.080282688,1
7,0.140000,1781246596.097513199,1781246596.098073483,1781246596.218620300,1781246596.218626976,1
8,0.160000,1781246596.229606628,1781246596.230119705,1781246596.344005346,1781246596.344012737,1
9,0.180000,1781246596.364614487,1781246596.365411043,1781246596.481277943,1781246596.481285334,1
10,0.200000,1781246596.498103857,1781246596.498930931,1781246596.614202261,1781246596.614209890,1
11,0.220000,1781246596.631682634,1781246596.632266760,1781246596.745778084,1781246596.745786428,1
12,0.240000,1781246596.764747381,1781246596.765362024,1781246596.879015923,1781246596.879023790,1
13,0.260000,1781246596.896878958,1781246596.897651196,1781246597.012502670,1781246597.012510061,1
14,0.280000,1781246597.031759262,1781246597.032418966,1781246597.145439148,1781246597.145447254,1
15,0.300000,1781246597.163765669,1781246597.164459944,1781246597.278670311,1781246597.278678179,1
16,0.320000,1781246597.297207832,1781246597.298032999,1781246597.411642313,1781246597.411649466,1
17,0.340000,1781246597.432118177,1781246597.433197737,1781246597.546868563,1781246597.546876669,1
18,0.360000,1781246597.565548182,1781246597.566335201,1781246597.681244612,1781246597.681252718,1
19,0.380000,1781246597.699091673,1781246597.700268030,1781246597.814452648,1781246597.814461231,1
20,0.400000,1781246597.832406759,1781246597.833628654,1781246597.950369596,1781246597.950377464,1
21,0.420000,1781246597.965953350,1781246597.966795206,1781246598.083761215,1781246598.083768606,1
22,0.440000,1781246598.097911119,1781246598.098789692,1781246598.215471268,1781246598.215478897,1
23,0.460000,1781246598.231274843,1781246598.232193708,1781246598.349004269,1781246598.349011660,1
24,0.480000,1781246598.364867687,1781246598.365786076,1781246598.479990482,1781246598.479997158,1
25,0.500000,1781246598.499884605,1781246598.500826836,1781246598.615197182,1781246598.615204334,1
26,0.520000,1781246598.633057594,1781246598.634035826,1781246598.748124123,1781246598.748131752,1
27,0.540000,1781246598.766532183,1781246598.767528296,1781246598.881110430,1781246598.881118298,1
28,0.560000,1781246598.898511410,1781246598.899546385,1781246599.013455868,1781246599.013463974,1
29,0.580000,1781246599.033201694,1781246599.034279108,1781246599.148020029,1781246599.148027420,1
30,0.600000,1781246599.167082548,1781246599.168362141,1781246599.285309553,1781246599.285316944,1
31,0.620000,1781246599.300459623,1781246599.301631212,1781246599.417801142,1781246599.417809248,1
32,0.640000,1781246599.434026957,1781246599.435253143,1781246599.572451830,1781246599.572458982,1
33,0.660000,1781246599.583960056,1781246599.585282564,1781246599.699936867,1781246599.699945450,1
34,0.680000,1781246599.717450142,1781246599.718709230,1781246599.837870121,1781246599.837877512,1
35,0.700000,1781246599.850768566,1781246599.852070093,1781246599.969553709,1781246599.969560385,1
36,0.720000,1781246599.984387636,1781246599.985690832,1781246600.101216793,1781246600.101223946,1
37,0.740000,1781246600.116370201,1781246600.117681265,1781246600.235504866,1781246600.235514402,1
38,0.760000,1781246600.251106024,1781246600.253024101,1781246600.370337009,1781246600.370344400,1
39,0.780000,1781246600.383157730,1781246600.384505033,1781246600.498924732,1781246600.498932838,1
40,0.800000,1781246600.518283367,1781246600.520321131,1781246600.635527372,1781246600.635534286,1
41,0.820000,1781246600.649953127,1781246600.651335239,1781246600.765085459,1781246600.765093327,1
