macro_frame,sim_time,packet,coord_system,object_id,tag,v0,v1,v2,v3,v4,v5,v6,v7
3,0.060000,B,yup,gripper_l_finger1_body_p,pos,-0.532938957,0.851888776,-0.146073341,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,0.209148615,0.314229248,0.116669103,0.918643106,0.000000000
3,0.060000,B,yup,gripper_l_finger1_body_v,vel,3.765335560,5.159950733,-4.455894470,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,1.655240655,6.524463654,5.335624218,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_finger2_body_p,pos,-0.550425053,0.830566049,-0.123109341,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.918614936,-0.116650090,0.314311626,-0.209159167,0.000000000
3,0.060000,B,yup,gripper_l_finger2_body_v,vel,3.760062456,5.158351421,-4.455247402,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,1.660681486,6.508973122,5.341674805,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_palm_body_p,pos,-0.521613598,0.848538399,-0.110622883,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,0.370116352,0.074328199,-0.567078053,0.732059893,0.000000000
3,0.060000,B,yup,gripper_l_palm_body_v,vel,3.762001514,5.158933640,-4.455500126,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_l_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,1.658687353,6.514650345,5.339457512,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_finger1_body_p,pos,0.539225578,0.723736346,-0.131148815,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.177439170,-0.288599584,0.236131776,0.910751012,0.000000000
3,0.060000,B,yup,gripper_r_finger1_body_v,vel,-3.167083740,4.031404495,-3.939340591,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,-2.078425646,-7.796819687,-1.915221214,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_finger2_body_p,pos,0.525096893,0.741960466,-0.167141438,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.910770186,-0.236143277,-0.288539232,0.177423597,0.000000000
3,0.060000,B,yup,gripper_r_finger2_body_v,vel,-3.166226625,4.031427860,-3.939003706,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,-2.077771425,-7.793931007,-1.917084575,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_palm_body_p,pos,0.510169029,0.768249810,-0.131293774,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.329514293,-0.078587621,-0.477030363,0.810978637,0.000000000
3,0.060000,B,yup,gripper_r_palm_body_v,vel,-3.165306330,4.031419277,-3.938694000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
3,0.060000,B,yup,gripper_r_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,-2.077089548,-7.790919304,-1.919027567,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_finger1_body_p,pos,-0.576389790,0.969485879,-0.189939976,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,0.256103040,0.273135514,0.071415358,0.924504230,0.000000000
4,0.080000,B,yup,gripper_l_finger1_body_v,vel,3.979240417,5.564005852,-4.030310631,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,3.290164709,4.846979618,5.984805584,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_finger2_body_p,pos,-0.596564293,0.942094088,-0.159522533,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.924452608,-0.071366698,0.273310185,-0.256116600,0.000000000
4,0.080000,B,yup,gripper_l_finger2_body_v,vel,3.979682922,5.564435482,-4.029661655,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,3.289970636,4.847362995,5.984683990,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_palm_body_p,pos,-0.556723595,0.952681899,-0.143270016,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,0.374297019,0.012102688,-0.603223855,0.704184811,0.000000000
4,0.080000,B,yup,gripper_l_palm_body_v,vel,3.979960203,5.564602852,-4.029576302,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_l_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,3.289362431,4.848565102,5.984303474,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_finger1_body_p,pos,0.573159695,0.785249531,-0.180944920,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.229384990,-0.233639898,0.218724208,0.919214145,0.000000000
4,0.080000,B,yup,gripper_r_finger1_body_v,vel,-4.313927174,4.314149380,-3.623761892,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,0.990052938,-5.802022934,-5.587785244,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_finger2_body_p,pos,0.559886456,0.809555352,-0.227991581,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.919229197,-0.218738674,-0.233580856,0.229371010,0.000000000
4,0.080000,B,yup,gripper_r_finger2_body_v,vel,-4.315317154,4.314561844,-3.623986483,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,0.988606691,-5.805640221,-5.585480213,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_palm_body_p,pos,0.535397053,0.829043806,-0.178216934,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.327386886,-0.002995603,-0.495321393,0.804652453,0.000000000
4,0.080000,B,yup,gripper_r_palm_body_v,vel,-4.315268040,4.314515591,-3.624028444,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
4,0.080000,B,yup,gripper_r_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,0.988650501,-5.805530548,-5.585549831,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_finger1_body_p,pos,-0.619164467,1.101505399,-0.198089123,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,0.312580496,0.247314379,-0.017359814,0.916966558,0.000000000
5,0.100000,B,yup,gripper_l_finger1_body_v,vel,6.561418056,3.934243441,-5.922341824,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,7.908862591,4.611323357,8.657725334,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_finger2_body_p,pos,-0.638198853,1.067827106,-0.164555550,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.916923711,0.017414190,0.247473092,-0.312577547,0.000000000
5,0.100000,B,yup,gripper_l_finger2_body_v,vel,6.563741684,3.936068773,-5.921401501,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,7.905774593,4.615590572,8.657073975,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_palm_body_p,pos,-0.587582111,1.061066628,-0.145672798,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.395969690,0.046083473,0.660673269,-0.636077943,0.000000000
5,0.100000,B,yup,gripper_l_palm_body_v,vel,6.561334610,3.934203148,-5.922210217,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_l_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,7.909065247,4.611043453,8.657768250,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_finger1_body_p,pos,0.599743843,0.859533966,-0.214272022,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.293380977,-0.196431176,0.157608241,0.922226674,0.000000000
5,0.100000,B,yup,gripper_r_finger1_body_v,vel,-5.877786636,2.313424110,-4.944265842,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,4.687294960,-6.318224430,-6.896255016,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_finger2_body_p,pos,0.592912197,0.891519845,-0.265496254,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.922247427,-0.157638939,-0.196333827,0.293364408,0.000000000
5,0.100000,B,yup,gripper_r_finger2_body_v,vel,-5.879591465,2.314717293,-4.943916798,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,4.684682846,-6.322465897,-6.894042492,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_palm_body_p,pos,0.556583405,0.893465817,-0.204683781,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.346306412,0.068584405,-0.540663121,0.763578050,0.000000000
5,0.100000,B,yup,gripper_r_palm_body_v,vel,-5.878843784,2.314087868,-4.944240570,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
5,0.100000,B,yup,gripper_r_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,4.685820580,-6.320619106,-6.895006180,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_finger1_body_p,pos,-0.658535480,1.219772935,-0.175014019,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,0.366453024,0.231779353,-0.116669894,0.893520368,0.000000000
6,0.120000,B,yup,gripper_l_finger1_body_v,vel,5.873718262,3.323507309,-4.553750515,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,6.902210712,2.815562248,7.599586010,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_finger2_body_p,pos,-0.673940659,1.180614948,-0.142147064,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.893492361,0.116714345,0.231887060,-0.366439018,0.000000000
6,0.120000,B,yup,gripper_l_finger2_body_v,vel,5.875837326,3.325553417,-4.552162170,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,6.898905277,2.818845749,7.599766254,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_palm_body_p,pos,-0.612053871,1.154576063,-0.124275684,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.423063668,0.095164337,0.714321030,-0.549278024,0.000000000
6,0.120000,B,yup,gripper_l_palm_body_v,vel,5.874537468,3.324289560,-4.552976131,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_l_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,6.900832653,2.816931248,7.599660873,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_finger1_body_p,pos,0.624433041,0.928882897,-0.233129978,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.351064178,-0.165965350,0.087073744,0.917402642,0.000000000
6,0.120000,B,yup,gripper_r_finger1_body_v,vel,-5.187859535,2.021061182,-4.042879105,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,4.263952732,-4.918189049,-6.054198265,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_finger2_body_p,pos,0.625382900,0.967276633,-0.284706593,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.917429273,-0.087129809,-0.165818096,0.351050259,0.000000000
6,0.120000,B,yup,gripper_r_finger2_body_v,vel,-5.189104080,2.022285938,-4.042378426,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,4.261958599,-4.920582771,-6.053302288,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_palm_body_p,pos,0.574933052,0.950857580,-0.217224121,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_palm_body_q,pos,0.000000000,0.000000000,-0.000000000,-0.365532816,0.130936146,-0.587119818,0.710304023,0.000000000
6,0.120000,B,yup,gripper_r_palm_body_v,vel,-5.188882828,2.022010088,-4.042622089,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
6,0.120000,B,yup,gripper_r_palm_body_w,vel,0.000000000,0.000000000,-0.000000000,4.262271404,-4.920207024,-6.053442955,0.000000000,0.000000000
7,0.140000,B,yup,gripper_l_finger1_body_p,pos,-0.691376209,1.310428262,-0.134673595,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7,0.140000,B,yup,gripper_l_finger1_body_q,pos,0.000000000,0.000000000,-0.000000000,0.409611253,0.226335465,-0.195139616,0.861923088,0.000000000
7,0.140000,B,yup,gripper_l_finger1_body_v,vel,4.852407932,2.758793831,-3.290631294,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
7,0.140000,B,yup,gripper_l_finger1_body_w,vel,0.000000000,0.000000000,-0.000000000,5.769867420,1.425168037,6.297143936,0.000000000,0.000000000
7,0.140000,B,yup,gripper_l_finger2_body_p,pos,-0.702019215,1.267443776,-0.104890823,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7,0.140000,B,yup,gripper_l_finger2_body_q,pos,0.000000000,0.000000000,-0.000000000,0.861904609,0.195173188,0.226405515,-0.409595427,0.000000000
7,0.140000,B,yup,gripper_l_finger2_body_v,vel,4.853476524,2.759950876,-3.289517164,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
7,0.140000,B,yup,gripper_l_finger2_body_w,vel,0.000000000,0.000000000,-0.000000000,5.768120766,1.426461577,6.297475815,0.000000000,0.000000000
