macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781245100.519613266,1781245100.519930840,1781245100.597099543,1781245100.597105503,1
1,0.020000,1781245100.619441509,1781245100.619752169,1781245100.718783855,1781245100.718791246,1
2,0.040000,1781245100.736204863,1781245100.736523628,1781245100.850445509,1781245100.850451708,1
3,0.060000,1781245100.869677067,1781245100.870034456,1781245100.983665466,1781245100.983673573,1
4,0.080000,1781245101.003205538,1781245101.003586292,1781245101.117075920,1781245101.117082119,1
5,0.100000,1781245101.136546135,1781245101.136946440,1781245101.251056194,1781245101.251063108,1
6,0.120000,1781245101.270074606,1781245101.270500422,1781245101.384423018,1781245101.384428501,1
7,0.140000,1781245101.403479815,1781245101.403938770,1781245101.517904758,1781245101.517912149,1
8,0.160000,1781245101.536910772,1781245101.537551403,1781245101.652631044,1781245101.652636766,1
9,0.180000,1781245101.670440435,1781245101.671093941,1781245101.785397768,1781245101.785405159,1
10,0.200000,1781245101.803881884,1781245101.804407358,1781245101.919018269,1781245101.919024229,1
11,0.220000,1781245101.937333345,1781245101.937892437,1781245102.051809788,1781245102.051817417,1
12,0.240000,1781245102.070651531,1781245102.071254015,1781245102.185502291,1781245102.185508013,1
13,0.260000,1781245102.204329014,1781245102.204951525,1781245102.317994595,1781245102.318001747,1
14,0.280000,1781245102.387772083,1781245102.388382435,1781245102.502155542,1781245102.502161503,1
15,0.300000,1781245102.521107197,1781245102.522078514,1781245102.638118744,1781245102.638126135,1
16,0.320000,1781245102.654532671,1781245102.655200005,1781245102.769383907,1781245102.769390345,1
17,0.340000,1781245102.788058281,1781245102.788754702,1781245102.902794838,1781245102.902801752,1
18,0.360000,1781245102.921305656,1781245102.922046185,1781245103.036428213,1781245103.036434412,1
19,0.380000,1781245103.055121183,1781245103.056226254,1781245103.170815229,1781245103.170822620,1
20,0.400000,1781245103.188470602,1781245103.189224720,1781245103.302430868,1781245103.302436829,1
21,0.420000,1781245103.321763515,1781245103.322554111,1781245103.435615301,1781245103.435622692,1
22,0.440000,1781245103.455204010,1781245103.456067801,1781245103.569386244,1781245103.569391966,1
23,0.460000,1781245103.588778019,1781245103.589670658,1781245103.703902483,1781245103.703909874,1
24,0.480000,1781245103.722187281,1781245103.723125219,1781245103.838198185,1781245103.838203430,1
25,0.500000,1781245103.855463028,1781245103.856355429,1781245103.970717907,1781245103.970725536,1
26,0.520000,1781245103.988953352,1781245103.989884377,1781245104.103502274,1781245104.103508472,1
27,0.540000,1781245104.122575521,1781245104.124012709,1781245104.237702370,1781245104.237709522,1
28,0.560000,1781245104.255965233,1781245104.256979704,1781245104.370661020,1781245104.370666981,1
29,0.580000,1781245104.389379978,1781245104.390414953,1781245104.504591942,1781245104.504599333,1
30,0.600000,1781245104.522667170,1781245104.523687363,1781245104.642324924,1781245104.642330885,1
