macro_frame,sim_time,body_index,logical_name,com_before_x,com_before_y,com_before_z,com_after_x,com_after_y,com_after_z,target_x,target_y,target_z,com_jump_m,com_to_target_before_m,max_vtx_jump_m,max_vtx_id
2,0.040000,2,gripper_l_finger1,-0.416597,0.779094,-0.082149,-0.494967,0.761863,-0.082602,-0.494967,0.761863,-0.082602,0.080243,0.080243,0.082300,7
2,0.040000,3,gripper_l_finger2,-0.420517,0.771066,-0.077194,-0.506282,0.746957,-0.069497,-0.506282,0.746957,-0.069497,0.089421,0.089421,0.091387,1
2,0.040000,4,gripper_r_palm,0.435423,0.771197,-0.059050,0.484565,0.729093,-0.070824,0.484565,0.729093,-0.070824,0.065775,0.065775,0.068379,1
2,0.040000,5,gripper_r_finger1,0.439873,0.742524,-0.057519,0.500055,0.690715,-0.069376,0.500055,0.690715,-0.069376,0.080292,0.080292,0.081420,3
2,0.040000,6,gripper_r_finger2,0.437155,0.750108,-0.066254,0.491158,0.704685,-0.090570,0.491158,0.704685,-0.090570,0.074639,0.074639,0.075782,5
3,0.060000,1,gripper_l_palm,-0.423329,0.860235,-0.145421,-0.521614,0.848538,-0.110623,-0.521614,0.848538,-0.110623,0.104917,0.104917,0.108380,1
3,0.060000,2,gripper_l_finger1,-0.427747,0.852985,-0.166774,-0.532939,0.851889,-0.146073,-0.532939,0.851889,-0.146073,0.107215,0.107215,0.109342,7
3,0.060000,3,gripper_l_finger2,-0.439170,0.837461,-0.152735,-0.550425,0.830566,-0.123109,-0.550425,0.830566,-0.123109,0.115338,0.115338,0.117352,1
3,0.060000,4,gripper_r_palm,0.437219,0.798493,-0.139548,0.510169,0.768250,-0.131294,0.510169,0.768250,-0.131294,0.079401,0.079401,0.082786,1
3,0.060000,5,gripper_r_finger1,0.452912,0.759591,-0.138229,0.539226,0.723736,-0.131149,0.539226,0.723736,-0.131149,0.093732,0.093732,0.095416,3
3,0.060000,6,gripper_r_finger2,0.443946,0.773908,-0.160811,0.525097,0.741960,-0.167141,0.525097,0.741960,-0.167141,0.087442,0.087442,0.089230,5
4,0.080000,1,gripper_l_palm,-0.449304,0.955911,-0.191327,-0.556724,0.952682,-0.143270,-0.556724,0.952682,-0.143270,0.117724,0.117724,0.121282,1
4,0.080000,2,gripper_l_finger1,-0.460668,0.960528,-0.227318,-0.576390,0.969486,-0.189940,-0.576390,0.969486,-0.189940,0.121938,0.121938,0.123856,3
4,0.080000,3,gripper_l_finger2,-0.478220,0.938626,-0.203961,-0.596564,0.942094,-0.159523,-0.596564,0.942094,-0.159523,0.126460,0.126460,0.128358,5
4,0.080000,4,gripper_r_palm,0.440287,0.849903,-0.204344,0.535397,0.829044,-0.178217,0.535397,0.829044,-0.178217,0.100815,0.100815,0.104471,5
4,0.080000,5,gripper_r_finger1,0.469433,0.805454,-0.204472,0.573160,0.785250,-0.180945,0.573160,0.785250,-0.180945,0.108263,0.108263,0.110301,7
4,0.080000,6,gripper_r_finger2,0.455307,0.824253,-0.241502,0.559886,0.809555,-0.227992,0.559886,0.809555,-0.227992,0.106468,0.106468,0.108516,1
5,0.100000,1,gripper_l_palm,-0.456447,1.048703,-0.237996,-0.587582,1.061067,-0.145673,-0.587582,1.061067,-0.145673,0.160850,0.160850,0.164876,1
5,0.100000,2,gripper_l_finger1,-0.476199,1.067665,-0.284761,-0.619164,1.101505,-0.198089,-0.619164,1.101505,-0.198089,0.170577,0.170577,0.172652,3
5,0.100000,3,gripper_l_finger2,-0.496338,1.039761,-0.254278,-0.638199,1.067827,-0.164556,-0.638199,1.067827,-0.164556,0.170183,0.170183,0.172232,5
5,0.100000,4,gripper_r_palm,0.438551,0.894736,-0.259860,0.556583,0.893466,-0.204684,0.556583,0.893466,-0.204684,0.130298,0.130298,0.134816,5
5,0.100000,5,gripper_r_finger1,0.476379,0.851859,-0.262864,0.599744,0.859534,-0.214272,0.599744,0.859534,-0.214272,0.132811,0.132811,0.135194,7
5,0.100000,6,gripper_r_finger2,0.463120,0.876902,-0.310114,0.592912,0.891520,-0.265496,0.592912,0.891520,-0.265496,0.138023,0.138023,0.140438,1
6,0.120000,1,gripper_l_palm,-0.468556,1.135638,-0.245165,-0.612054,1.154576,-0.124276,-0.612054,1.154576,-0.124276,0.188586,0.188586,0.192128,1
6,0.120000,2,gripper_l_finger1,-0.500204,1.178029,-0.297580,-0.658535,1.219773,-0.175014,-0.658535,1.219773,-0.175014,0.204533,0.204533,0.206242,3
6,0.120000,3,gripper_l_finger2,-0.519182,1.144090,-0.264025,-0.673941,1.180615,-0.142147,-0.673941,1.180615,-0.142147,0.200346,0.200346,0.202032,5
6,0.120000,4,gripper_r_palm,0.451148,0.938179,-0.289755,0.574933,0.950858,-0.217224,0.574933,0.950858,-0.217224,0.144028,0.144028,0.148100,5
6,0.120000,5,gripper_r_finger1,0.494365,0.905356,-0.299450,0.624433,0.928883,-0.233130,0.624433,0.928883,-0.233130,0.147884,0.147884,0.149852,7
6,0.120000,6,gripper_r_finger2,0.487540,0.937966,-0.350673,0.625383,0.967277,-0.284707,0.625383,0.967277,-0.284707,0.155600,0.155600,0.157601,1
7,0.140000,1,gripper_l_palm,-0.510021,1.216492,-0.197513,-0.631222,1.226862,-0.090518,-0.631222,1.226862,-0.090518,0.162004,0.162004,0.164816,1
7,0.140000,2,gripper_l_finger1,-0.556588,1.283399,-0.248228,-0.691376,1.310428,-0.134674,-0.691376,1.310428,-0.134674,0.178306,0.178306,0.179572,3
7,0.140000,3,gripper_l_finger2,-0.571940,1.243911,-0.215353,-0.702019,1.267444,-0.104891,-0.702019,1.267444,-0.104891,0.172268,0.172268,0.173518,5
7,0.140000,4,gripper_r_palm,0.483850,0.990111,-0.285305,0.591010,1.000976,-0.219274,0.591010,1.000976,-0.219274,0.126338,0.126338,0.129695,5
7,0.140000,5,gripper_r_finger1,0.533403,0.969099,-0.301289,0.646197,0.989363,-0.239177,0.646197,0.989363,-0.239177,0.130350,0.130350,0.131840,7
7,0.140000,6,gripper_r_finger2,0.534385,1.007949,-0.352824,0.654844,1.032457,-0.288981,0.654844,1.032457,-0.288981,0.138518,0.138518,0.140033,1
8,0.160000,1,gripper_l_palm,-0.548616,1.276863,-0.143148,-0.646795,1.281216,-0.052607,-0.646795,1.281216,-0.052607,0.133626,0.133626,0.135821,1
8,0.160000,2,gripper_l_finger1,-0.608874,1.361648,-0.187244,-0.718670,1.377911,-0.087989,-0.718670,1.377911,-0.087989,0.148900,0.148900,0.149848,3
8,0.160000,3,gripper_l_finger2,-0.619464,1.318492,-0.157481,-0.724271,1.332937,-0.062574,-0.724271,1.332937,-0.062574,0.142128,0.142128,0.143069,5
8,0.160000,4,gripper_r_palm,0.514464,1.034995,-0.273455,0.605407,1.043982,-0.214646,0.605407,1.043982,-0.214646,0.108673,0.108673,0.111388,5
8,0.160000,5,gripper_r_finger1,0.569698,1.024235,-0.293417,0.665261,1.041467,-0.237015,0.665261,1.041467,-0.237015,0.112296,0.112296,0.113425,7
8,0.160000,6,gripper_r_finger2,0.578397,1.067636,-0.343137,0.681140,1.087711,-0.283598,0.681140,1.087711,-0.283598,0.120433,0.120433,0.121576,1
9,0.180000,1,gripper_l_palm,-0.580853,1.320724,-0.091493,-0.660185,1.321115,-0.015611,-0.660185,1.321115,-0.015611,0.109781,0.109781,0.111519,1
9,0.180000,2,gripper_l_finger1,-0.652853,1.418260,-0.126783,-0.742017,1.426906,-0.041981,-0.742017,1.426906,-0.041981,0.123355,0.123355,0.124074,3
9,0.180000,3,gripper_l_finger2,-0.658384,1.373247,-0.101392,-0.742862,1.381305,-0.021087,-0.742862,1.381305,-0.021087,0.116835,0.116835,0.117554,5
9,0.180000,4,gripper_r_palm,0.541897,1.072854,-0.258401,0.618626,1.080400,-0.206084,0.618626,1.080400,-0.206084,0.093173,0.093173,0.095365,5
9,0.180000,5,gripper_r_finger1,0.601805,1.071080,-0.280811,0.682408,1.085783,-0.229877,0.682408,1.085783,-0.229877,0.096474,0.096474,0.097334,7
9,0.180000,6,gripper_r_finger2,0.617747,1.117515,-0.327273,0.704772,1.133892,-0.272625,0.704772,1.133892,-0.272625,0.104057,0.104057,0.104921,1
10,0.200000,1,gripper_l_palm,-0.607107,1.352543,-0.044468,-0.672395,1.349678,0.017785,-0.672395,1.349678,0.017785,0.090256,0.090256,0.091701,1
10,0.200000,2,gripper_l_finger1,-0.689095,1.458906,-0.070708,-0.762797,1.461681,-0.000242,-0.762797,1.461681,-0.000242,0.102006,0.102006,0.102576,3
10,0.200000,3,gripper_l_finger2,-0.689845,1.413344,-0.049842,-0.759222,1.416202,0.016448,-0.759222,1.416202,0.016448,0.095999,0.095999,0.096572,5
10,0.200000,4,gripper_r_palm,0.566408,1.104823,-0.241339,0.630992,1.110786,-0.195398,0.630992,1.110786,-0.195398,0.079480,0.079480,0.081262,5
10,0.200000,5,gripper_r_finger1,0.630256,1.110837,-0.265162,0.698066,1.122956,-0.219912,0.698066,1.122956,-0.219912,0.082418,0.082418,0.083083,7
10,0.200000,6,gripper_r_finger2,0.652701,1.159048,-0.307754,0.726169,1.171976,-0.258696,0.726169,1.171976,-0.258696,0.089283,0.089283,0.089945,1
11,0.220000,1,gripper_l_palm,-0.628893,1.375149,-0.003408,-0.684146,1.369505,0.046426,-0.684146,1.369505,0.046426,0.074620,0.074620,0.075889,1
11,0.220000,2,gripper_l_finger1,-0.719478,1.487538,-0.021246,-0.782073,1.485698,0.035697,-0.782073,1.485698,0.035697,0.084641,0.084641,0.085114,3
11,0.220000,3,gripper_l_finger2,-0.715793,1.442123,-0.004614,-0.774352,1.440670,0.048666,-0.774352,1.440670,0.048666,0.079184,0.079184,0.079659,5
11,0.220000,4,gripper_r_palm,0.588286,1.131689,-0.223197,0.642618,1.135656,-0.183761,0.642618,1.135656,-0.183761,0.067253,0.067253,0.068756,5
11,0.220000,5,gripper_r_finger1,0.655431,1.144392,-0.247734,0.712115,1.153617,-0.208552,0.712115,1.153617,-0.208552,0.069522,0.069522,0.070074,7
11,0.220000,6,gripper_r_finger2,0.683643,1.193458,-0.286314,0.745537,1.202920,-0.243442,0.745537,1.202920,-0.243442,0.075884,0.075884,0.076430,1
12,0.240000,1,gripper_l_palm,-0.648243,1.390384,0.031246,-0.695924,1.382594,0.070028,-0.695924,1.382594,0.070028,0.061954,0.061954,0.063094,1
12,0.240000,2,gripper_l_finger1,-0.746385,1.506831,0.020787,-0.800555,1.501545,0.065387,-0.800555,1.501545,0.065387,0.070367,0.070367,0.070757,3
12,0.240000,3,gripper_l_finger2,-0.738537,1.461865,0.033649,-0.788978,1.457032,0.075207,-0.788978,1.457032,0.075207,0.065534,0.065534,0.065925,5
12,0.240000,4,gripper_r_palm,0.607729,1.153738,-0.205281,0.653784,1.155531,-0.172155,0.653784,1.155531,-0.172155,0.056760,0.056760,0.058056,5
12,0.240000,5,gripper_r_finger1,0.677295,1.172147,-0.230079,0.725032,1.178346,-0.196959,0.725032,1.178346,-0.196959,0.058432,0.058432,0.058899,7
12,0.240000,6,gripper_r_finger2,0.710863,1.221452,-0.264707,0.763320,1.227487,-0.228263,0.763320,1.227487,-0.228263,0.064159,0.064159,0.064620,1
13,0.260000,1,gripper_l_palm,-0.666652,1.399661,0.059616,-0.707945,1.390392,0.088802,-0.707945,1.390392,0.088802,0.051409,0.051409,0.052432,1
13,0.260000,2,gripper_l_finger1,-0.771534,1.518770,0.055374,-0.818506,1.511081,0.089024,-0.818506,1.511081,0.089024,0.058290,0.058290,0.058606,3
13,0.260000,3,gripper_l_finger2,-0.759807,1.474309,0.065014,-0.803365,1.467010,0.096251,-0.803365,1.467010,0.096251,0.054096,0.054096,0.054409,5
13,0.260000,4,gripper_r_palm,0.625393,1.171117,-0.188680,0.664753,1.170879,-0.161264,0.664753,1.170879,-0.161264,0.047968,0.047968,0.049098,5
13,0.260000,5,gripper_r_finger1,0.696709,1.194301,-0.213474,0.737298,1.197670,-0.185932,0.737298,1.197670,-0.185932,0.049167,0.049167,0.049561,7
13,0.260000,6,gripper_r_finger2,0.735188,1.243415,-0.244472,0.780000,1.246379,-0.214107,0.780000,1.246379,-0.214107,0.054212,0.054212,0.054599,1
14,0.280000,1,gripper_l_palm,-0.684310,1.404320,0.082169,-0.720453,1.394039,0.103199,-0.720453,1.394039,0.103199,0.043061,0.043061,0.043999,0
14,0.280000,2,gripper_l_finger1,-0.795167,1.525100,0.082727,-0.836304,1.515761,0.107129,-0.836304,1.515761,0.107129,0.048733,0.048733,0.048974,3
14,0.280000,3,gripper_l_finger2,-0.779849,1.481063,0.089781,-0.817896,1.471952,0.112298,-0.817896,1.471952,0.112298,0.045140,0.045140,0.045375,5
14,0.280000,4,gripper_r_palm,0.648169,1.183085,-0.168546,0.676164,1.181162,-0.150439,0.676164,1.181162,-0.150439,0.033395,0.033395,0.034335,5
14,0.280000,5,gripper_r_finger1,0.720700,1.210154,-0.193209,0.748538,1.210957,-0.175018,0.748538,1.210957,-0.175018,0.033264,0.033264,0.033643,7
14,0.280000,6,gripper_r_finger2,0.763774,1.258820,-0.221132,0.795359,1.259132,-0.200590,0.795359,1.259132,-0.200590,0.037678,0.037678,0.038049,1
15,0.300000,1,gripper_l_palm,-0.701301,1.405465,0.099558,-0.733644,1.394374,0.113850,-0.733644,1.394374,0.113850,0.037059,0.037059,0.038007,0
15,0.300000,2,gripper_l_finger1,-0.817490,1.527234,0.103729,-0.854285,1.516647,0.120462,-0.854285,1.516647,0.120462,0.041785,0.041785,0.042046,1
15,0.300000,3,gripper_l_finger2,-0.798881,1.483433,0.108765,-0.832905,1.472861,0.124065,-0.832905,1.472861,0.124065,0.038775,0.038775,0.039048,7
15,0.300000,4,gripper_r_palm,0.676870,1.188699,-0.143716,0.689230,1.185658,-0.138638,0.689230,1.185658,-0.138638,0.013704,0.013704,0.014536,7
15,0.300000,5,gripper_r_finger1,0.749035,1.218667,-0.168308,0.759350,1.217362,-0.163291,0.759350,1.217362,-0.163291,0.011544,0.011544,0.011921,6
15,0.300000,6,gripper_r_finger2,0.796209,1.266805,-0.193700,0.809952,1.265094,-0.187004,0.809952,1.265094,-0.187004,0.015384,0.015384,0.015760,0
16,0.320000,1,gripper_l_palm,-0.718256,1.403704,0.112641,-0.747661,1.391993,0.121473,-0.747661,1.391993,0.121473,0.032861,0.032861,0.033802,0
16,0.320000,2,gripper_l_finger1,-0.839276,1.525993,0.119414,-0.872696,1.514481,0.129896,-0.872696,1.514481,0.129896,0.036869,0.036869,0.037176,1
16,0.320000,3,gripper_l_finger2,-0.817675,1.482191,0.122922,-0.848631,1.470467,0.132368,-0.848631,1.470467,0.132368,0.034424,0.034424,0.034745,7
16,0.320000,4,gripper_r_palm,0.703007,1.188841,-0.120753,0.704575,1.184659,-0.125887,0.704575,1.184659,-0.125887,0.006806,0.006806,0.007629,6
16,0.320000,5,gripper_r_finger1,0.772807,1.220613,-0.145425,0.771258,1.217184,-0.150677,0.771258,1.217184,-0.150677,0.006460,0.006460,0.006960,5
16,0.320000,6,gripper_r_finger2,0.823710,1.268335,-0.169042,0.825086,1.264723,-0.173439,0.825086,1.264723,-0.173439,0.005854,0.005854,0.006377,2
17,0.340000,1,gripper_l_palm,-0.735702,1.399433,0.122309,-0.762619,1.387305,0.126810,-0.762619,1.387305,0.126810,0.029864,0.029864,0.030769,0
17,0.340000,2,gripper_l_finger1,-0.861117,1.521916,0.130826,-0.891675,1.509768,0.136318,-0.891675,1.509768,0.136318,0.033340,0.033340,0.033674,1
17,0.340000,3,gripper_l_finger2,-0.836823,1.477865,0.133238,-0.865203,1.465301,0.138029,-0.865203,1.465301,0.138029,0.031404,0.031404,0.031753,7
17,0.340000,4,gripper_r_palm,0.722507,1.185374,-0.103873,0.722003,1.179386,-0.113593,0.722003,1.179386,-0.113593,0.011428,0.011428,0.011945,4
17,0.340000,5,gripper_r_finger1,0.788904,1.217885,-0.128678,0.785620,1.211832,-0.138478,0.785620,1.211832,-0.138478,0.011978,0.011978,0.012385,1
17,0.340000,6,gripper_r_finger2,0.842970,1.265441,-0.151420,0.842015,1.259466,-0.161110,0.842015,1.259466,-0.161110,0.011425,0.011425,0.011846,3
18,0.360000,1,gripper_l_palm,-0.754908,1.392318,0.129775,-0.778616,1.380390,0.130611,-0.778616,1.380390,0.130611,0.026552,0.026552,0.027376,0
18,0.360000,2,gripper_l_finger1,-0.884300,1.514761,0.139326,-0.911232,1.502667,0.140624,-0.911232,1.502667,0.140624,0.029552,0.029552,0.029883,1
18,0.360000,3,gripper_l_finger2,-0.857624,1.470241,0.141001,-0.882606,1.457591,0.141856,-0.882606,1.457591,0.141856,0.028016,0.028016,0.028361,7
18,0.360000,4,gripper_r_palm,0.737308,1.179495,-0.092878,0.740986,1.170811,-0.102983,0.740986,1.170811,-0.102983,0.013822,0.013822,0.014289,6
18,0.360000,5,gripper_r_finger1,0.800760,1.211864,-0.117774,0.802833,1.202492,-0.127935,0.802833,1.202492,-0.127935,0.013978,0.013978,0.014286,4
18,0.360000,6,gripper_r_finger2,0.857348,1.259535,-0.140447,0.861298,1.250466,-0.151057,0.861298,1.250466,-0.151057,0.014507,0.014507,0.014814,2
19,0.380000,1,gripper_l_palm,-0.774879,1.383065,0.135522,-0.795794,1.371445,0.133643,-0.795794,1.371445,0.133643,0.024000,0.024000,0.024734,0
19,0.380000,2,gripper_l_finger1,-0.907789,1.505313,0.145532,-0.931528,1.493429,0.143676,-0.931528,1.493429,0.143676,0.026613,0.026613,0.026931,1
19,0.380000,3,gripper_l_finger2,-0.878985,1.460170,0.146752,-0.901022,1.447606,0.144687,-0.901022,1.447606,0.144687,0.025451,0.025451,0.025781,7
19,0.380000,4,gripper_r_palm,0.751428,1.171072,-0.084927,0.761076,1.159059,-0.094145,0.761076,1.159059,-0.094145,0.017955,0.017955,0.018400,4
19,0.380000,5,gripper_r_finger1,0.813234,1.202623,-0.109889,0.822484,1.189378,-0.119175,0.822484,1.189378,-0.119175,0.018634,0.018634,0.018876,5
19,0.380000,6,gripper_r_finger2,0.871868,1.250650,-0.133101,0.882761,1.237895,-0.143281,0.882761,1.237895,-0.143281,0.019622,0.019622,0.019853,3
20,0.400000,1,gripper_l_palm,-0.793652,1.373399,0.141204,-0.814122,1.360820,0.136559,-0.814122,1.360820,0.136559,0.024471,0.024471,0.025170,0
20,0.400000,2,gripper_l_finger1,-0.929673,1.495342,0.151185,-0.952906,1.482383,0.146089,-0.952906,1.482383,0.146089,0.027087,0.027087,0.027413,1
20,0.400000,3,gripper_l_finger2,-0.899005,1.449426,0.152213,-0.920695,1.435527,0.147185,-0.920695,1.435527,0.147185,0.026247,0.026247,0.026584,7
20,0.400000,4,gripper_r_palm,0.766802,1.159808,-0.078418,0.782022,1.144054,-0.086845,0.782022,1.144054,-0.086845,0.023470,0.023470,0.023992,4
20,0.400000,5,gripper_r_finger1,0.828273,1.189938,-0.103458,0.844093,1.172375,-0.111959,0.844093,1.172375,-0.111959,0.025120,0.025120,0.025361,5
20,0.400000,6,gripper_r_finger2,0.888709,1.238526,-0.127699,0.906073,1.221625,-0.137528,0.906073,1.221625,-0.137528,0.026149,0.026149,0.026374,3
21,0.420000,1,gripper_l_palm,-0.811942,1.363263,0.147946,-0.833522,1.348642,0.139935,-0.833522,1.348642,0.139935,0.027269,0.027269,0.027968,0
21,0.420000,2,gripper_l_finger1,-0.951029,1.484768,0.157367,-0.975522,1.469608,0.148369,-0.975522,1.469608,0.148369,0.030177,0.030177,0.030523,1
21,0.420000,3,gripper_l_finger2,-0.918659,1.437781,0.158511,-0.941636,1.421323,0.149888,-0.941636,1.421323,0.149888,0.029549,0.029549,0.029906,7
21,0.420000,4,gripper_r_palm,0.783142,1.145802,-0.073772,0.803641,1.126128,-0.081375,0.803641,1.126128,-0.081375,0.029412,0.029412,0.030036,4
21,0.420000,5,gripper_r_finger1,0.845378,1.173866,-0.098892,0.867461,1.151718,-0.106533,0.867461,1.151718,-0.106533,0.032196,0.032196,0.032465,5
21,0.420000,6,gripper_r_finger2,0.907508,1.223203,-0.124644,0.931052,1.201883,-0.134077,0.931052,1.201883,-0.134077,0.033133,0.033133,0.033381,3
22,0.440000,1,gripper_l_palm,-0.830684,1.351801,0.154729,-0.853942,1.334887,0.144183,-0.853942,1.334887,0.144183,0.030631,0.030631,0.031351,0
22,0.440000,2,gripper_l_finger1,-0.973010,1.472690,0.163014,-0.999409,1.455055,0.151081,-0.999409,1.455055,0.151081,0.033916,0.033916,0.034287,1
22,0.440000,3,gripper_l_finger2,-0.938960,1.424245,0.164604,-0.963786,1.405029,0.153292,-0.963786,1.405029,0.153292,0.033370,0.033370,0.033753,7
22,0.440000,4,gripper_r_palm,0.800116,1.130584,-0.069794,0.825513,1.106138,-0.077221,0.825513,1.106138,-0.077221,0.036024,0.036024,0.036737,4
22,0.440000,5,gripper_r_finger1,0.864209,1.155807,-0.094945,0.892244,1.127850,-0.102282,0.892244,1.127850,-0.102282,0.040267,0.040267,0.040571,5
22,0.440000,6,gripper_r_finger2,0.927936,1.206087,-0.122745,0.957278,1.179202,-0.132581,0.957278,1.179202,-0.132581,0.040994,0.040994,0.041268,3
23,0.460000,1,gripper_l_palm,-0.850101,1.338611,0.161084,-0.875338,1.319437,0.149537,-0.875338,1.319437,0.149537,0.033732,0.033732,0.034498,0
23,0.460000,2,gripper_l_finger1,-0.995922,1.458681,0.167814,-1.024575,1.438582,0.154679,-1.024575,1.438582,0.154679,0.037383,0.037383,0.037789,1
23,0.460000,3,gripper_l_finger2,-0.960125,1.408478,0.170112,-0.987101,1.386646,0.157760,-0.987101,1.386646,0.157760,0.036836,0.036836,0.037255,7
23,0.460000,4,gripper_r_palm,0.817525,1.116187,-0.063961,0.847170,1.085520,-0.073228,0.847170,1.085520,-0.073228,0.043648,0.043648,0.044433,4
23,0.460000,5,gripper_r_finger1,0.884591,1.137461,-0.088983,0.917758,1.101713,-0.097847,0.917758,1.101713,-0.097847,0.049563,0.049563,0.049907,5
23,0.460000,6,gripper_r_finger2,0.949731,1.188924,-0.119645,0.984226,1.154586,-0.132045,0.984226,1.154586,-0.132045,0.050228,0.050228,0.050529,3
24,0.480000,1,gripper_l_palm,-0.869797,1.323838,0.166728,-0.897675,1.302104,0.155984,-0.897675,1.302104,0.155984,0.036945,0.036945,0.037788,0
24,0.480000,2,gripper_l_finger1,-1.019416,1.442864,0.171706,-1.051054,1.419987,0.159412,-1.051054,1.419987,0.159412,0.040933,0.040933,0.041394,1
24,0.480000,3,gripper_l_finger2,-0.981763,1.390749,0.174881,-1.011601,1.366128,0.163436,-1.011601,1.366128,0.163436,0.040342,0.040342,0.040815,7
24,0.480000,4,gripper_r_palm,0.834991,1.102699,-0.057126,0.868287,1.065419,-0.068578,0.868287,1.065419,-0.068578,0.051279,0.051279,0.052147,4
24,0.480000,5,gripper_r_finger1,0.905883,1.118509,-0.081650,0.943287,1.074541,-0.092155,0.943287,1.074541,-0.092155,0.058673,0.058673,0.059070,5
24,0.480000,6,gripper_r_finger2,0.972450,1.171464,-0.116314,1.011446,1.129081,-0.131348,1.011446,1.129081,-0.131348,0.059522,0.059522,0.059869,3
25,0.500000,1,gripper_l_palm,-0.887820,1.309369,0.172154,-0.920953,1.283305,0.163380,-0.920953,1.283305,0.163380,0.043060,0.043060,0.044065,0
25,0.500000,2,gripper_l_finger1,-1.041543,1.427094,0.175427,-1.079285,1.399515,0.165180,-1.079285,1.399515,0.165180,0.047854,0.047854,0.048425,1
25,0.500000,3,gripper_l_finger2,-1.001948,1.373047,0.179554,-1.037643,1.343646,0.170278,-1.037643,1.343646,0.170278,0.047166,0.047166,0.047748,7
25,0.500000,4,gripper_r_palm,0.852604,1.088596,-0.051277,0.888682,1.046355,-0.062950,0.888682,1.046355,-0.062950,0.056764,0.056764,0.057744,4
25,0.500000,5,gripper_r_finger1,0.927874,1.097383,-0.074686,0.968252,1.047484,-0.084721,0.968252,1.047484,-0.084721,0.064969,0.064969,0.065441,5
25,0.500000,6,gripper_r_finger2,0.996139,1.151980,-0.114405,1.038544,1.103513,-0.129534,1.038544,1.103513,-0.129534,0.066153,0.066153,0.066573,3
26,0.520000,1,gripper_l_palm,-0.903748,1.296314,0.178489,-0.944864,1.263500,0.171958,-0.944864,1.263500,0.171958,0.053009,0.053009,0.054253,0
26,0.520000,2,gripper_l_finger1,-1.062366,1.412348,0.180147,-1.109381,1.377362,0.172224,-1.109381,1.377362,0.172224,0.059137,0.059137,0.059876,1
26,0.520000,3,gripper_l_finger2,-1.020611,1.356333,0.185358,-1.065087,1.319331,0.178557,-1.065087,1.319331,0.178557,0.058254,0.058254,0.059004,7
26,0.520000,4,gripper_r_palm,0.870524,1.072582,-0.047347,0.908284,1.028219,-0.056412,0.908284,1.028219,-0.056412,0.058959,0.058959,0.060062,4
26,0.520000,5,gripper_r_finger1,0.950332,1.073412,-0.068878,0.992305,1.021235,-0.075636,0.992305,1.021235,-0.075636,0.067303,0.067303,0.067862,5
26,0.520000,6,gripper_r_finger2,1.020743,1.129475,-0.114217,1.065185,1.078316,-0.126060,1.065185,1.078316,-0.126060,0.068794,0.068794,0.069305,3
27,0.540000,1,gripper_l_palm,-0.919351,1.283565,0.185890,-0.968993,1.242792,0.182130,-0.968993,1.242792,0.182130,0.064350,0.064350,0.065836,0
