macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781659654.301378727,1781659654.301466227,1781659654.445785522,1781659654.445792675,1
1,0.020000,1781659654.468186855,1781659654.468267918,1781659654.613707542,1781659654.613717079,1
2,0.040000,1781659654.634943247,1781659654.634992599,1781659654.776959419,1781659654.776966810,1
3,0.060000,1781659654.785161495,1781659654.785205364,1781659654.928647518,1781659654.928656816,1
4,0.080000,1781659654.951825380,1781659654.951873302,1781659655.100142241,1781659655.100149393,1
5,0.100000,1781659655.119014502,1781659655.119091988,1781659655.266627550,1781659655.266636372,1
6,0.120000,1781659655.285470724,1781659655.285528660,1781659655.431895018,1781659655.431902885,1
7,0.140000,1781659655.452327728,1781659655.452384710,1781659655.596619368,1781659655.596628666,1
8,0.160000,1781659655.619066000,1781659655.619116783,1781659655.761184216,1781659655.761191607,1
9,0.180000,1781659655.785938025,1781659655.785988092,1781659655.927086592,1781659655.927096605,1
10,0.200000,1781659655.935904741,1781659655.935945511,1781659656.077830315,1781659656.077837467,1
11,0.220000,1781659656.086086512,1781659656.086128473,1781659656.227963209,1781659656.227972269,1
12,0.240000,1781659656.236312628,1781659656.236359119,1781659656.378360748,1781659656.378371954,1
13,0.260000,1781659656.386518717,1781659656.386565447,1781659656.528310299,1781659656.528319120,1
14,0.280000,1781659656.536589384,1781659656.536635160,1781659656.679234982,1781659656.679242849,1
15,0.300000,1781659656.686685324,1781659656.686730146,1781659656.828531504,1781659656.828540564,1
16,0.320000,1781659656.836843967,1781659656.836888313,1781659656.979199648,1781659656.979207277,1
17,0.340000,1781659656.986957788,1781659656.987002611,1781659657.128909349,1781659657.128918409,1
18,0.360000,1781659657.137091398,1781659657.137156248,1781659657.284878016,1781659657.284885406,1
19,0.380000,1781659657.303707361,1781659657.303755760,1781659657.445864439,1781659657.445873499,1
20,0.400000,1781659657.454066753,1781659657.454112291,1781659657.597104073,1781659657.597111464,1
21,0.420000,1781659657.620890856,1781659657.620963335,1781659657.764903784,1781659657.764913321,1
22,0.440000,1781659657.787533283,1781659657.787584305,1781659657.930670023,1781659657.930678368,1
23,0.460000,1781659657.954340935,1781659657.954419613,1781659658.096820593,1781659658.096830130,1
24,0.480000,1781659658.121196270,1781659658.121250629,1781659658.267270803,1781659658.267278433,1
25,0.500000,1781659658.287977457,1781659658.288029432,1781659658.430278540,1781659658.430288553,1
26,0.520000,1781659658.454833984,1781659658.454885006,1781659658.597362280,1781659658.597373962,1
27,0.540000,1781659658.621552467,1781659658.621604204,1781659658.763652802,1781659658.763662815,1
28,0.560000,1781659658.771696091,1781659658.771760941,1781659658.914511919,1781659658.914519548,1
29,0.580000,1781659658.921862125,1781659658.921913862,1781659659.065644741,1781659659.065654278,1
30,0.600000,1781659659.088532209,1781659659.088587284,1781659659.232273579,1781659659.232281446,1
31,0.620000,1781659659.238606453,1781659659.238647223,1781659659.380570173,1781659659.380579472,1
32,0.640000,1781659659.388778210,1781659659.388820410,1781659659.531410694,1781659659.531418085,1
33,0.660000,1781659659.555639982,1781659659.555709839,1781659659.698612452,1781659659.698621988,1
34,0.680000,1781659659.722630978,1781659659.722702503,1781659659.867795944,1781659659.867803097,1
35,0.700000,1781659659.889444828,1781659659.889519691,1781659660.035127878,1781659660.035137653,1
36,0.720000,1781659660.056030512,1781659660.056079626,1781659660.200852633,1781659660.200860739,1
37,0.740000,1781659660.222786665,1781659660.222835779,1781659660.367892027,1781659660.367902040,1
38,0.760000,1781659660.389628410,1781659660.389675617,1781659660.535407066,1781659660.535414696,1
39,0.780000,1781659660.556430578,1781659660.556479931,1781659660.701157093,1781659660.701166868,1
40,0.800000,1781659660.723312616,1781659660.723361492,1781659660.867407322,1781659660.867414713,1
41,0.820000,1781659660.890097380,1781659660.890153170,1781659661.033794641,1781659661.033805132,1
42,0.840000,1781659661.040152311,1781659661.040194511,1781659661.185155869,1781659661.185163021,1
43,0.860000,1781659661.207000494,1781659661.207050323,1781659661.351772070,1781659661.351781607,1
44,0.880000,1781659661.357070923,1781659661.357113838,1781659661.501502752,1781659661.501510382,1
45,0.900000,1781659661.524020672,1781659661.524084568,1781659661.668217421,1781659661.668228149,1
46,0.920000,1781659661.690778017,1781659661.690826654,1781659661.836062670,1781659661.836071253,1
47,0.940000,1781659661.857730150,1781659661.857816458,1781659662.010035992,1781659662.010046005,1
48,0.960000,1781659662.024347305,1781659662.024396896,1781659662.169246674,1781659662.169255018,1
49,0.980000,1781659662.191140413,1781659662.191193104,1781659662.335765600,1781659662.335774660,1
50,1.000000,1781659662.357995033,1781659662.358047485,1781659662.502943754,1781659662.502951145,1
51,1.019999,1781659662.524850607,1781659662.524902582,1781659662.669598818,1781659662.669607878,1
52,1.039999,1781659662.691682577,1781659662.691741943,1781659662.836827993,1781659662.836835146,1
53,1.059999,1781659662.858527184,1781659662.858575821,1781659663.002850056,1781659663.002859831,1
54,1.079999,1781659663.025210857,1781659663.025283337,1781659663.171452522,1781659663.171459913,1
55,1.099999,1781659663.192010403,1781659663.192084312,1781659663.338341475,1781659663.338351011,1
56,1.119999,1781659663.358802080,1781659663.358851671,1781659663.504288197,1781659663.504296780,1
57,1.139999,1781659663.525596380,1781659663.525667906,1781659663.671164274,1781659663.671173811,1
58,1.159999,1781659663.692454576,1781659663.692505121,1781659663.840527773,1781659663.840535641,1
59,1.179999,1781659663.859331369,1781659663.859390974,1781659664.004751444,1781659664.004761457,1
60,1.199999,1781659664.026107311,1781659664.026164532,1781659664.171342850,1781659664.171352863,1
61,1.219999,1781659664.192785740,1781659664.192835331,1781659664.338176250,1781659664.338185310,1
62,1.239999,1781659664.359599352,1781659664.359670162,1781659664.507899761,1781659664.507909298,1
63,1.259999,1781659664.526364326,1781659664.526419163,1781659664.671506166,1781659664.671516418,1
64,1.279999,1781659664.693315268,1781659664.693365574,1781659664.838397264,1781659664.838406086,1
65,1.299999,1781659664.859978676,1781659664.860049248,1781659665.006315470,1781659665.006326437,1
66,1.319999,1781659665.026745796,1781659665.026797533,1781659665.171143532,1781659665.171153069,1
67,1.339999,1781659665.193751335,1781659665.193807602,1781659665.338398457,1781659665.338408709,1
68,1.359999,1781659665.360629082,1781659665.360702753,1781659665.510000467,1781659665.510009527,1
69,1.379999,1781659665.527157068,1781659665.527209997,1781659665.671816349,1781659665.671826124,1
70,1.399999,1781659665.694070339,1781659665.694144487,1781659665.839436054,1781659665.839443684,1
71,1.419999,1781659665.860838175,1781659665.860909939,1781659666.008617878,1781659666.008626938,1
72,1.439999,1781659666.027707100,1781659666.027774811,1781659666.177244663,1781659666.177254677,1
73,1.459999,1781659666.194346666,1781659666.194397688,1781659666.341460466,1781659666.341470957,1
74,1.479999,1781659666.361346483,1781659666.361425877,1781659666.509051800,1781659666.509061575,1
75,1.499999,1781659666.528007507,1781659666.528058052,1781659666.675948381,1781659666.675957441,1
76,1.519999,1781659666.695075989,1781659666.695150137,1781659666.845394850,1781659666.845402718,1
77,1.539999,1781659666.861631632,1781659666.861681461,1781659667.012230873,1781659667.012241602,1
78,1.559999,1781659667.028428078,1781659667.028477669,1781659667.179212570,1781659667.179222822,1
79,1.579999,1781659667.195228100,1781659667.195275545,1781659667.345848560,1781659667.345859289,1
80,1.599999,1781659667.362029314,1781659667.362079144,1781659667.515105009,1781659667.515115023,1
81,1.619999,1781659667.528752327,1781659667.528796434,1781659667.680822849,1781659667.680831909,1
82,1.639999,1781659667.695590258,1781659667.695639372,1781659667.848454475,1781659667.848462343,1
83,1.659999,1781659667.862396240,1781659667.862443924,1781659668.014895678,1781659668.014905930,1
84,1.679999,1781659668.029224634,1781659668.029276133,1781659668.183382034,1781659668.183389902,1
85,1.699999,1781659668.195998907,1781659668.196042061,1781659668.348485708,1781659668.348495960,1
86,1.719999,1781659668.362979412,1781659668.363047838,1781659668.517683029,1781659668.517692327,1
87,1.739999,1781659668.529746532,1781659668.529793978,1781659668.684078455,1781659668.684087992,1
88,1.759999,1781659668.696408987,1781659668.696459293,1781659668.850612640,1781659668.850621223,1
89,1.779999,1781659668.863179445,1781659668.863223314,1781659669.016981363,1781659669.016991377,1
90,1.799999,1781659669.030033588,1781659669.030077934,1781659669.186531782,1781659669.186540127,1
91,1.819999,1781659669.196855783,1781659669.196911812,1781659669.351831198,1781659669.351839781,1
92,1.839999,1781659669.363792181,1781659669.363836050,1781659669.515863657,1781659669.515871048,1
93,1.859999,1781659669.530585051,1781659669.530634403,1781659669.681143999,1781659669.681153059,1
94,1.879999,1781659669.697228193,1781659669.697278023,1781659669.845391512,1781659669.845399380,1
95,1.899999,1781659669.864134312,1781659669.864177227,1781659670.012070179,1781659670.012079954,1
