macro_frame,sim_time_mjc,sim_time_xpbd,t1_utc,t1w_utc,t2_utc,t3_utc,t_force_utc,t4_utc,t_step_utc,t1_next_utc,dt_t1_t1w,dt_t1w_t2,dt_t2_t3,dt_t3_tforce,dt_tforce_t4,dt_t4_tstep,dt_tstep_t1next,dt_t1_t1next,cycle_order_ok,paired,note
0,0.000000,0.000000,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,0.00938034,8.74996e-05,0.144319,7.15256e-06,0.00199962,1.16825e-05,0.00619531,0.162001,1,1,
1,0.020000,0.020000,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,0.0141876,8.10623e-05,0.14544,9.53674e-06,0.00178003,1.38283e-05,0.00506067,0.166572,1,1,
2,0.040000,0.040000,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,0.0143716,4.93526e-05,0.141967,7.39098e-06,0.00187993,1.66893e-05,0.00625753,0.164549,1,1,
3,0.060000,0.060000,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165965e+09,4.05312e-05,4.3869e-05,0.143442,9.29832e-06,0.000812054,1.97887e-05,0.00704074,0.151408,1,1,
4,0.080000,0.080000,1.78165965e+09,1.78165965e+09,1.78165965e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.015296,4.79221e-05,0.148269,7.15256e-06,0.000348568,1.74046e-05,0.00764036,0.171626,1,1,
5,0.100000,0.100000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0108588,7.7486e-05,0.147536,8.82149e-06,0.00249863,1.04904e-05,0.00460839,0.165598,1,1,
6,0.120000,0.120000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0117168,5.79357e-05,0.146366,7.86781e-06,0.0016799,1.71661e-05,0.00829077,0.168137,1,1,
7,0.140000,0.140000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.010437,5.6982e-05,0.144235,9.29832e-06,0.00141311,1.81198e-05,0.00800228,0.164171,1,1,
8,0.160000,0.160000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0130038,5.07832e-05,0.142067,7.39098e-06,0.00240898,1.69277e-05,0.00785661,0.165412,1,1,
9,0.180000,0.180000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0144639,5.00679e-05,0.141098,1.00136e-05,0.0013473,1.09673e-05,0.00480771,0.161788,1,1,
10,0.200000,0.200000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00264215,4.07696e-05,0.141885,7.15256e-06,0.000278473,1.74046e-05,0.00593686,0.150808,1,1,
11,0.220000,0.220000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00201631,4.19617e-05,0.141835,9.05991e-06,0.000818729,1.09673e-05,0.00490403,0.149636,1,1,
12,0.240000,0.240000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00260663,4.64916e-05,0.142002,1.12057e-05,0.00106311,1.0252e-05,0.00472093,0.15046,1,1,
13,0.260000,0.260000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00235248,4.673e-05,0.141745,8.82149e-06,0.00140524,1.85966e-05,0.00502181,0.150599,1,1,
14,0.280000,0.280000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00182462,4.57764e-05,0.1426,7.86781e-06,0.00149751,1.74046e-05,0.00501323,0.151006,1,1,
15,0.300000,0.300000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.000914335,4.48227e-05,0.141801,9.05991e-06,0.00178838,1.64509e-05,0.00482416,0.149399,1,1,
16,0.320000,0.320000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00167441,4.43459e-05,0.142311,7.62939e-06,0.000808477,1.71661e-05,0.00595641,0.15082,1,1,
17,0.340000,0.340000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.000968456,4.48227e-05,0.141907,9.05991e-06,0.000898123,1.69277e-05,0.00652766,0.150372,1,1,
18,0.360000,0.360000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.000730276,6.48499e-05,0.147722,7.39098e-06,0.000170708,1.09673e-05,0.0046196,0.153326,1,1,
19,0.380000,0.380000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0140207,4.8399e-05,0.142109,9.05991e-06,0.000347614,1.04904e-05,0.00475907,0.161304,1,1,
20,0.400000,0.400000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00307608,4.55379e-05,0.142992,7.39098e-06,0.00154901,1.5974e-05,0.00623393,0.15392,1,1,
21,0.420000,0.420000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0159805,7.24792e-05,0.14394,9.53674e-06,0.00180054,1.71661e-05,0.00619507,0.168016,1,1,
22,0.440000,0.440000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0146072,5.10216e-05,0.143086,8.34465e-06,0.00222445,1.81198e-05,0.00606871,0.166064,1,1,
23,0.460000,0.460000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0153513,7.86781e-05,0.142401,9.53674e-06,0.00176978,1.71661e-05,0.00646329,0.166091,1,1,
24,0.480000,0.480000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0161159,5.43594e-05,0.14602,7.62939e-06,0.0013063,1.0252e-05,0.0051024,0.168617,1,1,
25,0.500000,0.500000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0142801,5.19753e-05,0.142249,1.00136e-05,0.00228643,1.78814e-05,0.00724149,0.166137,1,1,
26,0.520000,0.520000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0149996,5.10216e-05,0.142477,1.16825e-05,0.00220466,1.09673e-05,0.0126989,0.172454,1,1,
27,0.540000,0.540000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00926399,5.17368e-05,0.142049,1.00136e-05,0.000486135,1.07288e-05,0.00596142,0.157833,1,1,
28,0.560000,0.560000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.00157499,6.48499e-05,0.142751,7.62939e-06,0.00136447,1.07288e-05,0.00533056,0.151104,1,1,
29,0.580000,0.580000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.000636816,5.17368e-05,0.143731,9.53674e-06,0.000706196,2.09808e-05,0.00831532,0.153471,1,1,
30,0.600000,0.600000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0138354,5.50747e-05,0.143686,7.86781e-06,0.000987053,1.12057e-05,0.00536513,0.163948,1,1,
31,0.620000,0.620000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,-3.83854e-05,4.07696e-05,0.141923,9.29832e-06,0.00135565,1.74046e-05,0.00605392,0.149362,0,1,cycle_order
32,0.640000,0.640000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.000771761,4.22001e-05,0.14259,7.39098e-06,0.00218821,1.04904e-05,0.00594211,0.151552,1,1,
33,0.660000,0.660000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0160811,6.98566e-05,0.142903,9.53674e-06,0.00135994,1.12057e-05,0.00618124,0.166615,1,1,
34,0.680000,0.680000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0164566,7.15256e-05,0.145093,7.15256e-06,0.00201893,1.69277e-05,0.00589848,0.169563,1,1,
35,0.700000,0.700000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0137074,7.48634e-05,0.145608,9.77516e-06,0.00141048,1.74046e-05,0.00625563,0.167084,1,1,
36,0.720000,0.720000,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,1.78165966e+09,0.0132093,4.91142e-05,0.144773,8.10623e-06,0.000440598,1.71661e-05,0.00688434,0.165382,1,1,
