macro_frame,sim_time,t1_utc,t4_utc,t_step_utc,seq_ok
0,0.000000,1781659654.291998386,1781659654.447792292,1781659654.447803974,1
1,0.020000,1781659654.453999281,1781659654.615497112,1781659654.615510941,1
2,0.040000,1781659654.620571613,1781659654.778846741,1781659654.778863430,1
3,0.060000,1781659654.785120964,1781659654.929468870,1781659654.929488659,1
4,0.080000,1781659654.936529398,1781659655.100497961,1781659655.100515366,1
5,0.100000,1781659655.108155727,1781659655.269134998,1781659655.269145489,1
6,0.120000,1781659655.273753881,1781659655.433582783,1781659655.433599949,1
7,0.140000,1781659655.441890717,1781659655.598041773,1781659655.598059893,1
8,0.160000,1781659655.606062174,1781659655.763600588,1781659655.763617516,1
9,0.180000,1781659655.771474123,1781659655.928443909,1781659655.928454876,1
10,0.200000,1781659655.933262587,1781659656.078115940,1781659656.078133345,1
11,0.220000,1781659656.084070206,1781659656.228790998,1781659656.228801966,1
12,0.240000,1781659656.233705997,1781659656.379435062,1781659656.379445314,1
13,0.260000,1781659656.384166241,1781659656.529724360,1781659656.529742956,1
14,0.280000,1781659656.534764767,1781659656.680740356,1781659656.680757761,1
15,0.300000,1781659656.685770988,1781659656.830328941,1781659656.830345392,1
16,0.320000,1781659656.835169554,1781659656.980015755,1781659656.980032921,1
17,0.340000,1781659656.985989332,1781659657.129816532,1781659657.129833460,1
18,0.360000,1781659657.136361122,1781659657.285056114,1781659657.285067081,1
19,0.380000,1781659657.289686680,1781659657.446221113,1781659657.446231604,1
20,0.400000,1781659657.450990677,1781659657.598660469,1781659657.598676443,1
21,0.420000,1781659657.604910374,1781659657.766713858,1781659657.766731024,1
22,0.440000,1781659657.772926092,1781659657.932902813,1781659657.932920933,1
23,0.460000,1781659657.938989639,1781659658.098599911,1781659658.098617077,1
24,0.480000,1781659658.105080366,1781659658.268584728,1781659658.268594980,1
25,0.500000,1781659658.273697376,1781659658.432574987,1781659658.432592869,1
26,0.520000,1781659658.439834356,1781659658.599578619,1781659658.599589586,1
27,0.540000,1781659658.612288475,1781659658.764148951,1781659658.764159679,1
28,0.560000,1781659658.770121098,1781659658.915884018,1781659658.915894747,1
29,0.580000,1781659658.921225309,1781659659.066360474,1781659659.066381454,1
30,0.600000,1781659659.074696779,1781659659.233268499,1781659659.233279705,1
31,0.620000,1781659659.238644838,1781659659.381935120,1781659659.381952524,1
32,0.640000,1781659659.388006449,1781659659.533606291,1781659659.533616781,1
33,0.660000,1781659659.539558887,1781659659.699981928,1781659659.699993134,1
34,0.680000,1781659659.706174374,1781659659.869822025,1781659659.869838953,1
35,0.700000,1781659659.875737429,1781659660.036548138,1781659660.036565542,1
36,0.720000,1781659660.042821169,1781659660.201301336,1781659660.201318502,1
37,0.740000,1781659660.208202839,1781659660.369291067,1781659660.369301558,1
38,0.760000,1781659660.373907566,1781659660.536164761,1781659660.536175251,1
39,0.780000,1781659660.540800571,1781659660.703287840,1781659660.703298330,1
40,0.800000,1781659660.707810163,1781659660.869253874,1781659660.869270802,1
41,0.820000,1781659660.875801802,1781659661.034297943,1781659661.034308672,1
42,0.840000,1781659661.038993120,1781659661.186214447,1781659661.186231613,1
43,0.860000,1781659661.194655895,1781659661.352156639,1781659661.352173328,1
44,0.880000,1781659661.357116938,1781659661.502960920,1781659661.502977371,1
45,0.900000,1781659661.510533810,1781659661.668967247,1781659661.668985128,1
46,0.920000,1781659661.677022934,1781659661.838033199,1781659661.838052034,1
47,0.940000,1781659661.847858667,1781659662.012296677,1781659662.012313843,1
48,0.960000,1781659662.018158674,1781659662.170872688,1781659662.170889616,1
49,0.980000,1781659662.178932428,1781659662.336916208,1781659662.336933136,1
50,1.000000,1781659662.343434095,1781659662.504965067,1781659662.504981279,1
51,1.020000,1781659662.513223410,1781659662.672010899,1781659662.672027349,1
52,1.040000,1781659662.677279711,1781659662.837898254,1781659662.837908268,1
53,1.060000,1781659662.844078064,1781659663.004919529,1781659663.004929304,1
54,1.080000,1781659663.010716438,1781659663.171823025,1781659663.171834469,1
55,1.100000,1781659663.177684069,1781659663.339585066,1781659663.339602470,1
56,1.120000,1781659663.347761154,1781659663.507030487,1781659663.507041931,1
57,1.140000,1781659663.511797667,1781659663.673039198,1781659663.673048973,1
58,1.160000,1781659663.677579880,1781659663.841572523,1781659663.841590643,1
59,1.180000,1781659663.847874165,1781659664.006385326,1781659664.006395578,1
60,1.200000,1781659664.011846542,1781659664.173027992,1781659664.173038960,1
61,1.220000,1781659664.179067135,1781659664.339975119,1781659664.339992762,1
62,1.240000,1781659664.344872475,1781659664.509788990,1781659664.509806871,1
63,1.260000,1781659664.516154051,1781659664.673666239,1781659664.673683167,1
64,1.280000,1781659664.679284573,1781659664.840567350,1781659664.840584278,1
65,1.300000,1781659664.846073151,1781659665.007485390,1781659665.007495165,1
66,1.320000,1781659665.012099504,1781659665.172432423,1781659665.172449112,1
67,1.340000,1781659665.180517197,1781659665.339437485,1781659665.339447498,1
68,1.360000,1781659665.344335079,1781659665.511242151,1781659665.511251450,1
69,1.380000,1781659665.515810251,1781659665.673117161,1781659665.673134565,1
70,1.400000,1781659665.679533005,1781659665.840570211,1781659665.840586424,1
71,1.420000,1781659665.848843813,1781659666.009646177,1781659666.009662867,1
72,1.440000,1781659666.014785051,1781659666.177831888,1781659666.177842617,1
73,1.460000,1781659666.182545185,1781659666.341983318,1781659666.341993332,1
74,1.480000,1781659666.347332239,1781659666.510229826,1781659666.510240078,1
75,1.500000,1781659666.515011311,1781659666.677712440,1781659666.677729368,1
76,1.520000,1781659666.684041977,1781659666.847532988,1781659666.847591877,1
77,1.540000,1781659666.852621078,1781659667.013502836,1781659667.013513803,1
78,1.560000,1781659667.018292427,1781659667.179401398,1781659667.179413080,1
79,1.580000,1781659667.184719324,1781659667.346768379,1781659667.346792221,1
80,1.600000,1781659667.352397203,1781659667.516395092,1781659667.516412973,1
81,1.620000,1781659667.522526264,1781659667.682919502,1781659667.682937145,1
82,1.640000,1781659667.687968969,1781659667.848767281,1781659667.848785400,1
83,1.660000,1781659667.855000019,1781659668.015817165,1781659668.015834332,1
84,1.680000,1781659668.023970366,1781659668.184714794,1781659668.184733868,1
85,1.700000,1781659668.192718267,1781659668.349527359,1781659668.349544764,1
86,1.720000,1781659668.357529163,1781659668.519122601,1781659668.519134521,1
87,1.740000,1781659668.524092913,1781659668.685534477,1781659668.685551643,1
88,1.760000,1781659668.690708399,1781659668.851688385,1781659668.851706028,1
89,1.780000,1781659668.858716488,1781659669.017916679,1781659669.017933846,1
90,1.800000,1781659669.023422480,1781659669.187760592,1781659669.187781811,1
91,1.820000,1781659669.195869207,1781659669.354030848,1781659669.354040384,1
92,1.840000,1781659669.359431505,1781659669.516345501,1781659669.516362667,1
93,1.860000,1781659669.521083355,1781659669.682142258,1781659669.682160616,1
94,1.880000,1781659669.689398527,1781659669.847681284,1781659669.847690821,1
95,1.900000,1781659669.852297306,1781659670.013009071,1781659670.013026714,1
