macro_frame,sim_time,t1_utc,t4_utc,t_step_utc,seq_ok
0,0.000000,1781608397.533566713,1781608397.586066484,1781608397.586079836,1
1,0.020000,1781608397.592635155,1781608397.652408123,1781608397.652420282,1
2,0.040000,1781608397.657648802,1781608397.723864079,1781608397.723886251,1
3,0.060000,1781608397.732745886,1781608397.792064190,1781608397.792084455,1
4,0.080000,1781608397.798540354,1781608397.863870859,1781608397.863889694,1
5,0.100000,1781608397.871266365,1781608397.920706272,1781608397.920717239,1
6,0.120000,1781608397.926030636,1781608397.984753370,1781608397.984771252,1
7,0.140000,1781608397.992117405,1781608398.055242777,1781608398.055259705,1
8,0.160000,1781608398.063072681,1781608398.119647026,1781608398.119664907,1
9,0.180000,1781608398.125782728,1781608398.186616182,1781608398.186634064,1
10,0.200000,1781608398.193877220,1781608398.253320456,1781608398.253337383,1
11,0.220000,1781608398.258603573,1781608398.319805145,1781608398.319822311,1
12,0.240000,1781608398.325012922,1781608398.387485743,1781608398.387503386,1
13,0.260000,1781608398.396697760,1781608398.456386089,1781608398.456403494,1
14,0.280000,1781608398.462608814,1781608398.521843672,1781608398.521861553,1
15,0.300000,1781608398.530741215,1781608398.589813232,1781608398.589829683,1
16,0.320000,1781608398.597540379,1781608398.656353951,1781608398.656365871,1
17,0.340000,1781608398.661769867,1781608398.724814177,1781608398.724833012,1
18,0.360000,1781608398.732528925,1781608398.799220324,1781608398.799239159,1
19,0.380000,1781608398.807158470,1781608398.880445242,1781608398.880463123,1
20,0.400000,1781608398.887519121,1781608398.941754103,1781608398.941769123,1
21,0.420000,1781608398.947640896,1781608399.008937120,1781608399.008955240,1
22,0.440000,1781608399.014862061,1781608399.074906826,1781608399.074920893,1
23,0.460000,1781608399.079786301,1781608399.139134884,1781608399.139152527,1
24,0.480000,1781608399.145908594,1781608399.208046436,1781608399.208065033,1
25,0.500000,1781608399.213351488,1781608399.277583361,1781608399.277601242,1
26,0.520000,1781608399.283360481,1781608399.338539124,1781608399.338581800,1
27,0.540000,1781608399.343440533,1781608399.402655125,1781608399.402671814,1
28,0.560000,1781608399.408814669,1781608399.477903843,1781608399.477914095,1
29,0.580000,1781608399.482764482,1781608399.535232306,1781608399.535250425,1
30,0.600000,1781608399.542079926,1781608399.603502989,1781608399.603519917,1
31,0.620000,1781608399.610639095,1781608399.664816618,1781608399.664834976,1
32,0.640000,1781608399.671062231,1781608399.733050108,1781608399.733068228,1
33,0.660000,1781608399.748063564,1781608399.802727461,1781608399.802738667,1
34,0.680000,1781608399.807439804,1781608399.867975235,1781608399.867993593,1
35,0.700000,1781608399.874935627,1781608399.938934326,1781608399.938944340,1
36,0.720000,1781608399.945125580,1781608400.010835409,1781608400.010846138,1
37,0.740000,1781608400.015499592,1781608400.079272032,1781608400.079283476,1
38,0.760000,1781608400.084159136,1781608400.139843225,1781608400.139855385,1
39,0.780000,1781608400.144675732,1781608400.209698200,1781608400.209711313,1
40,0.800000,1781608400.214506149,1781608400.273196459,1781608400.273216248,1
41,0.820000,1781608400.281449795,1781608400.341233969,1781608400.341250896,1
42,0.840000,1781608400.347888231,1781608400.407194376,1781608400.407212019,1
43,0.860000,1781608400.412673712,1781608400.473621607,1781608400.473643303,1
44,0.880000,1781608400.478763342,1781608400.542533636,1781608400.542550325,1
45,0.900000,1781608400.548016548,1781608400.607594490,1781608400.607611656,1
46,0.920000,1781608400.612971783,1781608400.675157785,1781608400.675174475,1
47,0.940000,1781608400.680875778,1781608400.742834330,1781608400.742853403,1
48,0.960000,1781608400.751112461,1781608400.808540821,1781608400.808563948,1
49,0.980000,1781608400.814888477,1781608400.874640465,1781608400.874656677,1
50,1.000000,1781608400.879933834,1781608400.941325665,1781608400.941336870,1
51,1.020000,1781608400.946150303,1781608401.007790327,1781608401.007808208,1
52,1.040000,1781608401.013371944,1781608401.073422432,1781608401.073438644,1
53,1.060000,1781608401.079569340,1781608401.145288467,1781608401.145305872,1
54,1.080000,1781608401.150418520,1781608401.206924438,1781608401.206937790,1
55,1.100000,1781608401.212166548,1781608401.273403883,1781608401.273420572,1
56,1.120000,1781608401.279677153,1781608401.409958124,1781608401.409976721,1
57,1.140000,1781608401.417581320,1781608401.474935293,1781608401.474952936,1
58,1.160000,1781608401.482354879,1781608401.541744232,1781608401.541761398,1
59,1.180000,1781608401.548669815,1781608401.607579470,1781608401.607596636,1
60,1.200000,1781608401.615817547,1781608401.675287247,1781608401.675305128,1
61,1.220000,1781608401.682087898,1781608401.741263628,1781608401.741282225,1
62,1.240000,1781608401.748923302,1781608401.808908224,1781608401.808918476,1
63,1.260000,1781608401.814143896,1781608401.878208160,1781608401.878226757,1
64,1.280000,1781608401.885369062,1781608401.942656517,1781608401.942670345,1
65,1.300000,1781608401.949025631,1781608402.012834311,1781608402.012847662,1
66,1.320000,1781608402.017951488,1781608402.079640627,1781608402.079658508,1
67,1.340000,1781608402.087225199,1781608402.144403458,1781608402.144423008,1
68,1.360000,1781608402.149118423,1781608402.211002350,1781608402.211013079,1
69,1.380000,1781608402.216340303,1781608402.278026342,1781608402.278044701,1
70,1.400000,1781608402.285066128,1781608402.343514204,1781608402.343525887,1
71,1.420000,1781608402.348263502,1781608402.411012888,1781608402.411029100,1
72,1.440000,1781608402.418403864,1781608402.478266716,1781608402.478284836,1
73,1.460000,1781608402.484557152,1781608402.548753500,1781608402.548763752,1
74,1.480000,1781608402.553634405,1781608402.612718344,1781608402.612736225,1
75,1.500000,1781608402.618431568,1781608402.677650928,1781608402.677664995,1
76,1.520000,1781608402.683024883,1781608402.744689941,1781608402.744707823,1
77,1.540000,1781608402.750285864,1781608402.812055349,1781608402.812072754,1
78,1.560000,1781608402.817100763,1781608402.881062031,1781608402.881080866,1
79,1.580000,1781608402.888511896,1781608402.972373962,1781608402.972395420,1
80,1.600000,1781608402.980914116,1781608403.050062418,1781608403.050083399,1
81,1.620000,1781608403.055878639,1781608403.113139868,1781608403.113157272,1
82,1.640000,1781608403.118132114,1781608403.177396774,1781608403.177416563,1
83,1.660000,1781608403.184854746,1781608403.246615887,1781608403.246633768,1
84,1.680000,1781608403.254896402,1781608403.319623232,1781608403.319641352,1
85,1.700000,1781608403.326134443,1781608403.406400442,1781608403.406417847,1
86,1.720000,1781608403.413498402,1781608403.477748394,1781608403.477768898,1
87,1.740000,1781608403.482973337,1781608403.546288013,1781608403.546302319,1
88,1.760000,1781608403.553923607,1781608403.623195648,1781608403.623212576,1
89,1.780000,1781608403.629050970,1781608403.696029663,1781608403.696040392,1
90,1.800000,1781608403.702325821,1781608403.762576103,1781608403.762595415,1
91,1.820000,1781608403.768908262,1781608403.830599070,1781608403.830615997,1
92,1.840000,1781608403.838915825,1781608403.895807743,1781608403.895826101,1
93,1.860000,1781608403.902889967,1781608403.976214170,1781608403.976233006,1
94,1.880000,1781608403.984469414,1781608404.048451424,1781608404.048473835,1
95,1.900000,1781608404.055445433,1781608404.112385988,1781608404.112405777,1
96,1.920000,1781608404.120153904,1781608404.179635286,1781608404.179656267,1
97,1.940000,1781608404.185776234,1781608404.244784355,1781608404.244805098,1
98,1.960000,1781608404.252843618,1781608404.387482405,1781608404.387498856,1
99,1.980000,1781608404.392476082,1781608404.447575092,1781608404.447593451,1
100,2.000000,1781608404.456452370,1781608404.520696640,1781608404.520714521,1
101,2.020000,1781608404.528820038,1781608404.592463732,1781608404.592475653,1
102,2.040000,1781608404.597688913,1781608404.659025669,1781608404.659036160,1
103,2.060000,1781608404.663877726,1781608404.728546143,1781608404.728559017,1
104,2.080000,1781608404.733895779,1781608404.793446064,1781608404.793462992,1
105,2.100000,1781608404.798873186,1781608404.861905813,1781608404.861916304,1
106,2.120000,1781608404.866771221,1781608404.929099798,1781608404.929119587,1
107,2.140000,1781608404.934898376,1781608404.993300915,1781608404.993318319,1
