macro_frame,sim_time,gripper_state,grip_count,cloth_max_speed_mps,cloth_mean_speed_mps,cloth_com_x,cloth_com_y,cloth_com_z
0,0.000000,Open,0,0.207919,0.201430,-5.07078838,1.65479565,6.58642626
0,0.000000,Open,0,0.407086,0.402838,-5.07078934,1.64869058,6.58642340
0,0.000000,Open,0,0.608094,0.604253,-5.07078886,1.63855636,6.58642769
0,0.000000,Open,0,0.809873,0.805668,-5.07078791,1.62439454,6.58642912
0,0.000000,Open,0,1.014230,1.007084,-5.07078886,1.60620439,6.58643341
0,0.000000,Open,0,1.217158,1.208501,-5.07078934,1.58398521,6.58643675
0,0.000000,Open,0,1.427373,1.409922,-5.07078934,1.55773878,6.58643866
0,0.000000,Open,0,2.447066,1.522877,-5.07078695,1.52867365,6.58578587
0,0.000000,Open,0,2.223228,1.601894,-5.07074881,1.49901342,6.58488941
0,0.000000,Open,0,2.345216,1.673888,-5.07063961,1.46659124,6.58359385
0,0.000000,Open,0,2.542016,1.745714,-5.07029772,1.43369949,6.58163214
0,0.000000,Open,0,2.663748,1.756758,-5.06962824,1.40046310,6.57898474
0,0.000000,Open,0,3.021266,1.472055,-5.06961775,1.37314904,6.57467222
0,0.000000,Open,0,3.276071,1.256644,-5.06984186,1.35118020,6.56879330
0,0.000000,Open,0,3.085734,0.961646,-5.07002831,1.33743048,6.56331968
0,0.000000,Open,0,3.436633,0.789035,-5.06983280,1.32721210,6.55809832
0,0.000000,Open,0,2.964629,0.538156,-5.06938171,1.32284474,6.55409336
0,0.000000,Open,0,2.992156,0.478177,-5.06922436,1.32114983,6.55055285
0,0.000000,Open,0,2.105135,0.292855,-5.06922674,1.31983554,6.54877138
0,0.000000,Open,0,1.407011,0.246178,-5.06909418,1.31934392,6.54829788
0,0.000000,Open,0,1.432678,0.189989,-5.06866312,1.31870937,6.54800797
0,0.000000,Open,0,1.043642,0.153751,-5.06852341,1.31822264,6.54783535
0,0.000000,Open,0,0.835212,0.124023,-5.06857634,1.31755185,6.54776049
0,0.000000,Open,0,0.853405,0.106185,-5.06844187,1.31702960,6.54782248
0,0.000000,Open,0,0.814394,0.091253,-5.06835127,1.31669211,6.54811287
0,0.000000,Open,0,0.972347,0.084009,-5.06838894,1.31643867,6.54834938
0,0.000000,Open,0,0.989025,0.066664,-5.06839800,1.31604242,6.54846048
0,0.000000,Open,0,0.895761,0.060163,-5.06849718,1.31575739,6.54850245
0,0.000000,Open,0,0.801511,0.047508,-5.06862640,1.31561708,6.54850531
0,0.000000,Open,0,0.829603,0.038860,-5.06871271,1.31549525,6.54843140
0,0.000000,Open,0,0.727693,0.034686,-5.06873846,1.31547463,6.54836178
0,0.000000,Open,0,0.546107,0.030134,-5.06874895,1.31541228,6.54827547
0,0.000000,Open,0,0.332815,0.028129,-5.06872797,1.31527865,6.54827213
0,0.000000,Open,0,0.428835,0.026144,-5.06867838,1.31520069,6.54826021
0,0.000000,Open,0,0.453406,0.025947,-5.06864119,1.31516278,6.54816341
0,0.000000,Open,0,0.487179,0.025103,-5.06860685,1.31517839,6.54808331
0,0.000000,Open,0,0.563100,0.026425,-5.06855583,1.31521237,6.54798937
0,0.000000,Open,0,0.545684,0.030302,-5.06851912,1.31531477,6.54799223
0,0.000000,Open,0,0.298538,0.028725,-5.06848764,1.31537890,6.54801130
0,0.000000,Open,0,0.328544,0.024372,-5.06850004,1.31534183,6.54796314
0,0.000000,Open,0,0.508330,0.019674,-5.06850386,1.31529963,6.54793453
0,0.000000,Open,0,0.513243,0.019238,-5.06849766,1.31526852,6.54796934
0,0.000000,Open,0,0.396123,0.018414,-5.06854057,1.31520426,6.54802179
0,0.000000,Open,0,0.343698,0.018606,-5.06859446,1.31518567,6.54808283
0,0.000000,Open,0,0.416070,0.015868,-5.06866074,1.31520748,6.54810286
0,0.000000,Open,0,0.446908,0.015949,-5.06871033,1.31514943,6.54807711
0,0.000000,Open,0,0.468787,0.016177,-5.06875896,1.31508946,6.54802561
0,0.000000,Open,0,0.346575,0.015861,-5.06881714,1.31506562,6.54793501
0,0.000000,Open,0,0.390218,0.013489,-5.06883812,1.31502783,6.54785442
0,0.000000,Open,0,0.208973,0.011575,-5.06885767,1.31500328,6.54779959
0,0.000000,Open,0,0.178133,0.010843,-5.06885386,1.31502354,6.54781675
0,0.000000,Open,0,0.247990,0.010434,-5.06881905,1.31504095,6.54785728
0,0.000000,Open,0,0.255118,0.011426,-5.06878614,1.31505024,6.54787874
0,0.000000,Open,0,0.195599,0.011261,-5.06874514,1.31508601,6.54789591
0,0.000000,Open,0,0.212564,0.009887,-5.06869698,1.31512606,6.54788160
0,0.000000,Open,0,0.209464,0.008945,-5.06866884,1.31516802,6.54787493
0,0.000000,Open,0,0.157419,0.009483,-5.06864691,1.31520355,6.54787111
0,0.000000,Open,0,0.194986,0.008949,-5.06863451,1.31522381,6.54787683
0,0.000000,Open,0,0.131906,0.008205,-5.06864643,1.31521225,6.54786110
0,0.000000,Open,0,0.187904,0.008604,-5.06868029,1.31518984,6.54784012
0,0.000000,Open,0,0.187739,0.008846,-5.06871080,1.31515467,6.54780960
0,0.000000,Open,0,0.180727,0.008356,-5.06874323,1.31512380,6.54779387
0,0.000000,Open,0,0.216813,0.008822,-5.06877851,1.31509459,6.54778957
0,0.000000,Open,0,0.227140,0.007474,-5.06879854,1.31506872,6.54781675
0,0.000000,Open,0,0.222931,0.005784,-5.06882048,1.31507313,6.54782963
0,0.000000,Open,0,0.266110,0.006741,-5.06882715,1.31508231,6.54781675
0,0.000000,Open,0,0.201279,0.006500,-5.06882954,1.31509411,6.54781771
0,0.000000,Open,0,0.142941,0.005488,-5.06882286,1.31510532,6.54781294
0,0.000000,Open,0,0.218406,0.005841,-5.06880903,1.31512249,6.54781437
0,0.000000,Open,0,0.216504,0.005708,-5.06878614,1.31512809,6.54780388
0,0.000000,Open,0,0.186369,0.005553,-5.06876612,1.31512535,6.54780006
0,0.000000,Open,0,0.167293,0.005953,-5.06875086,1.31511891,6.54779053
0,0.000000,Open,0,0.137655,0.005243,-5.06874752,1.31512022,6.54778242
0,0.000000,Open,0,0.112288,0.004919,-5.06875038,1.31512189,6.54778147
0,0.000000,Open,0,0.091713,0.005292,-5.06875896,1.31511915,6.54777527
0,0.000000,Open,0,0.121631,0.005193,-5.06876850,1.31511092,6.54777431
0,0.000000,Open,0,0.144232,0.005413,-5.06878614,1.31510711,6.54777431
0,0.000000,Open,0,0.192594,0.005796,-5.06880379,1.31510603,6.54777050
0,0.000000,Open,0,0.250258,0.007020,-5.06881618,1.31509471,6.54775429
0,0.000000,Open,0,0.284818,0.007745,-5.06883574,1.31507909,6.54773045
0,0.000000,Open,0,0.281670,0.010545,-5.06884623,1.31502950,6.54770327
0,0.000000,Open,0,0.315429,0.013475,-5.06886005,1.31494033,6.54763746
0,0.000000,Open,0,0.268182,0.011770,-5.06885719,1.31491017,6.54757357
0,0.000000,Open,0,0.271017,0.009854,-5.06884813,1.31489801,6.54757023
0,0.000000,Open,0,0.161563,0.008054,-5.06883049,1.31489480,6.54757833
0,0.000000,Open,0,0.210615,0.007109,-5.06881618,1.31486285,6.54757738
0,0.000000,Open,0,0.191460,0.005873,-5.06880283,1.31483328,6.54757023
0,0.000000,Open,0,0.171651,0.006480,-5.06879807,1.31485283,6.54755354
0,0.000000,Open,0,0.101440,0.005529,-5.06879377,1.31488371,6.54753017
0,0.000000,Open,0,0.174836,0.005716,-5.06878614,1.31489849,6.54751253
0,0.000000,Open,0,0.167550,0.005368,-5.06879091,1.31488001,6.54750538
0,0.000000,Open,0,0.245051,0.006075,-5.06879473,1.31488550,6.54752779
0,0.000000,Open,0,0.196446,0.007679,-5.06880331,1.31488836,6.54752636
0,0.000000,Open,0,0.330104,0.005827,-5.06881809,1.31486654,6.54752541
0,0.000000,Open,0,0.314836,0.005565,-5.06883097,1.31485140,6.54751730
0,0.000000,Open,0,0.209863,0.005340,-5.06883955,1.31484783,6.54750299
0,0.000000,Open,0,0.067595,0.004336,-5.06884766,1.31485116,6.54749918
0,0.000000,Open,0,0.201405,0.004203,-5.06884813,1.31485069,6.54750395
0,0.000000,Open,0,0.154133,0.004282,-5.06884241,1.31485939,6.54749727
0,0.000000,Open,0,0.110510,0.005061,-5.06883287,1.31487870,6.54749107
0,0.000000,Open,0,0.208546,0.004718,-5.06882048,1.31486857,6.54747820
0,0.000000,Open,0,0.200136,0.004638,-5.06881523,1.31487072,6.54747915
0,0.000000,Open,0,0.117173,0.004892,-5.06880236,1.31486356,6.54748297
0,0.000000,Open,0,0.256192,0.007096,-5.06879759,1.31487370,6.54750299
0,0.000000,Open,0,0.083087,0.005594,-5.06879091,1.31487775,6.54749918
0,0.000000,Open,0,0.113918,0.005388,-5.06879473,1.31487179,6.54749012
0,0.000000,Open,0,0.075145,0.004679,-5.06880283,1.31486738,6.54747820
0,0.000000,Open,0,0.092279,0.004675,-5.06880856,1.31486821,6.54746866
0,0.000000,Open,0,0.114447,0.004363,-5.06881571,1.31486547,6.54746294
0,0.000000,Open,0,0.143658,0.003831,-5.06882763,1.31485105,6.54745483
0,0.000000,Open,0,0.146459,0.005972,-5.06882811,1.31484568,6.54745007
0,0.000000,Open,0,0.110342,0.004371,-5.06883097,1.31485295,6.54744291
0,0.000000,Open,0,0.251607,0.005528,-5.06883955,1.31486309,6.54744053
0,0.000000,Open,0,0.346842,0.006564,-5.06884718,1.31486619,6.54747105
0,0.000000,Open,0,0.144849,0.005058,-5.06883526,1.31485856,6.54748631
0,0.000000,Open,0,0.112817,0.005275,-5.06883860,1.31488276,6.54747725
0,0.000000,Open,0,0.146104,0.004986,-5.06882095,1.31487060,6.54745674
0,0.000000,Open,0,0.137811,0.004457,-5.06881475,1.31486535,6.54745007
0,0.000000,Open,0,0.095143,0.004376,-5.06880522,1.31486690,6.54744387
0,0.000000,Open,0,0.121486,0.003839,-5.06879616,1.31486690,6.54744387
0,0.000000,Open,0,0.075263,0.004210,-5.06878996,1.31488919,6.54744768
0,0.000000,Open,0,0.114505,0.004135,-5.06878901,1.31490171,6.54744530
0,0.000000,Open,0,0.144681,0.004070,-5.06878901,1.31491578,6.54745245
