macro_frame,sim_time_mjc,sim_time_xpbd,t1_utc,t1w_utc,t2_utc,t3_utc,t_force_utc,t4_utc,t_step_utc,t1_next_utc,dt_t1_t1w,dt_t1w_t2,dt_t2_t3,dt_t3_tforce,dt_tforce_t4,dt_t4_tstep,dt_tstep_t1next,dt_t1_t1next,cycle_order_ok,paired,note
0,0.000000,6.300000,1.78160788e+09,1.7816079e+09,1.7816079e+09,1.7816079e+09,1.7816079e+09,1.78160788e+09,1.78160788e+09,1.78160788e+09,22.1728,0,0,0,-22.1184,1.90735e-05,0.00646448,0.0609372,0,1,sim_time_xpbd;cycle_order
1,0.020000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
2,0.040000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
3,0.060000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
4,0.080000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
5,0.100000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
6,0.120000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
7,0.140000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
8,0.160000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
9,0.180000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
10,0.200000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
11,0.220000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
12,0.240000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
13,0.260000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
14,0.280000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
15,0.300000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
16,0.320000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
17,0.340000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
18,0.360000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
19,0.380000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
20,0.400000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
21,0.420000,,1.78160788e+09,,,,,1.78160788e+09,1.78160788e+09,1.78160788e+09,,,,,,,,,0,xpbd_missing
