macro_frame,sim_time,t1_utc,t4_utc,t_step_utc,seq_ok
0,0.000000,1781607743.128647566,1781607743.180649281,1781607743.180671215,1
1,0.020000,1781607743.188334227,1781607743.254185915,1781607743.254206657,1
2,0.040000,1781607743.262824774,1781607743.319574118,1781607743.319586039,1
3,0.060000,1781607743.324497700,1781607743.383402824,1781607743.383423567,1
4,0.080000,1781607743.390058994,1781607743.449216843,1781607743.449234009,1
5,0.100000,1781607743.454876184,1781607743.514359951,1781607743.514378071,1
6,0.120000,1781607743.521296740,1781607743.585293055,1781607743.585307121,1
7,0.140000,1781607743.590534925,1781607743.650104046,1781607743.650116682,1
8,0.160000,1781607743.655005693,1781607743.713868618,1781607743.713885784,1
9,0.180000,1781607743.720190525,1781607743.779454947,1781607743.779465437,1
10,0.200000,1781607743.784272671,1781607743.847893953,1781607743.847911119,1
11,0.220000,1781607743.856210232,1781607743.915884972,1781607743.915903568,1
12,0.240000,1781607743.922156811,1781607743.981258392,1781607743.981275558,1
13,0.260000,1781607743.987294197,1781607744.048776865,1781607744.048789978,1
14,0.280000,1781607744.054959536,1781607744.120923758,1781607744.120941162,1
15,0.300000,1781607744.129060030,1781607744.185538292,1781607744.185578585,1
16,0.320000,1781607744.190803051,1781607744.255075932,1781607744.255093813,1
17,0.340000,1781607744.263094425,1781607744.317621469,1781607744.317640305,1
18,0.360000,1781607744.323415756,1781607744.384259701,1781607744.384271383,1
19,0.380000,1781607744.389388323,1781607744.451344013,1781607744.451354980,1
20,0.400000,1781607744.456405401,1781607744.518213034,1781607744.518224478,1
21,0.420000,1781607744.523119450,1781607744.586470842,1781607744.586481571,1
22,0.440000,1781607744.591177702,1781607744.652254581,1781607744.652264595,1
23,0.460000,1781607744.656960249,1781607744.718184471,1781607744.718197584,1
24,0.480000,1781607744.723499298,1781607744.789372921,1781607744.789392233,1
25,0.500000,1781607744.797246218,1781607744.851881981,1781607744.851900101,1
26,0.520000,1781607744.858536720,1781607744.916839361,1781607744.916850805,1
27,0.540000,1781607744.921875238,1781607744.984630823,1781607744.984651089,1
28,0.560000,1781607744.990862370,1781607745.049924612,1781607745.049942732,1
29,0.580000,1781607745.057823896,1781607745.114763975,1781607745.114781380,1
30,0.600000,1781607745.123221397,1781607745.177452087,1781607745.177462339,1
