macro_frame,sim_time,gripper_state,grip_count,cloth_max_speed_mps,cloth_mean_speed_mps,cloth_com_x,cloth_com_y,cloth_com_z
38,0.760000,Open,0,0.374135,0.021510,-5.14240313,1.18558323,6.94882107
39,0.780000,Open,0,0.362770,0.016806,-5.14246798,1.18547356,6.94883251
40,0.800000,Open,0,0.448643,0.020377,-5.14256811,1.18559718,6.94887781
41,0.820000,Open,0,0.412333,0.023958,-5.14272070,1.18589151,6.94894695
42,0.840000,Open,0,0.371923,0.018703,-5.14291668,1.18613660,6.94898462
43,0.860000,Open,0,0.472513,0.016188,-5.14312315,1.18615687,6.94903994
44,0.880000,Open,0,0.416590,0.021537,-5.14333248,1.18596447,6.94911623
45,0.900000,Open,0,0.510666,0.015665,-5.14351463,1.18574226,6.94916487
46,0.920000,Open,0,0.358655,0.014316,-5.14364004,1.18575668,6.94910955
47,0.940000,Open,0,0.286291,0.011905,-5.14369202,1.18585575,6.94908619
48,0.960000,Open,0,0.302976,0.009383,-5.14371872,1.18588126,6.94912529
49,0.980000,Open,0,0.262120,0.008686,-5.14371872,1.18584609,6.94911051
50,1.000000,Open,0,0.312121,0.008597,-5.14371157,1.18579459,6.94912529
51,1.020000,Open,0,0.387775,0.008090,-5.14369297,1.18576145,6.94913626
52,1.040000,Open,0,0.237854,0.006585,-5.14365721,1.18574154,6.94912243
53,1.060000,Open,0,0.230380,0.006321,-5.14361382,1.18573475,6.94910049
54,1.080000,Open,0,0.229267,0.006703,-5.14357519,1.18575096,6.94907999
55,1.100000,Open,0,0.228170,0.006708,-5.14353418,1.18577814,6.94908667
56,1.120000,Open,0,0.218180,0.006035,-5.14349842,1.18579364,6.94909477
57,1.140000,Open,0,0.221291,0.005628,-5.14347029,1.18579245,6.94909477
58,1.160000,Open,0,0.164758,0.005800,-5.14345598,1.18577874,6.94908285
59,1.180000,Open,0,0.123619,0.005388,-5.14345741,1.18575633,6.94906807
60,1.200000,Open,0,0.117627,0.004888,-5.14347553,1.18574131,6.94907475
61,1.220000,Open,0,0.113503,0.005482,-5.14350796,1.18574643,6.94908905
62,1.240000,Open,0,0.165639,0.005379,-5.14354753,1.18576252,6.94909763
63,1.260000,Open,0,0.147791,0.006106,-5.14359570,1.18577874,6.94909763
64,1.280000,Open,0,0.127453,0.005542,-5.14365864,1.18578649,6.94909525
65,1.300000,Open,0,0.150778,0.006138,-5.14372969,1.18576968,6.94910765
66,1.320000,Open,0,0.131378,0.005676,-5.14380932,1.18575478,6.94912243
67,1.340000,Open,0,0.109751,0.004774,-5.14387417,1.18575037,6.94912434
68,1.360000,Open,0,0.100128,0.003430,-5.14391565,1.18576014,6.94911528
69,1.380000,Open,0,0.099373,0.002792,-5.14393568,1.18575954,6.94911432
70,1.400000,Open,0,0.109867,0.002670,-5.14394379,1.18575966,6.94911146
71,1.420000,Open,0,0.146791,0.002659,-5.14394379,1.18575954,6.94911194
72,1.440000,Open,0,0.149398,0.002380,-5.14394093,1.18575871,6.94911289
73,1.460000,Open,0,0.077702,0.002474,-5.14393044,1.18575978,6.94911146
74,1.480000,Open,0,0.067934,0.002346,-5.14392042,1.18576288,6.94910765
75,1.500000,Open,0,0.063329,0.002239,-5.14390802,1.18576169,6.94910669
76,1.520000,Open,0,0.048216,0.002229,-5.14389706,1.18575943,6.94910860
77,1.540000,Open,0,0.061207,0.002440,-5.14388943,1.18576062,6.94911051
78,1.560000,Open,0,0.048864,0.002172,-5.14388371,1.18576038,6.94911289
79,1.580000,Open,0,0.059395,0.002199,-5.14387655,1.18575752,6.94911432
80,1.600000,Open,0,0.060977,0.002351,-5.14386702,1.18575537,6.94912291
81,1.620000,Open,0,0.054953,0.002452,-5.14385796,1.18575227,6.94913006
82,1.640000,Open,0,0.054137,0.002337,-5.14384842,1.18575287,6.94913960
83,1.660000,Open,0,0.040357,0.002181,-5.14383936,1.18575287,6.94914389
84,1.680000,Open,0,0.061265,0.002073,-5.14383459,1.18575680,6.94914341
85,1.700000,Open,0,0.055820,0.001890,-5.14382553,1.18575871,6.94913530
86,1.720000,Open,0,0.048041,0.002182,-5.14381933,1.18575311,6.94913149
87,1.740000,Open,0,0.083716,0.002336,-5.14381218,1.18574727,6.94912624
88,1.760000,Open,0,0.093234,0.002455,-5.14380646,1.18574727,6.94911480
89,1.780000,Open,0,0.070913,0.002524,-5.14380121,1.18574798,6.94910908
90,1.800000,Open,0,0.065508,0.002454,-5.14379168,1.18574166,6.94911289
91,1.820000,Open,0,0.057602,0.002542,-5.14378214,1.18573868,6.94912291
92,1.840000,Open,0,0.068516,0.002674,-5.14377451,1.18573463,6.94913387
93,1.860000,Open,0,0.068737,0.002759,-5.14376450,1.18573153,6.94914246
94,1.880000,Open,0,0.070350,0.002808,-5.14375257,1.18572795,6.94915867
95,1.900000,Open,0,0.081518,0.002809,-5.14374685,1.18572807,6.94917154
96,1.920000,Open,0,0.075723,0.002865,-5.14374352,1.18573558,6.94919014
97,1.940000,Open,0,0.069605,0.002335,-5.14374161,1.18573880,6.94920969
98,1.960000,Open,0,0.064344,0.002402,-5.14374352,1.18573678,6.94922066
99,1.980000,Closing,0,0.057780,0.002266,-5.14374352,1.18573880,6.94923067
100,2.000000,Closing,0,0.050361,0.001957,-5.14374638,1.18574286,6.94923067
101,2.020000,Closing,0,0.061493,0.001926,-5.14374876,1.18574357,6.94922256
102,2.040000,Closing,0,0.066696,0.001923,-5.14374924,1.18573928,6.94921207
103,2.060000,Closing,0,0.054166,0.001521,-5.14375210,1.18573666,6.94920588
104,2.080000,Closing,0,0.035203,0.001386,-5.14375496,1.18573701,6.94920635
105,2.100000,Closing,0,0.036916,0.001313,-5.14375925,1.18573534,6.94920826
106,2.120000,Closing,0,0.031364,0.001314,-5.14376163,1.18573582,6.94920588
107,2.140000,Closing,0,0.020656,0.001247,-5.14376450,1.18573630,6.94920397
108,2.160000,Closing,0,0.028022,0.001229,-5.14376831,1.18573678,6.94920492
109,2.180000,Closing,0,0.029843,0.001019,-5.14376831,1.18573701,6.94920635
110,2.200000,Closing,0,0.040656,0.001062,-5.14376497,1.18573701,6.94920444
111,2.220000,Closing,0,0.051933,0.001054,-5.14375734,1.18573678,6.94920111
