macro_frame,sim_time,t1_utc,t4_utc,t_step_utc,seq_ok
0,0.000000,1781247002.171984911,1781247003.001016855,1781247003.001036644,1
1,0.020000,1781247003.003511906,1781247003.114503860,1781247003.114524603,1
2,0.040000,1781247003.116716862,1781247003.247504473,1781247003.247522593,1
3,0.060000,1781247003.249986410,1781247003.382484436,1781247003.382501602,1
4,0.080000,1781247003.384793520,1781247003.518871784,1781247003.518889666,1
5,0.100000,1781247003.522310972,1781247003.646367073,1781247003.646385431,1
6,0.120000,1781247003.648583651,1781247003.783832550,1781247003.783851624,1
7,0.140000,1781247003.787345409,1781247003.912442923,1781247003.912454605,1
8,0.160000,1781247003.914311647,1781247004.045575142,1781247004.045586586,1
9,0.180000,1781247004.048042297,1781247004.179653883,1781247004.179672480,1
10,0.200000,1781247004.183239698,1781247004.313232183,1781247004.313252211,1
11,0.220000,1781247004.316590786,1781247004.446452618,1781247004.446469784,1
12,0.240000,1781247004.449962854,1781247004.584395170,1781247004.584414721,1
13,0.260000,1781247004.588006735,1781247004.714286327,1781247004.714297771,1
14,0.280000,1781247004.716264963,1781247004.848339796,1781247004.848358393,1
15,0.300000,1781247004.850472450,1781247004.980935574,1781247004.980947256,1
16,0.320000,1781247004.982877493,1781247005.113341331,1781247005.113359213,1
17,0.340000,1781247005.115548611,1781247005.249141216,1781247005.249159098,1
18,0.360000,1781247005.252006292,1781247005.380360126,1781247005.380378962,1
19,0.380000,1781247005.382575035,1781247005.513009310,1781247005.513020277,1
20,0.400000,1781247005.514886141,1781247005.629564762,1781247005.629583836,1
21,0.420000,1781247005.631812811,1781247005.746533632,1781247005.746551752,1
22,0.440000,1781247005.749067783,1781247005.887674332,1781247005.887686729,1
23,0.460000,1781247005.889618397,1781247006.014711380,1781247006.014729977,1
24,0.480000,1781247006.017266035,1781247006.153887033,1781247006.153907776,1
25,0.500000,1781247006.157480001,1781247006.282499313,1781247006.282518625,1
26,0.520000,1781247006.285624266,1781247006.414453268,1781247006.414466143,1
27,0.540000,1781247006.416319847,1781247006.548531771,1781247006.548549652,1
28,0.560000,1781247006.552167892,1781247006.681556463,1781247006.681567669,1
29,0.580000,1781247006.683367729,1781247006.815635443,1781247006.815647602,1
30,0.600000,1781247006.817537546,1781247006.950962543,1781247006.950975180,1
31,0.620000,1781247006.952831745,1781247007.080353022,1781247007.080370188,1
32,0.640000,1781247007.083146334,1781247007.200570345,1781247007.200589418,1
33,0.660000,1781247007.204129219,1781247007.335244894,1781247007.335266829,1
34,0.680000,1781247007.338015318,1781247007.466155052,1781247007.466166258,1
35,0.700000,1781247007.468111038,1781247007.599501848,1781247007.599520922,1
36,0.720000,1781247007.601570129,1781247007.733248234,1781247007.733265877,1
37,0.740000,1781247007.736809731,1781247007.866357088,1781247007.866375446,1
38,0.760000,1781247007.868492842,1781247008.010177374,1781247008.010190487,1
39,0.780000,1781247008.042798519,1781247008.167879343,1781247008.167890549,1
40,0.800000,1781247008.169765472,1781247008.304420710,1781247008.304432869,1
41,0.820000,1781247008.306318283,1781247008.433478117,1781247008.433496475,1
42,0.840000,1781247008.435633183,1781247008.574740410,1781247008.574752092,1
43,0.860000,1781247008.576569319,1781247008.699440241,1781247008.699459076,1
44,0.880000,1781247008.702267408,1781247008.834887028,1781247008.834905386,1
45,0.900000,1781247008.837236643,1781247008.969244480,1781247008.969259024,1
46,0.920000,1781247008.971263409,1781247009.102803230,1781247009.102826834,1
47,0.940000,1781247009.104758978,1781247009.236408949,1781247009.236420631,1
48,0.960000,1781247009.238379240,1781247009.369706392,1781247009.369724751,1
49,0.980000,1781247009.372323513,1781247009.502148628,1781247009.502166271,1
50,1.000000,1781247009.504660845,1781247009.634957314,1781247009.634977579,1
51,1.020000,1781247009.637513638,1781247009.768611431,1781247009.768623352,1
52,1.040000,1781247009.770697832,1781247009.903640747,1781247009.903659821,1
53,1.060000,1781247009.905779600,1781247010.035475731,1781247010.035493851,1
54,1.080000,1781247010.038681507,1781247010.170478106,1781247010.170496941,1
55,1.100000,1781247010.173042536,1781247010.302406549,1781247010.302425146,1
56,1.120000,1781247010.305107355,1781247010.438349962,1781247010.438362360,1
57,1.140000,1781247010.440442801,1781247010.568715096,1781247010.568726778,1
