macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781247002.913261175,1781247002.913696527,1781247003.000037193,1781247003.000043154,1
1,0.020000,1781247003.013287067,1781247003.013613462,1781247003.113008499,1781247003.113016367,1
2,0.040000,1781247003.130311251,1781247003.130749941,1781247003.246867180,1781247003.246874332,1
3,0.060000,1781247003.263547897,1781247003.263945818,1781247003.381417274,1781247003.381424665,1
4,0.080000,1781247003.397032738,1781247003.397456408,1781247003.516603470,1781247003.516610622,1
5,0.100000,1781247003.530413389,1781247003.531018734,1781247003.644837141,1781247003.644844532,1
6,0.120000,1781247003.663915634,1781247003.664572001,1781247003.782467842,1781247003.782474995,1
7,0.140000,1781247003.797224045,1781247003.797717333,1781247003.911216736,1781247003.911224365,1
8,0.160000,1781247003.930759430,1781247003.931279659,1781247004.044160604,1781247004.044168711,1
9,0.180000,1781247004.064170837,1781247004.064712048,1781247004.178499699,1781247004.178506613,1
10,0.200000,1781247004.197576523,1781247004.198157310,1781247004.311062336,1781247004.311069489,1
11,0.220000,1781247004.331059456,1781247004.331666231,1781247004.444298506,1781247004.444306135,1
12,0.240000,1781247004.464576721,1781247004.465478420,1781247004.583282709,1781247004.583290100,1
13,0.260000,1781247004.597975016,1781247004.598624229,1781247004.712177515,1781247004.712185383,1
14,0.280000,1781247004.731372595,1781247004.732075930,1781247004.846410990,1781247004.846418619,1
15,0.300000,1781247004.864837170,1781247004.865548611,1781247004.979298353,1781247004.979305983,1
16,0.320000,1781247004.998278856,1781247004.999023199,1781247005.112050772,1781247005.112058163,1
17,0.340000,1781247005.131859303,1781247005.132616997,1781247005.248763800,1781247005.248773575,1
18,0.360000,1781247005.265128136,1781247005.265937328,1781247005.378714800,1781247005.378721476,1
19,0.380000,1781247005.398636580,1781247005.399464846,1781247005.512663603,1781247005.512670994,1
20,0.400000,1781247005.515237570,1781247005.516064882,1781247005.628988504,1781247005.628995180,1
21,0.420000,1781247005.632107973,1781247005.633025885,1781247005.746133566,1781247005.746140718,1
22,0.440000,1781247005.765782833,1781247005.766738415,1781247005.885701656,1781247005.885708570,1
23,0.460000,1781247005.899227619,1781247005.900562525,1781247006.014313936,1781247006.014320850,1
24,0.480000,1781247006.032518625,1781247006.033882618,1781247006.152325630,1781247006.152333736,1
25,0.500000,1781247006.166069269,1781247006.167095900,1781247006.280162096,1781247006.280169010,1
26,0.520000,1781247006.299361229,1781247006.300424099,1781247006.413197279,1781247006.413205147,1
27,0.540000,1781247006.432745457,1781247006.433845520,1781247006.546689034,1781247006.546695948,1
28,0.560000,1781247006.566191435,1781247006.567291737,1781247006.680345535,1781247006.680353880,1
29,0.580000,1781247006.699858427,1781247006.701093197,1781247006.813496351,1781247006.813503265,1
30,0.600000,1781247006.833308220,1781247006.834487200,1781247006.948796749,1781247006.948803663,1
31,0.620000,1781247006.966533899,1781247006.967687368,1781247007.079939127,1781247007.079946995,1
32,0.640000,1781247007.083206892,1781247007.084877253,1781247007.198633194,1781247007.198641062,1
33,0.660000,1781247007.217083216,1781247007.218776464,1781247007.334587812,1781247007.334595442,1
34,0.680000,1781247007.350273371,1781247007.351548195,1781247007.464379072,1781247007.464386702,1
35,0.700000,1781247007.483821869,1781247007.485191345,1781247007.598039865,1781247007.598047018,1
36,0.720000,1781247007.617157698,1781247007.618792295,1781247007.732505083,1781247007.732512474,1
37,0.740000,1781247007.750773907,1781247007.752200127,1781247007.865743160,1781247007.865750551,1
38,0.760000,1781247007.884186268,1781247007.885938644,1781247008.008986950,1781247008.008993864,1
39,0.780000,1781247008.050777435,1781247008.052226305,1781247008.165688038,1781247008.165694952,1
40,0.800000,1781247008.184370756,1781247008.185826778,1781247008.303791046,1781247008.303798199,1
41,0.820000,1781247008.317585230,1781247008.319021940,1781247008.432239294,1781247008.432246685,1
42,0.840000,1781247008.451150656,1781247008.452635288,1781247008.572365522,1781247008.572372675,1
43,0.860000,1781247008.584371567,1781247008.585910320,1781247008.698395967,1781247008.698403120,1
44,0.880000,1781247008.718039036,1781247008.719844341,1781247008.833236694,1781247008.833244085,1
45,0.900000,1781247008.851353645,1781247008.852926970,1781247008.967388630,1781247008.967396021,1
46,0.920000,1781247008.985172987,1781247008.987274647,1781247009.101067781,1781247009.101074696,1
47,0.940000,1781247009.118293047,1781247009.119934559,1781247009.234421492,1781247009.234428883,1
48,0.960000,1781247009.251760483,1781247009.253475904,1781247009.367575884,1781247009.367583275,1
49,0.980000,1781247009.385371923,1781247009.387059212,1781247009.500315666,1781247009.500322819,1
50,1.000000,1781247009.518596888,1781247009.520352840,1781247009.634400606,1781247009.634408474,1
51,1.019999,1781247009.652123451,1781247009.653879881,1781247009.767474890,1781247009.767482519,1
52,1.039999,1781247009.785567045,1781247009.787363768,1781247009.902392149,1781247009.902399778,1
