macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
63,1.259999,1781659072.860224485,1781659072.860271931,1781659073.006350517,1781659073.006360531,1
64,1.279999,1781659073.027088404,1781659073.027142048,1781659073.173714638,1781659073.173725128,1
65,1.299999,1781659073.193887949,1781659073.193938971,1781659073.340536594,1781659073.340546846,1
66,1.319999,1781659073.360992193,1781659073.361078501,1781659073.528214216,1781659073.528224945,1
67,1.339999,1781659073.544307470,1781659073.544354916,1781659073.690625906,1781659073.690635443,1
68,1.359999,1781659073.711016178,1781659073.711065054,1781659073.858198166,1781659073.858208179,1
69,1.379999,1781659073.877902508,1781659073.877976179,1781659074.027588367,1781659074.027598143,1
70,1.399999,1781659074.044738770,1781659074.044787645,1781659074.192050695,1781659074.192060947,1
71,1.419999,1781659074.211444378,1781659074.211517096,1781659074.366742134,1781659074.366751671,1
72,1.439999,1781659074.378171444,1781659074.378220558,1781659074.526949883,1781659074.526959896,1
73,1.459999,1781659074.545034647,1781659074.545084238,1781659074.694469452,1781659074.694479465,1
74,1.479999,1781659074.711793184,1781659074.711845160,1781659074.860932112,1781659074.860942841,1
75,1.499999,1781659074.878807545,1781659074.878865242,1781659075.029412508,1781659075.029422045,1
76,1.519999,1781659075.045703888,1781659075.045775414,1781659075.197346926,1781659075.197354794,1
77,1.539999,1781659075.212417364,1781659075.212471008,1781659075.363986969,1781659075.363997459,1
78,1.559999,1781659075.379011631,1781659075.379060268,1781659075.531876564,1781659075.531885386,1
79,1.579999,1781659075.545928717,1781659075.545973778,1781659075.698815823,1781659075.698825836,1
80,1.599999,1781659075.712755919,1781659075.712805033,1781659075.866581678,1781659075.866590023,1
81,1.619999,1781659075.879543304,1781659075.879590511,1781659076.033140659,1781659076.033151150,1
82,1.639999,1781659076.046187878,1781659076.046233654,1781659076.200206041,1781659076.200214386,1
83,1.659999,1781659076.213080406,1781659076.213126898,1781659076.367242336,1781659076.367253065,1
84,1.679999,1781659076.379962921,1781659076.380033493,1781659076.540724039,1781659076.540731907,1
85,1.699999,1781659076.563561916,1781659076.563615561,1781659076.717977524,1781659076.717986822,1
86,1.719999,1781659076.730082750,1781659076.730128527,1781659076.884548903,1781659076.884558678,1
87,1.739999,1781659076.897015095,1781659076.897083044,1781659077.052351475,1781659077.052361012,1
88,1.759999,1781659077.063742399,1781659077.063791513,1781659077.219042301,1781659077.219050407,1
89,1.779999,1781659077.230559826,1781659077.230627775,1781659077.385841846,1781659077.385850906,1
90,1.799999,1781659077.397448540,1781659077.397494316,1781659077.552799702,1781659077.552808046,1
91,1.819999,1781659077.564134598,1781659077.564184666,1781659077.718592167,1781659077.718602419,1
92,1.839999,1781659077.730912447,1781659077.730956793,1781659077.884522915,1781659077.884531021,1
93,1.859999,1781659077.897696495,1781659077.897742510,1781659078.049758911,1781659078.049768448,1
94,1.879999,1781659078.064536810,1781659078.064583778,1781659078.214781523,1781659078.214790821,1
95,1.899999,1781659078.231436968,1781659078.231491089,1781659078.380493879,1781659078.380503893,1
96,1.919999,1781659078.398300886,1781659078.398353100,1781659078.547757149,1781659078.547765732,1
97,1.939999,1781659078.565215349,1781659078.565269470,1781659078.713555574,1781659078.713564634,1
98,1.959999,1781659078.732086182,1781659078.732141018,1781659078.881977558,1781659078.881985903,1
99,1.979999,1781659078.898736238,1781659078.898812056,1781659079.047695160,1781659079.047704220,1
100,1.999999,1781659079.065529823,1781659079.065582514,1781659079.213229656,1781659079.213238478,1
101,2.019999,1781659079.232303858,1781659079.232355356,1781659079.379271269,1781659079.379281044,1
102,2.039999,1781659079.399154902,1781659079.399209738,1781659079.547107697,1781659079.547116280,1
103,2.059999,1781659079.565996885,1781659079.566072226,1781659079.717669725,1781659079.717680454,1
104,2.079999,1781659079.732897758,1781659079.732968807,1781659079.881309032,1781659079.881317377,1
105,2.099999,1781659079.899681091,1781659079.899734020,1781659080.047161102,1781659080.047171593,1
106,2.119999,1781659080.066450596,1781659080.066504955,1781659080.216058969,1781659080.216066599,1
107,2.139999,1781659080.233087301,1781659080.233141184,1781659080.380671024,1781659080.380682230,1
108,2.159999,1781659080.399976015,1781659080.400051594,1781659080.548378229,1781659080.548386574,1
109,2.179999,1781659080.566670656,1781659080.566725969,1781659080.715259314,1781659080.715269327,1
110,2.199999,1781659080.733599186,1781659080.733652830,1781659080.881949663,1781659080.881957769,1
111,2.219999,1781659080.900328636,1781659080.900385618,1781659081.049812555,1781659081.049823761,1
112,2.239999,1781659081.067393303,1781659081.067471027,1781659081.216693163,1781659081.216701269,1
113,2.259999,1781659081.233989239,1781659081.234039545,1781659081.383045197,1781659081.383056641,1
114,2.279999,1781659081.400736332,1781659081.400789976,1781659081.554333210,1781659081.554341316,1
115,2.299999,1781659081.567851305,1781659081.567939758,1781659081.718483210,1781659081.718493223,1
116,2.319999,1781659081.734472513,1781659081.734522104,1781659081.885976315,1781659081.885985136,1
117,2.339999,1781659081.901245356,1781659081.901298761,1781659082.051929712,1781659082.051939726,1
118,2.359999,1781659082.068169832,1781659082.068222284,1781659082.223890066,1781659082.223898411,1
119,2.379999,1781659082.234769344,1781659082.234814405,1781659082.387141943,1781659082.387151957,1
