macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781247790.575941801,1781247790.576375723,1781247790.654363394,1781247790.654369116,1
1,0.020000,1781247790.675967932,1781247790.676299572,1781247790.774567842,1781247790.774575949,1
2,0.040000,1781247790.792829990,1781247790.793327093,1781247790.908138990,1781247790.908144951,1
3,0.060000,1781247790.927479744,1781247790.927870512,1781247791.041649818,1781247791.041656971,1
4,0.080000,1781247791.126578569,1781247791.126992464,1781247791.243974686,1781247791.243981838,1
5,0.100000,1781247791.259953499,1781247791.260679007,1781247791.383400917,1781247791.383408785,1
6,0.120000,1781247791.393339634,1781247791.393796444,1781247791.509430885,1781247791.509436607,1
7,0.140000,1781247791.526830196,1781247791.527327061,1781247791.642703533,1781247791.642710686,1
8,0.160000,1781247791.660118103,1781247791.660618305,1781247791.775591612,1781247791.775597572,1
9,0.180000,1781247791.793545485,1781247791.794079065,1781247791.908360004,1781247791.908367395,1
10,0.200000,1781247791.927147627,1781247791.927712440,1781247792.042584896,1781247792.042590618,1
11,0.220000,1781247792.060453892,1781247792.061046124,1781247792.178096533,1781247792.178103447,1
12,0.240000,1781247792.193928719,1781247792.194538832,1781247792.316228390,1781247792.316234589,1
13,0.260000,1781247792.327318668,1781247792.327947855,1781247792.442508698,1781247792.442516327,1
14,0.280000,1781247792.460904360,1781247792.461560011,1781247792.576315641,1781247792.576321602,1
15,0.300000,1781247792.594315529,1781247792.595195055,1781247792.708988190,1781247792.708995342,1
16,0.320000,1781247792.727662802,1781247792.728388548,1781247792.843650579,1781247792.843656540,1
17,0.340000,1781247792.861141205,1781247792.861943483,1781247792.977046490,1781247792.977054358,1
18,0.360000,1781247792.994682312,1781247792.995846748,1781247793.111718416,1781247793.111724615,1
19,0.380000,1781247793.128069878,1781247793.129247904,1781247793.243255615,1781247793.243263483,1
20,0.400000,1781247793.261558294,1781247793.262408495,1781247793.380528927,1781247793.380535603,1
21,0.420000,1781247793.394977093,1781247793.396209478,1781247793.532568932,1781247793.532577038,1
22,0.440000,1781247793.544980288,1781247793.546327353,1781247793.661031008,1781247793.661037683,1
23,0.460000,1781247793.678523540,1781247793.679427862,1781247793.793343782,1781247793.793351412,1
24,0.480000,1781247793.812084198,1781247793.813444614,1781247793.930739403,1781247793.930745602,1
25,0.500000,1781247793.945740461,1781247793.946739912,1781247794.061186314,1781247794.061193466,1
26,0.520000,1781247794.078788042,1781247794.079791307,1781247794.193662405,1781247794.193668127,1
27,0.540000,1781247794.212190628,1781247794.213191271,1781247794.328228712,1781247794.328236341,1
28,0.560000,1781247794.345610857,1781247794.346636772,1781247794.460866451,1781247794.460872889,1
29,0.580000,1781247794.479105711,1781247794.480180979,1781247794.593999386,1781247794.594007015,1
30,0.600000,1781247794.612510443,1781247794.613584757,1781247794.727809906,1781247794.727815390,1
31,0.620000,1781247794.746077538,1781247794.747192383,1781247794.860474825,1781247794.860483408,1
32,0.640000,1781247794.879396677,1781247794.880531788,1781247794.994761944,1781247794.994767666,1
33,0.660000,1781247795.012950897,1781247795.014098644,1781247795.129963875,1781247795.129971027,1
34,0.680000,1781247795.146300077,1781247795.147473335,1781247795.261527538,1781247795.261533260,1
35,0.700000,1781247795.279760122,1781247795.281009197,1781247795.394032478,1781247795.394040108,1
36,0.720000,1781247795.413275957,1781247795.415070534,1781247795.530185699,1781247795.530191898,1
37,0.740000,1781247795.546630144,1781247795.547925234,1781247795.661887646,1781247795.661894798,1
38,0.760000,1781247795.680157423,1781247795.681460142,1781247795.795921087,1781247795.795927048,1
39,0.780000,1781247795.813574553,1781247795.814939737,1781247795.928888559,1781247795.928895950,1
40,0.800000,1781247795.948263407,1781247795.950276136,1781247796.067029953,1781247796.067035675,1
41,0.820000,1781247796.080303192,1781247796.081699133,1781247796.195683956,1781247796.195691347,1
42,0.840000,1781247796.214033842,1781247796.215427637,1781247796.329772949,1781247796.329779387,1
43,0.860000,1781247796.347293615,1781247796.348782301,1781247796.462375402,1781247796.462382555,1
44,0.880000,1781247796.480894566,1781247796.482423544,1781247796.596646070,1781247796.596652031,1
45,0.900000,1781247796.614159822,1781247796.615679502,1781247796.729295015,1781247796.729302168,1
46,0.920000,1781247796.747704029,1781247796.749224663,1781247796.862384796,1781247796.862390995,1
47,0.940000,1781247796.881087303,1781247796.882601500,1781247796.995638609,1781247796.995646238,1
48,0.960000,1781247797.014554024,1781247797.016129255,1781247797.131055593,1781247797.131061554,1
49,0.980000,1781247797.148191214,1781247797.150548697,1781247797.267851591,1781247797.267858744,1
50,1.000000,1781247797.281347275,1781247797.282927990,1781247797.396716118,1781247797.396724701,1
51,1.019999,1781247797.415005207,1781247797.416764021,1781247797.531080723,1781247797.531087637,1
52,1.039999,1781247797.548270702,1781247797.549924850,1781247797.665054798,1781247797.665060520,1
53,1.059999,1781247797.681874275,1781247797.683657408,1781247797.798373222,1781247797.798380613,1
54,1.079999,1781247797.815343857,1781247797.817564249,1781247797.931778908,1781247797.931785107,1
55,1.099999,1781247797.948803663,1781247797.950630903,1781247798.078010798,1781247798.078018665,1
56,1.119999,1781247798.082127094,1781247798.083927870,1781247798.197619200,1781247798.197625399,1
57,1.139999,1781247798.215620041,1781247798.217452526,1781247798.331285477,1781247798.331293106,1
58,1.159999,1781247798.349192142,1781247798.351088047,1781247798.464998484,1781247798.465004206,1
59,1.179999,1781247798.482582808,1781247798.484422922,1781247798.597298384,1781247798.597306252,1
60,1.199999,1781247798.615951777,1781247798.617835760,1781247798.732702732,1781247798.732708693,1
