macro_frame,sim_time_mjc,sim_time_xpbd,t1_utc,t1w_utc,t2_utc,t3_utc,t_force_utc,t4_utc,t_step_utc,t1_next_utc,dt_t1_t1w,dt_t1w_t2,dt_t2_t3,dt_t3_tforce,dt_tforce_t4,dt_t4_tstep,dt_tstep_t1next,dt_t1_t1next,cycle_order_ok,paired,note
34,0.680000,0.680000,1781247795.135447979,1781247795.146300077,1781247795.147473335,1781247795.261527538,1781247795.261533260,1781247795.261900187,1781247795.261918306,1781247795.265436172,0.010852,0.001173,0.114054,0.000006,0.000367,0.000018,0.003518,0.129988,1,1,
35,0.700000,0.700000,1781247795.265436172,1781247795.279760122,1781247795.281009197,1781247795.394032478,1781247795.394040108,1781247795.396041155,1781247795.396060705,1781247795.399613142,0.014324,0.001249,0.113023,0.000008,0.002001,0.000020,0.003552,0.134177,1,1,
36,0.720000,0.720000,1781247795.399613142,1781247795.413275957,1781247795.415070534,1781247795.530185699,1781247795.530191898,1781247795.531809807,1781247795.531837940,1781247795.533751249,0.013663,0.001795,0.115115,0.000006,0.001618,0.000028,0.001913,0.134138,1,1,
37,0.740000,0.740000,1781247795.533751249,1781247795.546630144,1781247795.547925234,1781247795.661887646,1781247795.661894798,1781247795.663190842,1781247795.663202524,1781247795.665352106,0.012879,0.001295,0.113962,0.000007,0.001296,0.000012,0.002150,0.131601,1,1,
38,0.760000,0.760000,1781247795.665352106,1781247795.680157423,1781247795.681460142,1781247795.795921087,1781247795.795927048,1781247795.796277046,1781247795.796297789,1781247795.799878359,0.014805,0.001303,0.114461,0.000006,0.000350,0.000021,0.003581,0.134526,1,1,
39,0.780000,0.780000,1781247795.799878359,1781247795.813574553,1781247795.814939737,1781247795.928888559,1781247795.928895950,1781247795.931293011,1781247795.931313038,1781247795.934884310,0.013696,0.001365,0.113949,0.000007,0.002397,0.000020,0.003571,0.135006,1,1,
40,0.800000,0.800000,1781247795.934884310,1781247795.948263407,1781247795.950276136,1781247796.067029953,1781247796.067035675,1781247796.069538116,1781247796.069551468,1781247796.071430922,0.013379,0.002013,0.116754,0.000006,0.002502,0.000013,0.001879,0.136547,1,1,
41,0.820000,0.820000,1781247796.071430922,1781247796.080303192,1781247796.081699133,1781247796.195683956,1781247796.195691347,1781247796.197351694,1781247796.197369099,1781247796.200805187,0.008872,0.001396,0.113985,0.000007,0.001660,0.000017,0.003436,0.129374,1,1,
42,0.840000,0.840000,1781247796.200805187,1781247796.214033842,1781247796.215427637,1781247796.329772949,1781247796.329779387,1781247796.331689119,1781247796.331707239,1781247796.335224867,0.013229,0.001394,0.114345,0.000006,0.001910,0.000018,0.003518,0.134420,1,1,
43,0.860000,0.860000,1781247796.335224867,1781247796.347293615,1781247796.348782301,1781247796.462375402,1781247796.462382555,1781247796.462802410,1781247796.462820053,1781247796.465886831,0.012069,0.001489,0.113593,0.000007,0.000420,0.000018,0.003067,0.130662,1,1,
44,0.880000,0.880000,1781247796.465886831,1781247796.480894566,1781247796.482423544,1781247796.596646070,1781247796.596652031,1781247796.597313166,1781247796.597331762,1781247796.599592924,0.015008,0.001529,0.114223,0.000006,0.000661,0.000019,0.002261,0.133706,1,1,
45,0.900000,0.900000,1781247796.599592924,1781247796.614159822,1781247796.615679502,1781247796.729295015,1781247796.729302168,1781247796.729887724,1781247796.729905605,1781247796.733301878,0.014567,0.001520,0.113616,0.000007,0.000586,0.000018,0.003396,0.133709,1,1,
46,0.920000,0.920000,1781247796.733301878,1781247796.747704029,1781247796.749224663,1781247796.862384796,1781247796.862390995,1781247796.863073826,1781247796.863092899,1781247796.865797997,0.014402,0.001521,0.113160,0.000006,0.000683,0.000019,0.002705,0.132496,1,1,
47,0.940000,0.940000,1781247796.865797997,1781247796.881087303,1781247796.882601500,1781247796.995638609,1781247796.995646238,1781247796.997491360,1781247796.997510433,1781247797.001009703,0.015289,0.001514,0.113037,0.000008,0.001845,0.000019,0.003499,0.135212,1,1,
48,0.960000,0.960000,1781247797.001009703,1781247797.014554024,1781247797.016129255,1781247797.131055593,1781247797.131061554,1781247797.132548809,1781247797.132567644,1781247797.134659052,0.013544,0.001575,0.114926,0.000006,0.001487,0.000019,0.002091,0.133649,1,1,
49,0.980000,0.980000,1781247797.134659052,1781247797.148191214,1781247797.150548697,1781247797.267851591,1781247797.267858744,1781247797.268756628,1781247797.268768787,1781247797.270694256,0.013532,0.002357,0.117303,0.000007,0.000898,0.000012,0.001925,0.136035,1,1,
50,1.000000,1.000000,1781247797.270694256,1781247797.281347275,1781247797.282927990,1781247797.396716118,1781247797.396724701,1781247797.397551775,1781247797.397565365,1781247797.399654865,0.010653,0.001581,0.113788,0.000009,0.000827,0.000014,0.002090,0.128961,1,1,
51,1.020000,1.019999,1781247797.399654865,1781247797.415005207,1781247797.416764021,1781247797.531080723,1781247797.531087637,1781247797.532215357,1781247797.532227039,1781247797.534083605,0.015350,0.001759,0.114317,0.000007,0.001128,0.000012,0.001857,0.134429,1,1,
52,1.040000,1.039999,1781247797.534083605,1781247797.548270702,1781247797.549924850,1781247797.665054798,1781247797.665060520,1781247797.666837931,1781247797.666857481,1781247797.668778419,0.014187,0.001654,0.115130,0.000006,0.001777,0.000020,0.001921,0.134695,1,1,
53,1.060000,1.059999,1781247797.668778419,1781247797.681874275,1781247797.683657408,1781247797.798373222,1781247797.798380613,1781247797.799357653,1781247797.799369812,1781247797.801421404,0.013096,0.001783,0.114716,0.000007,0.000977,0.000012,0.002052,0.132643,1,1,
54,1.080000,1.079999,1781247797.801421404,1781247797.815343857,1781247797.817564249,1781247797.931778908,1781247797.931785107,1781247797.933444023,1781247797.933456182,1781247797.935408831,0.013922,0.002220,0.114215,0.000006,0.001659,0.000012,0.001953,0.133987,1,1,
55,1.100000,1.099999,1781247797.935408831,1781247797.948803663,1781247797.950630903,1781247798.078010798,1781247798.078018665,1781247798.080019474,1781247798.080033064,1781247798.081926823,0.013395,0.001827,0.127380,0.000008,0.002001,0.000014,0.001894,0.146518,1,1,
56,1.120000,1.119999,1781247798.081926823,1781247798.082127094,1781247798.083927870,1781247798.197619200,1781247798.197625399,1781247798.199024439,1781247798.199042797,1781247798.202532053,0.000200,0.001801,0.113691,0.000006,0.001399,0.000018,0.003489,0.120605,1,1,
57,1.140000,1.139999,1781247798.202532053,1781247798.215620041,1781247798.217452526,1781247798.331285477,1781247798.331293106,1781247798.333117247,1781247798.333135605,1781247798.336591959,0.013088,0.001832,0.113833,0.000008,0.001824,0.000018,0.003456,0.134060,1,1,
58,1.160000,1.159999,1781247798.336591959,1781247798.349192142,1781247798.351088047,1781247798.464998484,1781247798.465004206,1781247798.465448618,1781247798.465461016,1781247798.467364550,0.012600,0.001896,0.113910,0.000006,0.000444,0.000012,0.001904,0.130773,1,1,
59,1.180000,1.179999,1781247798.467364550,1781247798.482582808,1781247798.484422922,1781247798.597298384,1781247798.597306252,1781247798.598179817,1781247798.598198891,1781247798.601444006,0.015218,0.001840,0.112875,0.000008,0.000874,0.000019,0.003245,0.134079,1,1,
60,1.200000,1.199999,1781247798.601444006,1781247798.615951777,1781247798.617835760,1781247798.732702732,1781247798.732708693,1781247798.733275652,1781247798.733294010,1781247798.736901999,0.014508,0.001884,0.114867,0.000006,0.000567,0.000018,0.003608,0.135458,1,1,
61,1.220000,1.219999,1781247798.736901999,1781247798.749404430,1781247798.752418280,1781247798.890618801,1781247798.890626669,1781247798.892189026,1781247798.892209053,1781247798.895712614,0.012502,0.003014,0.138201,0.000008,0.001562,0.000020,0.003504,0.158811,1,1,
62,1.240000,1.239999,1781247798.895712614,1781247798.899372578,1781247798.901801109,1781247799.016928673,1781247799.016935110,1781247799.018983126,1781247799.018995523,1781247799.021113396,0.003660,0.002429,0.115128,0.000006,0.002048,0.000012,0.002118,0.125401,1,1,
63,1.260000,1.259999,1781247799.021113396,1781247799.032863140,1781247799.034864426,1781247799.152493477,1781247799.152501822,1781247799.153287888,1781247799.153299809,1781247799.155251503,0.011750,0.002001,0.117629,0.000008,0.000786,0.000012,0.001952,0.134138,1,1,
64,1.280000,1.279999,1781247799.155251503,1781247799.166205406,1781247799.168189764,1781247799.282784462,1781247799.282791138,1781247799.284357071,1781247799.284369469,1781247799.286348581,0.010954,0.001984,0.114595,0.000007,0.001566,0.000012,0.001979,0.131097,1,1,
65,1.300000,1.299999,1781247799.286348581,1781247799.299666643,1781247799.301681995,1781247799.415027857,1781247799.415035963,1781247799.415520668,1781247799.415532827,1781247799.417429686,0.013318,0.002015,0.113346,0.000008,0.000485,0.000012,0.001897,0.131081,1,1,
66,1.320000,1.319999,1781247799.417429686,1781247799.433213711,1781247799.435529709,1781247799.551426411,1781247799.551432848,1781247799.552088737,1781247799.552103519,1781247799.554029226,0.015784,0.002316,0.115897,0.000006,0.000656,0.000015,0.001926,0.136600,1,1,
67,1.340000,1.339999,1781247799.554029226,1781247799.566560030,1781247799.568636656,1781247799.682732105,1781247799.682739496,1781247799.684926510,1781247799.684947729,1781247799.688584566,0.012531,0.002077,0.114095,0.000007,0.002187,0.000021,0.003637,0.134555,1,1,
68,1.360000,1.359999,1781247799.688584566,1781247799.700105667,1781247799.702194691,1781247799.817225933,1781247799.817231894,1781247799.818693638,1781247799.818712473,1781247799.822207928,0.011521,0.002089,0.115031,0.000006,0.001462,0.000019,0.003495,0.133623,1,1,
69,1.380000,1.379999,1781247799.822207928,1781247799.833523273,1781247799.835679054,1781247799.950230598,1781247799.950238705,1781247799.951008558,1781247799.951020956,1781247799.953019142,0.011315,0.002156,0.114552,0.000008,0.000770,0.000012,0.001998,0.130811,1,1,
70,1.400000,1.399999,1781247799.953019142,1781247799.966922998,1781247799.969096184,1781247800.083998680,1781247800.084004641,1781247800.084765911,1781247800.084791660,1781247800.088472605,0.013904,0.002173,0.114902,0.000006,0.000761,0.000026,0.003681,0.135453,1,1,
71,1.420000,1.419999,1781247800.088472605,1781247800.100352049,1781247800.102508783,1781247800.215896130,1781247800.215903521,1781247800.217985630,1781247800.217997789,1781247800.219864845,0.011879,0.002157,0.113387,0.000007,0.002082,0.000012,0.001867,0.131392,1,1,
72,1.440000,1.439999,1781247800.219864845,1781247800.233756781,1781247800.235985518,1781247800.349328279,1781247800.349334478,1781247800.350330114,1781247800.350342035,1781247800.352177382,0.013892,0.002229,0.113343,0.000006,0.000996,0.000012,0.001835,0.132313,1,1,
73,1.460000,1.459999,1781247800.352177382,1781247800.367229462,1781247800.369425774,1781247800.482952595,1781247800.482960224,1781247800.483315229,1781247800.483332872,1781247800.485991478,0.015052,0.002196,0.113527,0.000008,0.000355,0.000018,0.002659,0.133814,1,1,
74,1.480000,1.479999,1781247800.485991478,1781247800.500874758,1781247800.503266096,1781247800.618244171,1781247800.618250132,1781247800.619964361,1781247800.619976044,1781247800.621940136,0.014883,0.002391,0.114978,0.000006,0.001714,0.000012,0.001964,0.135949,1,1,
75,1.500000,1.499999,1781247800.621940136,1781247800.634376049,1781247800.636636972,1781247800.750714302,1781247800.750721693,1781247800.751094103,1781247800.751112461,1781247800.754613876,0.012436,0.002261,0.114077,0.000007,0.000372,0.000018,0.003501,0.132674,1,1,
76,1.520000,1.519999,1781247800.754613876,1781247800.767641306,1781247800.769952297,1781247800.884022951,1781247800.884028912,1781247800.884809494,1781247800.884821415,1781247800.886821270,0.013027,0.002311,0.114071,0.000006,0.000781,0.000012,0.002000,0.132207,1,1,
77,1.540000,1.539999,1781247800.886821270,1781247800.901077032,1781247800.903445482,1781247801.017045736,1781247801.017053843,1781247801.018801928,1781247801.018820763,1781247801.021787405,0.014256,0.002368,0.113600,0.000008,0.001748,0.000019,0.002967,0.134966,1,1,
78,1.560000,1.559999,1781247801.021787405,1781247801.034424067,1781247801.036796331,1781247801.151058197,1781247801.151064157,1781247801.151671648,1781247801.151690245,1781247801.154797316,0.012637,0.002372,0.114262,0.000006,0.000607,0.000019,0.003107,0.133010,1,1,
79,1.580000,1.579999,1781247801.154797316,1781247801.167963743,1781247801.170352459,1781247801.283284903,1781247801.283292055,1781247801.285500765,1781247801.285512686,1781247801.287518978,0.013166,0.002389,0.112932,0.000007,0.002209,0.000012,0.002006,0.132722,1,1,
80,1.600000,1.599999,1781247801.287518978,1781247801.301470995,1781247801.303979635,1781247801.418338537,1781247801.418345451,1781247801.420222044,1781247801.420243025,1781247801.423225641,0.013952,0.002509,0.114359,0.000007,0.001877,0.000021,0.002983,0.135707,1,1,
81,1.620000,1.619999,1781247801.423225641,1781247801.434828520,1781247801.437276125,1781247801.551953554,1781247801.551961184,1781247801.554066181,1781247801.554084063,1781247801.557467461,0.011603,0.002448,0.114677,0.000008,0.002105,0.000018,0.003383,0.134242,1,1,
82,1.640000,1.639999,1781247801.557467461,1781247801.568214178,1781247801.570663452,1781247801.684339285,1781247801.684345484,1781247801.686161041,1781247801.686180592,1781247801.689777374,0.010747,0.002449,0.113676,0.000006,0.001816,0.000020,0.003597,0.132310,1,1,
83,1.660000,1.659999,1781247801.689777374,1781247801.701872587,1781247801.704406261,1781247801.818156242,1781247801.818164110,1781247801.820569754,1781247801.820581675,1781247801.822465420,0.012095,0.002534,0.113750,0.000008,0.002406,0.000012,0.001884,0.132688,1,1,
84,1.680000,1.679999,1781247801.822465420,1781247801.835319757,1781247801.837979078,1781247801.952589273,1781247801.952595234,1781247801.952859879,1781247801.952872038,1781247801.954735041,0.012854,0.002659,0.114610,0.000006,0.000265,0.000012,0.001863,0.132270,1,1,
85,1.700000,1.699999,1781247801.954735041,1781247801.968509197,1781247801.971016169,1781247802.084444523,1781247802.084452152,1781247802.086165667,1781247802.086178541,1781247802.088192701,0.013774,0.002507,0.113428,0.000008,0.001714,0.000013,0.002014,0.133458,1,1,
86,1.720000,1.719999,1781247802.088192701,1781247802.102022886,1781247802.104588985,1781247802.218910933,1781247802.218917370,1781247802.221174479,1781247802.221187353,1781247802.223171949,0.013830,0.002566,0.114322,0.000006,0.002257,0.000013,0.001985,0.134979,1,1,
87,1.740000,1.739999,1781247802.223171949,1781247802.235685349,1781247802.238447428,1781247802.352297306,1781247802.352304459,1781247802.354650259,1781247802.354663610,1781247802.356646299,0.012513,0.002762,0.113850,0.000007,0.002346,0.000013,0.001983,0.133474,1,1,
88,1.760000,1.759999,1781247802.356646299,1781247802.368843079,1781247802.371429205,1781247802.485442400,1781247802.485450983,1781247802.487159252,1781247802.487178087,1781247802.490689993,0.012197,0.002586,0.114013,0.000009,0.001708,0.000019,0.003512,0.134044,1,1,
89,1.780000,1.779999,1781247802.490689993,1781247802.502596140,1781247802.505246639,1781247802.618764400,1781247802.618773937,1781247802.621306181,1781247802.621318817,1781247802.623227358,0.011906,0.002650,0.113518,0.000010,0.002532,0.000013,0.001909,0.132537,1,1,
90,1.800000,1.799999,1781247802.623227358,1781247802.635792017,1781247802.638450146,1781247802.752645016,1781247802.752652645,1781247802.753494978,1781247802.753513098,1781247802.756071568,0.012565,0.002658,0.114195,0.000008,0.000842,0.000018,0.002558,0.132844,1,1,
91,1.820000,1.819999,1781247802.756071568,1781247802.769536734,1781247802.772238016,1781247802.886545897,1781247802.886553764,1781247802.889173269,1781247802.889194012,1781247802.892029285,0.013465,0.002701,0.114308,0.000008,0.002620,0.000021,0.002835,0.135958,1,1,
92,1.840000,1.839999,1781247802.892029285,1781247802.902702808,1781247802.906765223,1781247803.021534920,1781247803.021542072,1781247803.023287535,1781247803.023306131,1781247803.025593996,0.010674,0.004062,0.114770,0.000007,0.001745,0.000019,0.002288,0.133565,1,1,
93,1.860000,1.859999,1781247803.025593996,1781247803.036100864,1781247803.038936615,1781247803.153123856,1781247803.153131723,1781247803.154746294,1781247803.154766083,1781247803.157217026,0.010507,0.002836,0.114187,0.000008,0.001615,0.000020,0.002451,0.131623,1,1,
94,1.880000,1.879999,1781247803.157217026,1781247803.169589043,1781247803.173702717,1781247803.297100782,1781247803.297106504,1781247803.299454927,1781247803.299472809,1781247803.301628113,0.012372,0.004114,0.123398,0.000006,0.002348,0.000018,0.002155,0.144411,1,1,
95,1.900000,1.899999,1781247803.301628113,1781247803.303161860,1781247803.306011200,1781247803.420262814,1781247803.420269966,1781247803.420996189,1781247803.421015024,1781247803.423954964,0.001534,0.002849,0.114252,0.000007,0.000726,0.000019,0.002940,0.122327,1,1,
96,1.920000,1.919999,1781247803.423954964,1781247803.436473608,1781247803.439310789,1781247803.554298878,1781247803.554305553,1781247803.555896521,1781247803.555913687,1781247803.559381247,0.012519,0.002837,0.114988,0.000007,0.001591,0.000017,0.003468,0.135426,1,1,
97,1.940000,1.939999,1781247803.559381247,1781247803.569878340,1781247803.572766066,1781247803.686487198,1781247803.686495066,1781247803.686858892,1781247803.686877012,1781247803.690315962,0.010497,0.002888,0.113721,0.000008,0.000364,0.000018,0.003439,0.130935,1,1,
98,1.960000,1.959999,1781247803.690315962,1781247803.703361988,1781247803.706238270,1781247803.820344925,1781247803.820351124,1781247803.822570324,1781247803.822581530,1781247803.824531555,0.013046,0.002876,0.114107,0.000006,0.002219,0.000011,0.001950,0.134216,1,1,
99,1.980000,1.979999,1781247803.824531555,1781247803.836721420,1781247803.839610815,1781247803.958538294,1781247803.958547115,1781247803.960857391,1781247803.960875511,1781247803.964278698,0.012190,0.002889,0.118927,0.000009,0.002310,0.000018,0.003403,0.139747,1,1,
100,2.000000,1.999999,1781247803.964278698,1781247803.970155001,1781247803.973364115,1781247804.087520838,1781247804.087526083,1781247804.089368820,1781247804.089387417,1781247804.093034983,0.005876,0.003209,0.114157,0.000005,0.001843,0.000019,0.003648,0.128756,1,1,
101,2.020000,2.019999,1781247804.093034983,1781247804.103823662,1781247804.106807232,1781247804.222323418,1781247804.222331285,1781247804.224379539,1781247804.224391937,1781247804.226267576,0.010789,0.002984,0.115516,0.000008,0.002048,0.000012,0.001876,0.133233,1,1,
102,2.040000,2.039999,1781247804.226267576,1781247804.237067699,1781247804.240056038,1781247804.355443239,1781247804.355449200,1781247804.357009649,1781247804.357023001,1781247804.358985186,0.010800,0.002988,0.115387,0.000006,0.001560,0.000013,0.001962,0.132718,1,1,
103,2.060000,2.059999,1781247804.358985186,1781247804.370502710,1781247804.373545647,1781247804.487706661,1781247804.487714529,1781247804.489481211,1781247804.489499092,1781247804.491641283,0.011518,0.003043,0.114161,0.000008,0.001767,0.000018,0.002142,0.132656,1,1,
104,2.080000,2.079999,1781247804.491641283,1781247804.503982544,1781247804.507017612,1781247804.621233940,1781247804.621239185,1781247804.622614622,1781247804.622632980,1781247804.626213312,0.012341,0.003035,0.114216,0.000005,0.001375,0.000018,0.003580,0.134572,1,1,
