macro_frame,sim_time,t1_utc,t4_utc,t_step_utc,seq_ok
0,0.000000,1781247789.813328266,1781247790.655864477,1781247790.655886173,1
1,0.020000,1781247790.659331560,1781247790.776344776,1781247790.776365757,1
2,0.040000,1781247790.779932022,1781247790.908465862,1781247790.908478022,1
3,0.060000,1781247790.910285473,1781247791.042076349,1781247791.042093515,1
4,0.080000,1781247791.045388460,1781247791.245042324,1781247791.245058775,1
5,0.100000,1781247791.248730659,1781247791.385440350,1781247791.385458469,1
6,0.120000,1781247791.388791323,1781247791.511533737,1781247791.511553764,1
7,0.140000,1781247791.513615847,1781247791.644798279,1781247791.644817352,1
8,0.160000,1781247791.648261309,1781247791.776617289,1781247791.776635170,1
9,0.180000,1781247791.780082703,1781247791.908916235,1781247791.908929825,1
10,0.200000,1781247791.911235094,1781247792.043479919,1781247792.043491602,1
11,0.220000,1781247792.045330286,1781247792.180170536,1781247792.180183649,1
12,0.240000,1781247792.182080746,1781247792.317568779,1781247792.317580462,1
13,0.260000,1781247792.319394350,1781247792.442892075,1781247792.442904234,1
14,0.280000,1781247792.444774389,1781247792.577674866,1781247792.577686787,1
15,0.300000,1781247792.579762220,1781247792.709943533,1781247792.709954262,1
16,0.320000,1781247792.711835861,1781247792.845069170,1781247792.845087290,1
17,0.340000,1781247792.847434282,1781247792.977522612,1781247792.977542877,1
18,0.360000,1781247792.981500864,1781247793.112103939,1781247793.112123728,1
19,0.380000,1781247793.114544392,1781247793.245405436,1781247793.245423555,1
20,0.400000,1781247793.248992920,1781247793.382308960,1781247793.382331133,1
21,0.420000,1781247793.384747982,1781247793.534993410,1781247793.535013914,1
22,0.440000,1781247793.537383080,1781247793.663306475,1781247793.663325071,1
23,0.460000,1781247793.665340662,1781247793.794426680,1781247793.794445276,1
24,0.480000,1781247793.797038555,1781247793.933029413,1781247793.933052063,1
25,0.500000,1781247793.935092688,1781247794.063365459,1781247794.063376665,1
26,0.520000,1781247794.065414667,1781247794.194035053,1781247794.194046736,1
27,0.540000,1781247794.195879221,1781247794.330338955,1781247794.330351114,1
28,0.560000,1781247794.332241297,1781247794.461098194,1781247794.461110830,1
29,0.580000,1781247794.463010073,1781247794.596255779,1781247794.596266508,1
30,0.600000,1781247794.598141432,1781247794.729540110,1781247794.729557514,1
31,0.620000,1781247794.731733561,1781247794.861839294,1781247794.861857653,1
32,0.640000,1781247794.865282774,1781247794.995768309,1781247794.995790243,1
33,0.660000,1781247794.998331308,1781247795.131914854,1781247795.131933451,1
34,0.680000,1781247795.135447979,1781247795.261900187,1781247795.261918306,1
35,0.700000,1781247795.265436172,1781247795.396041155,1781247795.396060705,1
