macro_frame,sim_time_mjc,sim_time_xpbd,t1_utc,t1w_utc,t2_utc,t3_utc,t_force_utc,t4_utc,t_step_utc,t1_next_utc,dt_t1_t1w,dt_t1w_t2,dt_t2_t3,dt_t3_tforce,dt_tforce_t4,dt_t4_tstep,dt_tstep_t1next,dt_t1_t1next,cycle_order_ok,paired,note
0,0.000000,0.000000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.00157714,9.03606e-05,0.161339,7.39098e-06,0.00202465,2.00272e-05,0.00748348,0.172542,1,1,
1,0.020000,0.020000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.012531,5.10216e-05,0.159024,9.53674e-06,0.000932693,1.90735e-05,0.00881577,0.181383,1,1,
2,0.040000,0.040000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.0145609,7.4625e-05,0.159747,8.10623e-06,0.0011766,1.16825e-05,0.00619173,0.181771,1,1,
3,0.060000,0.060000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.0163553,5.14984e-05,0.162641,1.00136e-05,0.0022316,1.74046e-05,0.00707769,0.188384,1,1,
4,0.080000,0.080000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.0115151,5.126e-05,0.179818,8.10623e-06,0.0020256,1.0252e-05,0.00639987,0.199828,1,1,
5,0.100000,0.100000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.0116804,7.48634e-05,0.16519,9.77516e-06,0.000739336,1.74046e-05,0.00722957,0.184942,1,1,
6,0.120000,0.120000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.0102444,5.31673e-05,0.16504,7.86781e-06,0.00111175,1.81198e-05,0.00758123,0.184057,1,1,
7,0.140000,0.140000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.00974274,4.98295e-05,0.161792,1.07288e-05,0.0020225,1.19209e-05,0.00561523,0.179245,1,1,
8,0.160000,0.160000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.0138798,4.93526e-05,0.159412,7.86781e-06,0.00073266,1.69277e-05,0.00835252,0.182451,1,1,
9,0.180000,0.180000,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,1.78166079e+09,0.0149434,5.43594e-05,0.1589,1.00136e-05,0.000984669,1.66893e-05,0.00838828,0.183298,1,1,
