macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781659717.036361694,1781659717.036490679,1781659717.208149195,1781659717.208161354,1
1,0.020000,1781659717.219613075,1781659717.219671488,1781659717.380019188,1781659717.380030394,1
2,0.040000,1781659717.403802633,1781659717.403888226,1781659717.580609083,1781659717.580619812,1
3,0.060000,1781659717.603372812,1781659717.603455305,1781659717.769633293,1781659717.769644022,1
4,0.080000,1781659717.787341356,1781659717.787415028,1781659717.959980011,1781659717.959989309,1
5,0.100000,1781659717.970333815,1781659717.970421791,1781659718.197041988,1781659718.197053671,1
6,0.120000,1781659718.220944643,1781659718.221031427,1781659718.397296429,1781659718.397310019,1
7,0.140000,1781659718.421006680,1781659718.421102285,1781659718.596689463,1781659718.596699953,1
8,0.160000,1781659718.604213476,1781659718.604272604,1781659718.772005081,1781659718.772014856,1
9,0.180000,1781659718.787976265,1781659718.788038492,1781659718.953630686,1781659718.953642607,1
10,0.200000,1781659718.971304178,1781659718.971385717,1781659719.179892302,1781659719.179901600,1
11,0.220000,1781659719.188273668,1781659719.188319921,1781659719.357443571,1781659719.357453346,1
12,0.240000,1781659719.371912956,1781659719.371987104,1781659719.538198471,1781659719.538209438,1
13,0.260000,1781659719.554958344,1781659719.555028915,1781659719.720261574,1781659719.720272779,1
14,0.280000,1781659719.738641262,1781659719.738716841,1781659719.912428617,1781659719.912439108,1
15,0.300000,1781659719.921845675,1781659719.921907187,1781659720.095675468,1781659720.095685720,1
16,0.320000,1781659720.105973244,1781659720.106066704,1781659720.279171944,1781659720.279180288,1
17,0.340000,1781659720.305496216,1781659720.305551052,1781659720.465138912,1781659720.465150118,1
18,0.360000,1781659720.489092588,1781659720.489165545,1781659720.697382212,1781659720.697391510,1
19,0.380000,1781659720.705949783,1781659720.706038237,1781659720.867743254,1781659720.867752075,1
20,0.400000,1781659720.889340401,1781659720.889396191,1781659721.042332649,1781659721.042340040,1
21,0.420000,1781659721.056267738,1781659721.056325436,1781659721.219933033,1781659721.219945669,1
22,0.440000,1781659721.239837408,1781659721.239915609,1781659721.409682751,1781659721.409692764,1
23,0.460000,1781659721.423633814,1781659721.423730135,1781659721.587071896,1781659721.587082863,1
24,0.480000,1781659721.607147694,1781659721.607218027,1781659721.772514820,1781659721.772524595,1
25,0.500000,1781659721.790336370,1781659721.790435314,1781659721.970731020,1781659721.970739365,1
26,0.520000,1781659721.990501642,1781659721.990570068,1781659722.152328968,1781659722.152336359,1
27,0.540000,1781659722.173835039,1781659722.173909187,1781659722.344807863,1781659722.344816923,1
28,0.560000,1781659722.357563019,1781659722.357661724,1781659722.527758837,1781659722.527767181,1
29,0.580000,1781659722.540690184,1781659722.540756226,1781659722.718016863,1781659722.718028307,1
30,0.600000,1781659722.740887403,1781659722.740952730,1781659722.902922153,1781659722.902930498,1
31,0.620000,1781659722.924411535,1781659722.924504280,1781659723.080565691,1781659723.080573797,1
32,0.640000,1781659723.091112852,1781659723.091157436,1781659723.255871534,1781659723.255879402,1
33,0.660000,1781659723.274650335,1781659723.274718761,1781659723.465854406,1781659723.465871811,1
34,0.680000,1781659723.491938353,1781659723.492018700,1781659723.662600517,1781659723.662616253,1
35,0.700000,1781659723.674964190,1781659723.675025940,1781659723.858859539,1781659723.858868599,1
36,0.720000,1781659723.875755310,1781659723.875815392,1781659724.039533138,1781659724.039543629,1
37,0.740000,1781659724.058641195,1781659724.058707476,1781659724.254967451,1781659724.254977942,1
38,0.760000,1781659724.276429653,1781659724.276500463,1781659724.439714670,1781659724.439729452,1
39,0.780000,1781659724.459160805,1781659724.459244728,1781659724.628438234,1781659724.628448963,1
40,0.800000,1781659724.642803192,1781659724.642899513,1781659724.805530310,1781659724.805538416,1
41,0.820000,1781659724.826141834,1781659724.826208115,1781659724.995343208,1781659724.995352030,1
42,0.840000,1781659725.009577751,1781659725.009648085,1781659725.175432920,1781659725.175444365,1
43,0.860000,1781659725.192897081,1781659725.192956924,1781659725.354069233,1781659725.354079723,1
44,0.880000,1781659725.376903534,1781659725.377050877,1781659725.562692642,1781659725.562704086,1
45,0.900000,1781659725.576877117,1781659725.576944113,1781659725.744408369,1781659725.744423151,1
46,0.920000,1781659725.760014296,1781659725.760078430,1781659725.924164534,1781659725.924177408,1
47,0.940000,1781659725.943811417,1781659725.943876028,1781659726.116394281,1781659726.116404295,1
48,0.960000,1781659726.127196074,1781659726.127258062,1781659726.301345587,1781659726.301356316,1
49,0.980000,1781659726.310445786,1781659726.310489893,1781659726.501139641,1781659726.501149416,1
50,1.000000,1781659726.510593891,1781659726.510637760,1781659726.677919626,1781659726.677927971,1
51,1.019999,1781659726.694135904,1781659726.694203854,1781659726.873766184,1781659726.873775959,1
52,1.039999,1781659726.894325972,1781659726.894412756,1781659727.072744370,1781659727.072752714,1
53,1.059999,1781659727.094502449,1781659727.094572306,1781659727.262099504,1781659727.262110710,1
