macro_frame,sim_time,t1_utc,t4_utc,t_step_utc,seq_ok
0,0.000000,1781247300.440411329,1781247301.322596550,1781247301.322619915,1
1,0.020000,1781247301.326196671,1781247301.445814371,1781247301.445836306,1
2,0.040000,1781247301.449353695,1781247301.575144529,1781247301.575155735,1
3,0.060000,1781247301.577297688,1781247301.708034277,1781247301.708047152,1
4,0.080000,1781247301.709995508,1781247301.841272354,1781247301.841285229,1
5,0.100000,1781247301.843123198,1781247301.975274801,1781247301.975296259,1
6,0.120000,1781247301.978638172,1781247302.109748363,1781247302.109767437,1
7,0.140000,1781247302.113162756,1781247302.241020918,1781247302.241034269,1
8,0.160000,1781247302.242877483,1781247302.376085043,1781247302.376100302,1
9,0.180000,1781247302.378105640,1781247302.509400845,1781247302.509412766,1
10,0.200000,1781247302.511257887,1781247302.641876221,1781247302.641895533,1
11,0.220000,1781247302.645452023,1781247302.774801493,1781247302.774818659,1
12,0.240000,1781247302.777722597,1781247302.912757158,1781247302.912780523,1
13,0.260000,1781247302.916271687,1781247303.042014360,1781247303.042033434,1
14,0.280000,1781247303.045314074,1781247303.175768614,1781247303.175791502,1
15,0.300000,1781247303.179291964,1781247303.310518980,1781247303.310536146,1
16,0.320000,1781247303.312691689,1781247303.443468332,1781247303.443480492,1
17,0.340000,1781247303.445434809,1781247303.628091812,1781247303.628111839,1
18,0.360000,1781247303.631656170,1781247303.759856701,1781247303.759876013,1
19,0.380000,1781247303.763260841,1781247303.892804384,1781247303.892827749,1
20,0.400000,1781247303.895302057,1781247304.025268316,1781247304.025286436,1
21,0.420000,1781247304.027904272,1781247304.162813425,1781247304.162831783,1
22,0.440000,1781247304.166278362,1781247304.293696404,1781247304.293711424,1
23,0.460000,1781247304.295714855,1781247304.425983667,1781247304.425995350,1
24,0.480000,1781247304.427855968,1781247304.578754663,1781247304.578778505,1
25,0.500000,1781247304.581240416,1781247304.711143255,1781247304.711162329,1
26,0.520000,1781247304.713466167,1781247304.843507767,1781247304.843525648,1
27,0.540000,1781247304.846998930,1781247304.976855993,1781247304.976874828,1
28,0.560000,1781247304.980381966,1781247305.111941814,1781247305.111961842,1
29,0.580000,1781247305.115405560,1781247305.244309664,1781247305.244328022,1
30,0.600000,1781247305.247102022,1781247305.377529144,1781247305.377547264,1
31,0.620000,1781247305.380054235,1781247305.511614323,1781247305.511634350,1
32,0.640000,1781247305.514296770,1781247305.645490646,1781247305.645503283,1
33,0.660000,1781247305.647396564,1781247305.779819012,1781247305.779843092,1
34,0.680000,1781247305.781710625,1781247305.911514521,1781247305.911526918,1
35,0.700000,1781247305.913387537,1781247306.046835184,1781247306.046860695,1
36,0.720000,1781247306.048950672,1781247306.179278374,1781247306.179297686,1
37,0.740000,1781247306.182732582,1781247306.312148333,1781247306.312160492,1
38,0.760000,1781247306.314154387,1781247306.447057009,1781247306.447069883,1
39,0.780000,1781247306.448879957,1781247306.579519272,1781247306.579538345,1
40,0.800000,1781247306.581547737,1781247306.713911057,1781247306.713929892,1
41,0.820000,1781247306.717024326,1781247306.846364498,1781247306.846384287,1
42,0.840000,1781247306.848599911,1781247306.980290890,1781247306.980309248,1
43,0.860000,1781247306.983754635,1781247307.115182877,1781247307.115200996,1
44,0.880000,1781247307.118661165,1781247307.249336004,1781247307.249355555,1
45,0.900000,1781247307.251957417,1781247307.379518509,1781247307.379529953,1
