macro_frame,sim_time_mjc,sim_time_xpbd,t1_utc,t1w_utc,t2_utc,t3_utc,t_force_utc,t4_utc,t_step_utc,t1_next_utc,dt_t1_t1w,dt_t1w_t2,dt_t2_t3,dt_t3_tforce,dt_tforce_t4,dt_t4_tstep,dt_tstep_t1next,dt_t1_t1next,cycle_order_ok,paired,note
24,0.480000,0.480000,1781247304.427855968,1781247304.460979939,1781247304.461935759,1781247304.576993227,1781247304.576999187,1781247304.578754663,1781247304.578778505,1781247304.581240416,0.033124,0.000956,0.115057,0.000006,0.001755,0.000024,0.002462,0.153384,1,1,
25,0.500000,0.500000,1781247304.581240416,1781247304.594145775,1781247304.595156908,1781247304.709884405,1781247304.709891796,1781247304.711143255,1781247304.711162329,1781247304.713466167,0.012905,0.001011,0.114727,0.000007,0.001251,0.000019,0.002304,0.132226,1,1,
26,0.520000,0.520000,1781247304.713466167,1781247304.727618456,1781247304.728631258,1781247304.843130112,1781247304.843136549,1781247304.843507767,1781247304.843525648,1781247304.846998930,0.014152,0.001013,0.114499,0.000006,0.000371,0.000018,0.003473,0.133533,1,1,
27,0.540000,0.540000,1781247304.846998930,1781247304.861022949,1781247304.862102032,1781247304.976500273,1781247304.976507902,1781247304.976855993,1781247304.976874828,1781247304.980381966,0.014024,0.001079,0.114398,0.000008,0.000348,0.000019,0.003507,0.133383,1,1,
28,0.560000,0.560000,1781247304.980381966,1781247304.994517326,1781247304.995763302,1781247305.110274315,1781247305.110280752,1781247305.111941814,1781247305.111961842,1781247305.115405560,0.014135,0.001246,0.114511,0.000006,0.001661,0.000020,0.003444,0.135024,1,1,
29,0.580000,0.580000,1781247305.115405560,1781247305.127958775,1781247305.129087210,1781247305.243986607,1781247305.243993759,1781247305.244309664,1781247305.244328022,1781247305.247102022,0.012553,0.001128,0.114899,0.000007,0.000316,0.000018,0.002774,0.131696,1,1,
30,0.600000,0.600000,1781247305.247102022,1781247305.261367798,1781247305.262529373,1781247305.376559019,1781247305.376565933,1781247305.377529144,1781247305.377547264,1781247305.380054235,0.014266,0.001162,0.114030,0.000007,0.000963,0.000018,0.002507,0.132952,1,1,
31,0.620000,0.620000,1781247305.380054235,1781247305.394837856,1781247305.396020889,1781247305.511136532,1781247305.511144400,1781247305.511614323,1781247305.511634350,1781247305.514296770,0.014784,0.001183,0.115116,0.000008,0.000470,0.000020,0.002662,0.134243,1,1,
32,0.640000,0.640000,1781247305.514296770,1781247305.528288841,1781247305.529501200,1781247305.645181417,1781247305.645187616,1781247305.645490646,1781247305.645503283,1781247305.647396564,0.013992,0.001212,0.115680,0.000006,0.000303,0.000013,0.001893,0.133100,1,1,
33,0.660000,0.660000,1781247305.647396564,1781247305.661677122,1781247305.662885904,1781247305.779195786,1781247305.779202700,1781247305.779819012,1781247305.779843092,1781247305.781710625,0.014281,0.001209,0.116310,0.000007,0.000616,0.000024,0.001868,0.134314,1,1,
34,0.680000,0.680000,1781247305.781710625,1781247305.795143366,1781247305.796422243,1781247305.910518885,1781247305.910525799,1781247305.911514521,1781247305.911526918,1781247305.913387537,0.013433,0.001279,0.114097,0.000007,0.000989,0.000012,0.001861,0.131677,1,1,
35,0.700000,0.700000,1781247305.913387537,1781247305.928583145,1781247305.929869652,1781247306.044942856,1781247306.044950724,1781247306.046835184,1781247306.046860695,1781247306.048950672,0.015196,0.001287,0.115073,0.000008,0.001884,0.000026,0.002090,0.135563,1,1,
36,0.720000,0.720000,1781247306.048950672,1781247306.062343836,1781247306.063904047,1781247306.178725958,1781247306.178731203,1781247306.179278374,1781247306.179297686,1781247306.182732582,0.013393,0.001560,0.114822,0.000005,0.000547,0.000019,0.003435,0.133782,1,1,
37,0.740000,0.740000,1781247306.182732582,1781247306.195432186,1781247306.196767092,1781247306.311194181,1781247306.311202288,1781247306.312148333,1781247306.312160492,1781247306.314154387,0.012700,0.001335,0.114427,0.000008,0.000946,0.000012,0.001994,0.131422,1,1,
38,0.760000,0.760000,1781247306.314154387,1781247306.328884840,1781247306.330257893,1781247306.444475174,1781247306.444481373,1781247306.447057009,1781247306.447069883,1781247306.448879957,0.014730,0.001373,0.114217,0.000006,0.002576,0.000013,0.001810,0.134726,1,1,
39,0.780000,0.780000,1781247306.448879957,1781247306.462368965,1781247306.463760376,1781247306.577339649,1781247306.577346563,1781247306.579519272,1781247306.579538345,1781247306.581547737,0.013489,0.001391,0.113579,0.000007,0.002173,0.000019,0.002009,0.132668,1,1,
40,0.800000,0.800000,1781247306.581547737,1781247306.597030878,1781247306.598554134,1781247306.712808371,1781247306.712814331,1781247306.713911057,1781247306.713929892,1781247306.717024326,0.015483,0.001523,0.114254,0.000006,0.001097,0.000019,0.003094,0.135477,1,1,
41,0.820000,0.820000,1781247306.717024326,1781247306.729190350,1781247306.730676651,1781247306.845125914,1781247306.845133066,1781247306.846364498,1781247306.846384287,1781247306.848599911,0.012166,0.001486,0.114449,0.000007,0.001231,0.000020,0.002216,0.131576,1,1,
42,0.840000,0.840000,1781247306.848599911,1781247306.862608910,1781247306.864100456,1781247306.978781223,1781247306.978787661,1781247306.980290890,1781247306.980309248,1781247306.983754635,0.014009,0.001492,0.114681,0.000006,0.001503,0.000018,0.003445,0.135155,1,1,
43,0.860000,0.860000,1781247306.983754635,1781247306.996423244,1781247306.998343706,1781247307.112848043,1781247307.112854958,1781247307.115182877,1781247307.115200996,1781247307.118661165,0.012669,0.001920,0.114504,0.000007,0.002328,0.000018,0.003460,0.134907,1,1,
44,0.880000,0.880000,1781247307.118661165,1781247307.129588366,1781247307.131727934,1781247307.248742580,1781247307.248748541,1781247307.249336004,1781247307.249355555,1781247307.251957417,0.010927,0.002140,0.117015,0.000006,0.000587,0.000020,0.002602,0.133296,1,1,
45,0.900000,0.900000,1781247307.251957417,1781247307.263039351,1781247307.264604092,1781247307.378773689,1781247307.378780365,1781247307.379518509,1781247307.379529953,1781247307.381748676,0.011082,0.001565,0.114170,0.000007,0.000738,0.000011,0.002219,0.129791,1,1,
46,0.920000,0.920000,1781247307.381748676,1781247307.396473646,1781247307.398113966,1781247307.513528824,1781247307.513534784,1781247307.514670134,1781247307.514683247,1781247307.516576767,0.014725,0.001640,0.115415,0.000006,0.001135,0.000013,0.001894,0.134828,1,1,
47,0.940000,0.940000,1781247307.516576767,1781247307.529937267,1781247307.531602621,1781247307.646363735,1781247307.646370649,1781247307.648302794,1781247307.648322582,1781247307.651940107,0.013361,0.001665,0.114761,0.000007,0.001932,0.000020,0.003618,0.135363,1,1,
48,0.960000,0.960000,1781247307.651940107,1781247307.663423300,1781247307.665734768,1781247307.783061743,1781247307.783067703,1781247307.783337116,1781247307.783356905,1781247307.785949707,0.011483,0.002311,0.117327,0.000006,0.000269,0.000020,0.002593,0.134010,1,1,
49,0.980000,0.980000,1781247307.785949707,1781247307.798130274,1781247307.799805641,1781247307.913706779,1781247307.913714170,1781247307.916076660,1781247307.916098118,1781247307.919611692,0.012181,0.001675,0.113901,0.000007,0.002362,0.000021,0.003514,0.133662,1,1,
50,1.000000,1.000000,1781247307.919611692,1781247307.930226088,1781247307.931950092,1781247308.046353579,1781247308.046359777,1781247308.047198534,1781247308.047211409,1781247308.049207449,0.010614,0.001724,0.114403,0.000006,0.000839,0.000013,0.001996,0.129596,1,1,
51,1.020000,1.019999,1781247308.049207449,1781247308.064979553,1781247308.067404985,1781247308.183368921,1781247308.183376551,1781247308.183831692,1781247308.183851242,1781247308.187367678,0.015772,0.002425,0.115964,0.000008,0.000455,0.000020,0.003516,0.138160,1,1,
52,1.040000,1.039999,1781247308.187367678,1781247308.197093010,1781247308.198874474,1781247308.314232111,1781247308.314237833,1781247308.315928221,1781247308.315940380,1781247308.317848921,0.009725,0.001781,0.115358,0.000006,0.001690,0.000012,0.001909,0.130481,1,1,
53,1.060000,1.059999,1781247308.317848921,1781247308.414516449,1781247308.416363001,1781247308.530986786,1781247308.530994892,1781247308.533684731,1781247308.533704519,1781247308.537211657,0.096668,0.001847,0.114624,0.000008,0.002690,0.000020,0.003507,0.219363,1,1,
54,1.080000,1.079999,1781247308.537211657,1781247308.547429800,1781247308.549245358,1781247308.664043427,1781247308.664048910,1781247308.664952040,1781247308.664969683,1781247308.667875051,0.010218,0.001816,0.114798,0.000005,0.000903,0.000018,0.002905,0.130663,1,1,
55,1.100000,1.099999,1781247308.667875051,1781247308.680798531,1781247308.682625771,1781247308.796588182,1781247308.796595812,1781247308.798009396,1781247308.798023462,1781247308.800201178,0.012923,0.001827,0.113962,0.000008,0.001414,0.000014,0.002178,0.132326,1,1,
56,1.120000,1.119999,1781247308.800201178,1781247308.814252853,1781247308.816127777,1781247308.930864811,1781247308.930870771,1781247308.932903528,1781247308.932921886,1781247308.936323166,0.014052,0.001875,0.114737,0.000006,0.002033,0.000018,0.003401,0.136122,1,1,
57,1.140000,1.139999,1781247308.936323166,1781247308.947773218,1781247308.949641705,1781247309.058853865,1781247309.058861256,1781247309.061019659,1781247309.061030865,1781247309.062978983,0.011450,0.001868,0.109212,0.000007,0.002158,0.000011,0.001948,0.126656,1,1,
58,1.160000,1.159999,1781247309.062978983,1781247309.064408064,1781247309.066324234,1781247309.175180197,1781247309.175186396,1781247309.176719904,1781247309.176738262,1781247309.179778576,0.001429,0.001916,0.108856,0.000006,0.001534,0.000018,0.003040,0.116800,1,1,
59,1.180000,1.179999,1781247309.179778576,1781247309.181144238,1781247309.183073521,1781247309.291481495,1781247309.291489363,1781247309.292586565,1781247309.292603970,1781247309.296051264,0.001366,0.001929,0.108408,0.000008,0.001097,0.000017,0.003447,0.116273,1,1,
60,1.200000,1.199999,1781247309.296051264,1781247309.298009157,1781247309.299960613,1781247309.409064531,1781247309.409070730,1781247309.410272360,1781247309.410290003,1781247309.413508654,0.001958,0.001951,0.109104,0.000006,0.001202,0.000018,0.003219,0.117457,1,1,
61,1.220000,1.219999,1781247309.413508654,1781247309.414940357,1781247309.417080164,1781247309.525490999,1781247309.525498629,1781247309.527323484,1781247309.527341843,1781247309.529588699,0.001432,0.002140,0.108411,0.000008,0.001825,0.000018,0.002247,0.116080,1,1,
62,1.240000,1.239999,1781247309.529588699,1781247309.532664537,1781247309.534823656,1781247309.651405096,1781247309.651412010,1781247309.652654409,1781247309.652666330,1781247309.654685974,0.003076,0.002159,0.116581,0.000007,0.001242,0.000012,0.002020,0.125097,1,1,
63,1.260000,1.259999,1781247309.654685974,1781247309.665131330,1781247309.667273283,1781247309.780745983,1781247309.780752897,1781247309.782562494,1781247309.782574415,1781247309.784452200,0.010445,0.002142,0.113473,0.000007,0.001810,0.000012,0.001878,0.129766,1,1,
64,1.280000,1.279999,1781247309.784452200,1781247309.798357248,1781247309.800451040,1781247309.914342403,1781247309.914348602,1781247309.916301012,1781247309.916320086,1781247309.919798613,0.013905,0.002094,0.113891,0.000006,0.001952,0.000019,0.003479,0.135346,1,1,
65,1.300000,1.299999,1781247309.919798613,1781247309.932138681,1781247309.935153723,1781247310.053347349,1781247310.053354979,1781247310.054040909,1781247310.054061174,1781247310.056967258,0.012340,0.003015,0.118194,0.000008,0.000686,0.000020,0.002906,0.137169,1,1,
66,1.320000,1.319999,1781247310.056967258,1781247310.065264702,1781247310.067399263,1781247310.181109667,1781247310.181115627,1781247310.181756020,1781247310.181792498,1781247310.183760405,0.008297,0.002135,0.113710,0.000006,0.000640,0.000036,0.001968,0.126793,1,1,
67,1.340000,1.339999,1781247310.183760405,1781247310.198816299,1781247310.201030254,1781247310.314160109,1781247310.314168215,1781247310.315361023,1781247310.315372944,1781247310.317527056,0.015056,0.002214,0.113130,0.000008,0.001193,0.000012,0.002154,0.133767,1,1,
68,1.360000,1.359999,1781247310.317527056,1781247310.332205296,1781247310.334406853,1781247310.448128223,1781247310.448134184,1781247310.448315620,1781247310.448327780,1781247310.450253963,0.014678,0.002202,0.113721,0.000006,0.000181,0.000012,0.001926,0.132727,1,1,
69,1.380000,1.379999,1781247310.450253963,1781247310.465570450,1781247310.467843771,1781247310.581536770,1781247310.581543684,1781247310.582473755,1781247310.582485199,1781247310.585014582,0.015316,0.002273,0.113693,0.000007,0.000930,0.000011,0.002529,0.134761,1,1,
70,1.400000,1.399999,1781247310.585014582,1781247310.599049568,1781247310.601346970,1781247310.715118408,1781247310.715123892,1781247310.715557098,1781247310.715575457,1781247310.719082594,0.014035,0.002297,0.113771,0.000005,0.000433,0.000018,0.003507,0.134068,1,1,
71,1.420000,1.419999,1781247310.719082594,1781247310.732633591,1781247310.734910011,1781247310.848559618,1781247310.848567247,1781247310.850299597,1781247310.850319147,1781247310.853832483,0.013551,0.002276,0.113650,0.000008,0.001732,0.000020,0.003513,0.134750,1,1,
72,1.440000,1.439999,1781247310.853832483,1781247310.866017818,1781247310.868645191,1781247310.984475851,1781247310.984481573,1781247310.984982014,1781247310.985000610,1781247310.988462925,0.012185,0.002627,0.115831,0.000006,0.000500,0.000019,0.003462,0.134630,1,1,
73,1.460000,1.459999,1781247310.988462925,1781247310.999355078,1781247311.001685858,1781247311.115289450,1781247311.115297794,1781247311.116142988,1781247311.116162062,1781247311.118528605,0.010892,0.002331,0.113604,0.000008,0.000845,0.000019,0.002367,0.130066,1,1,
74,1.480000,1.479999,1781247311.118528605,1781247311.133050203,1781247311.135425806,1781247311.249316692,1781247311.249322176,1781247311.250272989,1781247311.250292540,1781247311.252502203,0.014522,0.002376,0.113891,0.000005,0.000951,0.000020,0.002210,0.133974,1,1,
75,1.500000,1.499999,1781247311.252502203,1781247311.266261816,1781247311.268690348,1781247311.383192062,1781247311.383199215,1781247311.384778261,1781247311.384791136,1781247311.386719465,0.013760,0.002429,0.114502,0.000007,0.001579,0.000013,0.001928,0.134217,1,1,
76,1.520000,1.519999,1781247311.386719465,1781247311.399828672,1781247311.403251410,1781247311.518772364,1781247311.518778801,1781247311.520330667,1781247311.520349503,1781247311.523851633,0.013109,0.003423,0.115521,0.000006,0.001552,0.000019,0.003502,0.137132,1,1,
77,1.540000,1.539999,1781247311.523851633,1781247311.533235788,1781247311.535718203,1781247311.649371386,1781247311.649379015,1781247311.651187181,1781247311.651205778,1781247311.653466940,0.009384,0.002482,0.113653,0.000008,0.001808,0.000019,0.002261,0.129615,1,1,
78,1.560000,1.559999,1781247311.653466940,1781247311.666660309,1781247311.669181347,1781247311.783271074,1781247311.783277512,1781247311.784395933,1781247311.784414530,1781247311.786568880,0.013193,0.002521,0.114090,0.000006,0.001118,0.000019,0.002154,0.133102,1,1,
79,1.580000,1.579999,1781247311.786568880,1781247311.883868694,1781247311.886708021,1781247312.001203537,1781247312.001211166,1781247312.001468182,1781247312.001479864,1781247312.003367662,0.097300,0.002839,0.114496,0.000008,0.000257,0.000012,0.001888,0.216799,1,1,
80,1.600000,1.599999,1781247312.003367662,1781247312.016862392,1781247312.019448042,1781247312.133791685,1781247312.133799314,1781247312.136252403,1781247312.136271477,1781247312.139686823,0.013495,0.002586,0.114344,0.000008,0.002453,0.000019,0.003415,0.136319,1,1,
81,1.620000,1.619999,1781247312.139686823,1781247312.150367975,1781247312.152952433,1781247312.266326189,1781247312.266334057,1781247312.268417120,1781247312.268435717,1781247312.271901608,0.010681,0.002584,0.113374,0.000008,0.002083,0.000019,0.003466,0.132215,1,1,
82,1.640000,1.639999,1781247312.271901608,1781247312.283802032,1781247312.286422729,1781247312.400906563,1781247312.400914192,1781247312.403016090,1781247312.403034925,1781247312.406438351,0.011900,0.002621,0.114484,0.000008,0.002102,0.000019,0.003403,0.134537,1,1,
83,1.660000,1.659999,1781247312.406438351,1781247312.417298317,1781247312.419921875,1781247312.533472300,1781247312.533479691,1781247312.534748316,1781247312.534760714,1781247312.536674261,0.010860,0.002624,0.113550,0.000007,0.001269,0.000012,0.001914,0.130236,1,1,
84,1.680000,1.679999,1781247312.536674261,1781247312.550921202,1781247312.553544760,1781247312.667600632,1781247312.667607069,1781247312.668006897,1781247312.668024063,1781247312.671439648,0.014247,0.002624,0.114056,0.000006,0.000400,0.000017,0.003416,0.134765,1,1,
85,1.700000,1.699999,1781247312.671439648,1781247312.684127569,1781247312.686779499,1781247312.801278830,1781247312.801286459,1781247312.802566290,1781247312.802578688,1781247312.804587841,0.012688,0.002652,0.114499,0.000008,0.001280,0.000012,0.002009,0.133148,1,1,
86,1.720000,1.719999,1781247312.804587841,1781247312.817517757,1781247312.820245981,1781247312.935165882,1781247312.935171843,1781247312.935810804,1781247312.935824633,1781247312.937888145,0.012930,0.002728,0.114920,0.000006,0.000639,0.000014,0.002064,0.133300,1,1,
87,1.740000,1.739999,1781247312.937888145,1781247312.951037645,1781247312.953788757,1781247313.068804502,1781247313.068812132,1781247313.069861889,1781247313.069875002,1781247313.071759939,0.013149,0.002751,0.115016,0.000008,0.001050,0.000013,0.001885,0.133872,1,1,
88,1.760000,1.759999,1781247313.071759939,1781247313.084430218,1781247313.087220669,1781247313.202167749,1781247313.202173471,1781247313.203454018,1781247313.203466654,1781247313.205276012,0.012670,0.002790,0.114947,0.000006,0.001281,0.000013,0.001809,0.133516,1,1,
89,1.780000,1.779999,1781247313.205276012,1781247313.217930555,1781247313.220918417,1781247313.335096836,1781247313.335104704,1781247313.335512400,1781247313.335524797,1781247313.337605953,0.012655,0.002988,0.114178,0.000008,0.000408,0.000012,0.002081,0.132330,1,1,
90,1.800000,1.799999,1781247313.337605953,1781247313.351296425,1781247313.354211330,1781247313.468283653,1781247313.468289852,1781247313.469743729,1781247313.469754934,1781247313.471707582,0.013690,0.002915,0.114072,0.000006,0.001454,0.000011,0.001953,0.134102,1,1,
91,1.820000,1.819999,1781247313.471707582,1781247313.484863043,1781247313.487890482,1781247313.601859808,1781247313.601867676,1781247313.602929592,1781247313.602941513,1781247313.605118990,0.013155,0.003027,0.113969,0.000008,0.001062,0.000012,0.002177,0.133411,1,1,
92,1.840000,1.839999,1781247313.605118990,1781247313.618261576,1781247313.621164799,1781247313.735610723,1781247313.735616446,1781247313.736871719,1781247313.736890078,1781247313.739277601,0.013143,0.002903,0.114446,0.000006,0.001255,0.000018,0.002388,0.134159,1,1,
93,1.860000,1.859999,1781247313.739277601,1781247313.751684189,1781247313.754616022,1781247313.868814945,1781247313.868822813,1781247313.871060371,1781247313.871079683,1781247313.873380899,0.012407,0.002932,0.114199,0.000008,0.002238,0.000019,0.002301,0.134103,1,1,
94,1.880000,1.879999,1781247313.873380899,1781247313.885074854,1781247313.888039112,1781247314.004141092,1781247314.004147053,1781247314.005737066,1781247314.005749702,1781247314.007695913,0.011694,0.002964,0.116102,0.000006,0.001590,0.000013,0.001946,0.134315,1,1,
95,1.900000,1.899999,1781247314.007695913,1781247314.018621445,1781247314.021630526,1781247314.142445564,1781247314.142452240,1781247314.143790007,1781247314.143802643,1781247314.145966053,0.010926,0.003009,0.120815,0.000007,0.001338,0.000013,0.002163,0.138270,1,1,
96,1.920000,1.919999,1781247314.145966053,1781247314.151960850,1781247314.155078411,1781247314.270431042,1781247314.270437002,1781247314.272505522,1781247314.272522926,1781247314.275047779,0.005995,0.003118,0.115353,0.000006,0.002069,0.000017,0.002525,0.129082,1,1,
97,1.940000,1.939999,1781247314.275047779,1781247314.285614729,1781247314.288727283,1781247314.405749798,1781247314.405756712,1781247314.407183647,1781247314.407194376,1781247314.409058332,0.010567,0.003113,0.117023,0.000007,0.001427,0.000011,0.001864,0.134011,1,1,
98,1.960000,1.959999,1781247314.409058332,1781247314.418932676,1781247314.422006845,1781247314.535622358,1781247314.535627842,1781247314.537745714,1781247314.537765265,1781247314.541292191,0.009874,0.003074,0.113616,0.000005,0.002118,0.000020,0.003527,0.132234,1,1,
99,1.980000,1.979999,1781247314.541292191,1781247314.552330971,1781247314.555393219,1781247314.669834614,1781247314.669842005,1781247314.671525478,1781247314.671545029,1781247314.674782515,0.011039,0.003062,0.114441,0.000007,0.001683,0.000020,0.003237,0.133490,1,1,
100,2.000000,1.999999,1781247314.674782515,1781247314.685749769,1781247314.688899279,1781247314.805210352,1781247314.805216312,1781247314.805519819,1781247314.805531740,1781247314.807550907,0.010967,0.003150,0.116311,0.000006,0.000304,0.000012,0.002019,0.132768,1,1,
101,2.020000,2.019999,1781247314.807550907,1781247314.819133997,1781247314.822296858,1781247314.936984062,1781247314.936991215,1781247314.939406395,1781247314.939425230,1781247314.942863464,0.011583,0.003163,0.114687,0.000007,0.002415,0.000019,0.003438,0.135313,1,1,
102,2.040000,2.039999,1781247314.942863464,1781247314.952801704,1781247314.956558228,1781247315.071039677,1781247315.071045399,1781247315.071511030,1781247315.071523428,1781247315.073449135,0.009938,0.003757,0.114481,0.000006,0.000466,0.000012,0.001926,0.130586,1,1,
103,2.060000,2.059999,1781247315.073449135,1781247315.086129904,1781247315.089350224,1781247315.204302788,1781247315.204310894,1781247315.206158161,1781247315.206169605,1781247315.208115816,0.012681,0.003220,0.114953,0.000008,0.001847,0.000011,0.001946,0.134667,1,1,
104,2.080000,2.079999,1781247315.208115816,1781247315.219537497,1781247315.222840071,1781247315.338027239,1781247315.338033438,1781247315.338458538,1781247315.338477135,1781247315.341087341,0.011422,0.003303,0.115187,0.000006,0.000425,0.000019,0.002610,0.132972,1,1,
