macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781661535.296499729,1781661535.296567202,1781661535.463203669,1781661535.463214159,1
1,0.020000,1781661535.480064154,1781661535.480150700,1781661535.662545919,1781661535.662555456,1
2,0.040000,1781661535.680300474,1781661535.680362940,1781661535.853219509,1781661535.853228807,1
3,0.060000,1781661535.863474369,1781661535.863526106,1781661536.069318056,1781661536.069328308,1
4,0.080000,1781661536.080460787,1781661536.080523252,1781661536.254454374,1781661536.254463911,1
5,0.100000,1781661536.263828278,1781661536.263872623,1781661536.451824188,1781661536.451834917,1
6,0.120000,1781661536.463962078,1781661536.464007616,1781661536.637457848,1781661536.637468815,1
7,0.140000,1781661536.647691727,1781661536.647775888,1781661536.833032131,1781661536.833041191,1
8,0.160000,1781661536.847828627,1781661536.847888708,1781661537.021425247,1781661537.021435022,1
9,0.180000,1781661537.031176567,1781661537.031224728,1781661537.197515249,1781661537.197525024,1
10,0.200000,1781661537.214764833,1781661537.214828491,1781661537.393054962,1781661537.393065453,1
11,0.220000,1781661537.414980650,1781661537.415042162,1781661537.583840847,1781661537.583849907,1
12,0.240000,1781661537.648626804,1781661537.648690462,1781661537.818630219,1781661537.818638086,1
13,0.260000,1781661537.831750154,1781661537.831799984,1781661538.001962900,1781661538.001972675,1
14,0.280000,1781661538.015454054,1781661538.015515566,1781661538.181342125,1781661538.181355000,1
15,0.300000,1781661538.198795795,1781661538.198853493,1781661538.405637980,1781661538.405648232,1
16,0.320000,1781661538.415786028,1781661538.415870667,1781661538.623859882,1781661538.623868465,1
17,0.340000,1781661538.632619858,1781661538.632674217,1781661538.855415583,1781661538.855426550,1
18,0.360000,1781661538.866080523,1781661538.866140127,1781661539.070868254,1781661539.070875883,1
19,0.380000,1781661539.082986832,1781661539.083049297,1781661539.287078857,1781661539.287090778,1
20,0.400000,1781661539.299900770,1781661539.299970865,1781661539.511533260,1781661539.511540651,1
21,0.420000,1781661539.533404350,1781661539.533491611,1781661539.766160727,1781661539.766170263,1
22,0.440000,1781661539.783392191,1781661539.783445358,1781661539.990531683,1781661539.990540504,1
23,0.460000,1781661540.000517607,1781661540.000601053,1781661540.219880104,1781661540.219890594,1
24,0.480000,1781661540.233782291,1781661540.233837605,1781661540.461825132,1781661540.461833000,1
25,0.500000,1781661540.534219980,1781661540.534288406,1781661540.754976511,1781661540.754987717,1
26,0.520000,1781661540.767633677,1781661540.767699242,1781661540.974109650,1781661540.974117517,1
