macro_frame,sim_time_mjc,sim_time_xpbd,t1_utc,t1w_utc,t2_utc,t3_utc,t_force_utc,t4_utc,t_step_utc,t1_next_utc,dt_t1_t1w,dt_t1w_t2,dt_t2_t3,dt_t3_tforce,dt_tforce_t4,dt_t4_tstep,dt_tstep_t1next,dt_t1_t1next,cycle_order_ok,paired,note
0,0.000000,0.000000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00836635,6.74725e-05,0.166636,1.04904e-05,0.00110221,1.85966e-05,0.00810575,0.184307,1,1,
1,0.020000,0.020000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00762343,8.65459e-05,0.182395,9.53674e-06,0.00146627,1.78814e-05,0.00804496,0.199644,1,1,
2,0.040000,0.040000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.0082159,6.24657e-05,0.172857,9.29832e-06,0.00230956,1.09673e-05,0.00495267,0.188417,1,1,
3,0.060000,0.060000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00297236,5.17368e-05,0.205792,1.0252e-05,0.000831604,1.35899e-05,0.0058794,0.215551,1,1,
4,0.080000,0.080000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00440788,6.24657e-05,0.173931,9.53674e-06,0.0015862,1.83582e-05,0.00714588,0.187161,1,1,
5,0.100000,0.100000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.000613928,4.43459e-05,0.187952,1.07288e-05,0.000908852,1.85966e-05,0.00811672,0.197665,1,1,
6,0.120000,0.120000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00308299,4.55379e-05,0.17345,1.09673e-05,0.000425816,2.02656e-05,0.00805497,0.185091,1,1,
7,0.140000,0.140000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00172186,8.41618e-05,0.185256,9.05991e-06,0.00123668,1.0252e-05,0.00533223,0.19365,1,1,
8,0.160000,0.160000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00820827,6.00815e-05,0.173537,9.77516e-06,0.000536203,1.07288e-05,0.0047729,0.187135,1,1,
9,0.180000,0.180000,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,1.78166154e+09,0.00442171,4.81606e-05,0.166291,9.77516e-06,0.00232005,1.66893e-05,0.00676942,0.179876,1,1,
