macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
0,0.000000,1781660942.680514336,1781660942.680607557,1781660942.843111515,1781660942.843119144,1
1,0.020000,1781660942.863860369,1781660942.863909006,1781660943.023955822,1781660943.023965120,1
2,0.040000,1781660943.047657013,1781660943.047716618,1781660943.209171534,1781660943.209180832,1
3,0.060000,1781660943.230749607,1781660943.230802059,1781660943.396611691,1781660943.396620989,1
4,0.080000,1781660943.414313793,1781660943.414363861,1781660943.580138922,1781660943.580147982,1
5,0.100000,1781660943.597785711,1781660943.597859621,1781660943.763522863,1781660943.763532639,1
6,0.120000,1781660943.781360388,1781660943.781439543,1781660943.949175835,1781660943.949184656,1
7,0.140000,1781660943.964875698,1781660943.964949608,1781660944.131715775,1781660944.131725550,1
8,0.160000,1781660944.148320198,1781660944.148397923,1781660944.313602209,1781660944.313610792,1
9,0.180000,1781660944.331790447,1781660944.331842899,1781660944.491996765,1781660944.492007256,1
10,0.200000,1781660944.515147209,1781660944.515198469,1781660944.675604105,1781660944.675612926,1
11,0.220000,1781660944.698848486,1781660944.698902369,1781660944.858486891,1781660944.858496428,1
12,0.240000,1781660944.865540981,1781660944.865589857,1781660945.025640965,1781660945.025648832,1
13,0.260000,1781660945.032233953,1781660945.032277346,1781660945.191880465,1781660945.191889524,1
14,0.280000,1781660945.215914726,1781660945.215962887,1781660945.376027822,1781660945.376036406,1
15,0.300000,1781660945.399384975,1781660945.399435520,1781660945.594306231,1781660945.594316483,1
16,0.320000,1781660945.616176128,1781660945.616233110,1781660945.814621210,1781660945.814629316,1
17,0.340000,1781660945.832989693,1781660945.833064556,1781660946.035672426,1781660946.035681725,1
18,0.360000,1781660946.049901724,1781660946.049950361,1781660946.246730566,1781660946.246738911,1
19,0.380000,1781660946.266823053,1781660946.266896963,1781660946.463895559,1781660946.463905334,1
20,0.400000,1781660946.483638525,1781660946.483689547,1781660946.681401014,1781660946.681409359,1
21,0.420000,1781660946.700457335,1781660946.700508118,1781660946.897012234,1781660946.897021770,1
22,0.440000,1781660946.917427301,1781660946.917477608,1781660947.114715576,1781660947.114723444,1
23,0.460000,1781660947.134116650,1781660947.134193897,1781660947.331965208,1781660947.331974506,1
24,0.480000,1781660947.367502451,1781660947.367559195,1781660947.565148830,1781660947.565158844,1
25,0.500000,1781660947.584452391,1781660947.584532499,1781660947.784301519,1781660947.784311295,1
26,0.520000,1781660947.801172733,1781660947.801223993,1781660947.999285460,1781660947.999296427,1
27,0.540000,1781660948.018006325,1781660948.018058300,1781660948.215483427,1781660948.215494633,1
28,0.560000,1781660948.234951258,1781660948.235010147,1781660948.435514450,1781660948.435522079,1
29,0.580000,1781660948.451795816,1781660948.451843500,1781660948.649267673,1781660948.649276733,1
30,0.600000,1781660948.668635368,1781660948.668688297,1781660948.866223097,1781660948.866230965,1
31,0.620000,1781660948.885417223,1781660948.885471582,1781660949.083023787,1781660949.083034515,1
32,0.640000,1781660949.102467299,1781660949.102542162,1781660949.301225424,1781660949.301233053,1
33,0.660000,1781660949.319350004,1781660949.319405079,1781660949.515712976,1781660949.515722752,1
34,0.680000,1781660949.536155701,1781660949.536232471,1781660949.735639334,1781660949.735647440,1
35,0.700000,1781660949.752950668,1781660949.753001690,1781660949.950354338,1781660949.950364590,1
36,0.720000,1781660949.969852686,1781660949.969902515,1781660950.172490358,1781660950.172497988,1
37,0.740000,1781660950.186546326,1781660950.186614752,1781660950.395826101,1781660950.395835876,1
38,0.760000,1781660950.420200109,1781660950.420273066,1781660950.639986038,1781660950.639994383,1
39,0.780000,1781660950.653562069,1781660950.653609991,1781660950.870069742,1781660950.870078564,1
40,0.800000,1781660950.887140751,1781660950.887190580,1781660951.102682352,1781660951.102689981,1
41,0.820000,1781660951.120790243,1781660951.120842695,1781660951.334912777,1781660951.334923029,1
42,0.840000,1781660951.354324818,1781660951.354378223,1781660951.568095446,1781660951.568103313,1
43,0.860000,1781660951.587722540,1781660951.587795019,1781660951.800778151,1781660951.800788164,1
44,0.880000,1781660951.821315050,1781660951.821379900,1781660952.034202576,1781660952.034212589,1
45,0.900000,1781660952.054767132,1781660952.054816246,1781660952.266900539,1781660952.266911030,1
46,0.920000,1781660952.288317442,1781660952.288395166,1781660952.503428936,1781660952.503437042,1
47,0.940000,1781660952.521816969,1781660952.521868229,1781660952.733109951,1781660952.733119726,1
48,0.960000,1781660952.755315304,1781660952.755372047,1781660952.965014219,1781660952.965022802,1
49,0.980000,1781660952.972220659,1781660952.972265482,1781660953.180764914,1781660953.180774450,1
50,1.000000,1781660953.205839157,1781660953.205904961,1781660953.413721800,1781660953.413729429,1
51,1.019999,1781660953.422703028,1781660953.422747850,1781660953.627073765,1781660953.627083778,1
52,1.039999,1781660953.639554739,1781660953.639606714,1781660953.842141151,1781660953.842149258,1
53,1.059999,1781660953.856265545,1781660953.856311798,1781660954.057817936,1781660954.057827473,1
54,1.079999,1781660954.073217869,1781660954.073269129,1781660954.273898602,1781660954.273906708,1
55,1.099999,1781660954.289911985,1781660954.289961100,1781660954.490839720,1781660954.490850210,1
56,1.119999,1781660954.506777525,1781660954.506824732,1781660954.708069086,1781660954.708080292,1
57,1.139999,1781660954.723769188,1781660954.723820448,1781660954.925838232,1781660954.925848246,1
58,1.159999,1781660954.940536022,1781660954.940584660,1781660955.142187595,1781660955.142195225,1
59,1.179999,1781660955.157323122,1781660955.157400608,1781660955.359803200,1781660955.359812498,1
60,1.199999,1781660955.424430847,1781660955.424479246,1781660955.627402067,1781660955.627410412,1
61,1.219999,1781660955.641187668,1781660955.641234159,1781660955.858286142,1781660955.858298779,1
62,1.239999,1781660955.874668121,1781660955.874736547,1781660956.080920458,1781660956.080929279,1
63,1.259999,1781660956.091443300,1781660956.091489792,1781660956.296097994,1781660956.296110153,1
64,1.279999,1781660956.308211088,1781660956.308257818,1781660956.514120102,1781660956.514127970,1
65,1.299999,1781660956.525071621,1781660956.525115252,1781660956.730442524,1781660956.730453014,1
66,1.319999,1781660956.741947174,1781660956.741991520,1781660956.947913885,1781660956.947922707,1
67,1.339999,1781660956.958895683,1781660956.958941221,1781660957.165541649,1781660957.165550947,1
68,1.359999,1781660957.175580263,1781660957.175625563,1781660957.381638288,1781660957.381646633,1
69,1.379999,1781660957.392556429,1781660957.392600775,1781660957.598062038,1781660957.598071814,1
70,1.399999,1781660957.609250069,1781660957.609295130,1781660957.815655231,1781660957.815663576,1
71,1.419999,1781660957.826248407,1781660957.826295137,1781660958.033522606,1781660958.033532143,1
72,1.439999,1781660958.043058634,1781660958.043104410,1781660958.249804497,1781660958.249812841,1
73,1.459999,1781660958.259986162,1781660958.260033607,1781660958.466743231,1781660958.466752768,1
74,1.479999,1781660958.476813078,1781660958.476861000,1781660958.684187174,1781660958.684194803,1
75,1.499999,1781660958.693605185,1781660958.693650723,1781660958.900216341,1781660958.900226355,1
76,1.519999,1781660958.910431385,1781660958.910496950,1781660959.118679047,1781660959.118687630,1
77,1.539999,1781660959.127364159,1781660959.127413034,1781660959.332727671,1781660959.332736969,1
78,1.559999,1781660959.344198227,1781660959.344243765,1781660959.548657179,1781660959.548665524,1
79,1.579999,1781660959.560928822,1781660959.560973406,1781660959.764825344,1781660959.764835835,1
80,1.599999,1781660959.777718544,1781660959.777768612,1781660959.981846333,1781660959.981854439,1
81,1.619999,1781660959.994666338,1781660959.994733810,1781660960.200486183,1781660960.200495243,1
82,1.639999,1781660960.211610079,1781660960.211659670,1781660960.416647196,1781660960.416655302,1
83,1.659999,1781660960.428404570,1781660960.428450823,1781660960.634969234,1781660960.634978771,1
84,1.679999,1781660960.645243168,1781660960.645290613,1781660960.851640224,1781660960.851648331,1
85,1.699999,1781660960.861997604,1781660960.862040520,1781660961.066058397,1781660961.066068411,1
86,1.719999,1781660961.078862906,1781660961.078907728,1781660961.283174515,1781660961.283182383,1
87,1.739999,1781660961.295707226,1781660961.295753241,1781660961.500463724,1781660961.500473261,1
88,1.759999,1781660961.512544394,1781660961.512590885,1781660961.717212677,1781660961.717221260,1
89,1.779999,1781660961.729347944,1781660961.729398966,1781660961.933973312,1781660961.933984280,1
90,1.799999,1781660961.946537971,1781660961.946585894,1781660962.150601625,1781660962.150609732,1
91,1.819999,1781660962.163034916,1781660962.163086414,1781660962.367831469,1781660962.367842197,1
92,1.839999,1781660962.379903555,1781660962.379948378,1781660962.583555222,1781660962.583562851,1
93,1.859999,1781660962.596795321,1781660962.596842527,1781660962.800981045,1781660962.800992012,1
94,1.879999,1781660962.813759089,1781660962.813806295,1781660963.020694256,1781660963.020701647,1
95,1.899999,1781660963.030591488,1781660963.030637980,1781660963.236980915,1781660963.236991167,1
96,1.919999,1781660963.247277737,1781660963.247323275,1781660963.452263594,1781660963.452273369,1
97,1.939999,1781660963.464303017,1781660963.464349747,1781660963.668586969,1781660963.668597221,1
98,1.959999,1781660963.681140184,1781660963.681185722,1781660963.885582447,1781660963.885590553,1
99,1.979999,1781660963.897798538,1781660963.897843122,1781660964.102911711,1781660964.102921963,1
100,1.999999,1781660964.114683867,1781660964.114729166,1781660964.319916487,1781660964.319924831,1
101,2.019999,1781660964.331677675,1781660964.331722260,1781660964.537208796,1781660964.537218332,1
102,2.039999,1781660964.548559904,1781660964.548610449,1781660964.754420280,1781660964.754428625,1
103,2.059999,1781660964.765256166,1781660964.765305758,1781660964.971165657,1781660964.971175909,1
104,2.079999,1781660964.982035637,1781660964.982081652,1781660965.189225435,1781660965.189233303,1
105,2.099999,1781660965.199021816,1781660965.199067354,1781660965.404758930,1781660965.404768944,1
106,2.119999,1781660965.415769100,1781660965.415814161,1781660965.622940063,1781660965.622947693,1
107,2.139999,1781660965.632730961,1781660965.632776976,1781660965.840090036,1781660965.840100288,1
108,2.159999,1781660965.849563837,1781660965.849610806,1781660966.057331085,1781660966.057339907,1
109,2.179999,1781660966.083070517,1781660966.083142996,1781660966.290523291,1781660966.290533304,1
110,2.199999,1781660966.299801111,1781660966.299845457,1781660966.506117821,1781660966.506125212,1
111,2.219999,1781660966.516792536,1781660966.516838312,1781660966.722375154,1781660966.722385406,1
112,2.239999,1781660966.733636141,1781660966.733681440,1781660966.939666271,1781660966.939674139,1
113,2.259999,1781660966.950467825,1781660966.950513124,1781660967.155891657,1781660967.155901909,1
114,2.279999,1781660967.167260408,1781660967.167306185,1781660967.372891188,1781660967.372898817,1
115,2.299999,1781660967.384159803,1781660967.384208918,1781660967.589828968,1781660967.589838505,1
116,2.319999,1781660967.600933313,1781660967.600978613,1781660967.806538820,1781660967.806546926,1
117,2.339999,1781660967.818080425,1781660967.818129301,1781660968.024109364,1781660968.024118900,1
118,2.359999,1781660968.034757614,1781660968.034803867,1781660968.240097046,1781660968.240104914,1
119,2.379999,1781660968.251630068,1781660968.251675844,1781660968.455858231,1781660968.455867290,1
120,2.399999,1781660968.468291998,1781660968.468335152,1781660968.672499180,1781660968.672507286,1
121,2.419999,1781660968.685130358,1781660968.685185909,1781660968.887746811,1781660968.887756824,1
122,2.439999,1781660968.902111769,1781660968.902159214,1781660969.103944302,1781660969.103952169,1
123,2.459999,1781660969.118841171,1781660969.118888617,1781660969.318169355,1781660969.318180323,1
124,2.479999,1781660969.335727215,1781660969.335777760,1781660969.534020662,1781660969.534029245,1
125,2.499999,1781660969.552665949,1781660969.552719593,1781660969.752036810,1781660969.752046585,1
126,2.519999,1781660969.769384146,1781660969.769436598,1781660969.967429161,1781660969.967437267,1
