macro_frame,sim_time,t1w_utc,t2_utc,t3_utc,t_force_utc,seq_ok
61,1.220000,1781244065.118134260,1781244065.119782448,1781244065.233713627,1781244065.233720779,1
62,1.240000,1781244065.251493692,1781244065.253191471,1781244065.366594791,1781244065.366600990,1
63,1.260000,1781244065.384977102,1781244065.386724234,1781244065.502149343,1781244065.502156734,1
64,1.280000,1781244065.518348217,1781244065.520075083,1781244065.634153366,1781244065.634159327,1
65,1.300000,1781244065.651868343,1781244065.653589010,1781244065.767116547,1781244065.767124653,1
66,1.320000,1781244065.785274506,1781244065.787072182,1781244065.901010036,1781244065.901016951,1
67,1.340000,1781244065.918793917,1781244065.920603752,1781244066.033958197,1781244066.033966064,1
68,1.360000,1781244066.052251339,1781244066.054045677,1781244066.167528868,1781244066.167534828,1
69,1.380000,1781244066.185718536,1781244066.187586784,1781244066.300476789,1781244066.300484896,1
70,1.400000,1781244066.319182873,1781244066.321212530,1781244066.434401035,1781244066.434406996,1
71,1.420000,1781244066.452506781,1781244066.454369545,1781244066.567537546,1781244066.567545652,1
72,1.440000,1781244066.585990191,1781244066.587906837,1781244066.701294184,1781244066.701301098,1
73,1.460000,1781244066.719443560,1781244066.721434116,1781244066.834196329,1781244066.834203482,1
74,1.480000,1781244066.852927685,1781244066.854891062,1781244066.969134092,1781244066.969139814,1
75,1.500000,1781244066.986351728,1781244066.988323927,1781244067.100441694,1781244067.100449324,1
76,1.520000,1781244067.119931698,1781244067.122946024,1781244067.236511946,1781244067.236520052,1
77,1.540000,1781244067.253175974,1781244067.255201578,1781244067.367697477,1781244067.367704868,1
78,1.560000,1781244067.386674166,1781244067.389752388,1781244067.504147530,1781244067.504155636,1
79,1.580000,1781244067.520143032,1781244067.522190332,1781244067.635318279,1781244067.635325193,1
80,1.600000,1781244067.687110186,1781244067.689161777,1781244067.803058624,1781244067.803067207,1
81,1.620000,1781244067.821532011,1781244067.823624372,1781244067.936871767,1781244067.936880112,1
82,1.640000,1781244067.956212044,1781244067.959427595,1781244068.074631929,1781244068.074639559,1
83,1.660000,1781244068.108724117,1781244068.110933304,1781244068.224150419,1781244068.224157333,1
84,1.680000,1781244068.241283178,1781244068.243434191,1781244068.356115341,1781244068.356124640,1
85,1.700000,1781244068.389365673,1781244068.391618729,1781244068.510878801,1781244068.510886431,1
86,1.720000,1781244068.520851612,1781244068.523100376,1781244068.637052774,1781244068.637060881,1
87,1.740000,1781244068.654528618,1781244068.656866550,1781244068.770291567,1781244068.770299435,1
88,1.760000,1781244068.787971497,1781244068.790352821,1781244068.903643847,1781244068.903652906,1
89,1.780000,1781244068.921198606,1781244068.923442125,1781244069.037287474,1781244069.037294865,1
90,1.800000,1781244069.054659843,1781244069.057089806,1781244069.170758724,1781244069.170766592,1
91,1.820000,1781244069.188090563,1781244069.190682173,1781244069.303668737,1781244069.303676128,1
92,1.840000,1781244069.321757555,1781244069.324096441,1781244069.436964750,1781244069.436973095,1
93,1.860000,1781244069.455174208,1781244069.457545996,1781244069.569864750,1781244069.569873095,1
94,1.880000,1781244069.605431318,1781244069.607823610,1781244069.722026825,1781244069.722034931,1
95,1.900000,1781244069.738527298,1781244069.740991592,1781244069.854161263,1781244069.854168415,1
96,1.920000,1781244069.872249365,1781244069.874674082,1781244069.987478971,1781244069.987487316,1
97,1.940000,1781244070.005624771,1781244070.009356499,1781244070.124719143,1781244070.124726295,1
98,1.960000,1781244070.139024973,1781244070.141762972,1781244070.254995346,1781244070.255001783,1
99,1.980000,1781244070.272335291,1781244070.274910450,1781244070.387459278,1781244070.387467623,1
100,2.000000,1781244070.405944586,1781244070.408724546,1781244070.521535635,1781244070.521542072,1
101,2.020000,1781244070.539223671,1781244070.541859388,1781244070.655410528,1781244070.655417681,1
102,2.040000,1781244070.672680140,1781244070.675345182,1781244070.787487030,1781244070.787494183,1
103,2.060000,1781244070.806092501,1781244070.808693171,1781244070.921982288,1781244070.921989918,1
104,2.080000,1781244070.939569473,1781244070.942191601,1781244071.055302143,1781244071.055308104,1
105,2.100000,1781244071.073049784,1781244071.075757980,1781244071.188577652,1781244071.188585520,1
106,2.120000,1781244071.206427813,1781244071.209145308,1781244071.322235823,1781244071.322241545,1
107,2.140000,1781244071.339941263,1781244071.342751265,1781244071.456011772,1781244071.456019640,1
108,2.160000,1781244071.473278522,1781244071.476001263,1781244071.589091301,1781244071.589097500,1
109,2.180000,1781244071.606785059,1781244071.609511375,1781244071.722111702,1781244071.722118616,1
110,2.200000,1781244071.740405321,1781244071.743880749,1781244071.858422756,1781244071.858428955,1
111,2.220000,1781244071.873698711,1781244071.876501799,1781244071.989427090,1781244071.989434004,1
112,2.240000,1781244072.007143736,1781244072.009956598,1781244072.123103380,1781244072.123109818,1
113,2.260000,1781244072.140661478,1781244072.143671989,1781244072.257652760,1781244072.257660389,1
114,2.280000,1781244072.274132729,1781244072.277003527,1781244072.390507698,1781244072.390513659,1
115,2.300000,1781244072.407452822,1781244072.410488367,1781244072.523362398,1781244072.523370504,1
116,2.320000,1781244072.540873766,1781244072.543840170,1781244072.656529903,1781244072.656536818,1
117,2.340000,1781244072.674397707,1781244072.677319527,1781244072.790090084,1781244072.790097952,1
118,2.360000,1781244072.807833195,1781244072.810833454,1781244072.923525095,1781244072.923531294,1
119,2.380000,1781244072.941431522,1781244072.945556164,1781244073.058724165,1781244073.058732033,1
120,2.400000,1781244073.074671030,1781244073.078426838,1781244073.192626953,1781244073.192633152,1
121,2.420000,1781244073.208044052,1781244073.211158514,1781244073.323186398,1781244073.323194265,1
122,2.440000,1781244073.341800690,1781244073.345249176,1781244073.458585501,1781244073.458591461,1
123,2.460000,1781244073.475050211,1781244073.478210926,1781244073.595221281,1781244073.595228910,1
124,2.480000,1781244073.608488083,1781244073.613113165,1781244073.729622126,1781244073.729628325,1
125,2.500000,1781244073.741801739,1781244073.744999647,1781244073.859408855,1781244073.859416485,1
126,2.520000,1781244073.875453949,1781244073.878765345,1781244073.993123770,1781244073.993130684,1
127,2.540000,1781244074.008733749,1781244074.011876345,1781244074.126854897,1781244074.126862526,1
128,2.560000,1781244074.142182827,1781244074.145501137,1781244074.258228064,1781244074.258234739,1
129,2.580000,1781244074.275619745,1781244074.278873682,1781244074.391753912,1781244074.391762257,1
130,2.600000,1781244074.409097910,1781244074.412437916,1781244074.556142569,1781244074.556149960,1
131,2.620000,1781244074.575827599,1781244074.579087734,1781244074.691428900,1781244074.691437721,1
132,2.640000,1781244074.709548950,1781244074.713074923,1781244074.826171875,1781244074.826177835,1
133,2.660000,1781244074.842759848,1781244074.846075535,1781244074.958647251,1781244074.958654881,1
134,2.680000,1781244074.976315498,1781244074.979607105,1781244075.092437267,1781244075.092443466,1
135,2.700000,1781244075.109706640,1781244075.113067865,1781244075.225192785,1781244075.225200891,1
136,2.720000,1781244075.243188620,1781244075.246632814,1781244075.359597683,1781244075.359603882,1
137,2.740000,1781244075.376595497,1781244075.380052567,1781244075.492044210,1781244075.492052317,1
138,2.760000,1781244075.577550173,1781244075.581663847,1781244075.697703600,1781244075.697710037,1
139,2.780000,1781244075.710148811,1781244075.713607788,1781244075.825591564,1781244075.825599909,1
140,2.800000,1781244075.843616724,1781244075.847053289,1781244075.959858179,1781244075.959864378,1
141,2.820000,1781244075.977081299,1781244075.980524778,1781244076.093288422,1781244076.093296289,1
142,2.840000,1781244076.110731602,1781244076.114270210,1781244076.227096319,1781244076.227102757,1
143,2.860000,1781244076.243906260,1781244076.248299122,1781244076.359528542,1781244076.359536648,1
144,2.880000,1781244076.377355099,1781244076.380840302,1781244076.492923021,1781244076.492928982,1
145,2.900000,1781244076.510798693,1781244076.514348507,1781244076.626311541,1781244076.626319170,1
146,2.920000,1781244076.644274712,1781244076.647871494,1781244076.760094881,1781244076.760100603,1
147,2.940000,1781244076.777699947,1781244076.781378746,1781244076.893267393,1781244076.893274069,1
148,2.960000,1781244076.911121130,1781244076.915140152,1781244077.026987791,1781244077.026993752,1
149,2.980000,1781244077.044606924,1781244077.048211575,1781244077.159782648,1781244077.159790754,1
150,3.000000,1781244077.178018093,1781244077.181782722,1781244077.293658972,1781244077.293665648,1
151,3.020000,1781244077.311424494,1781244077.315093994,1781244077.426410198,1781244077.426418066,1
152,3.040000,1781244077.444927692,1781244077.448657751,1781244077.560447693,1781244077.560454130,1
153,3.060000,1781244077.578438044,1781244077.582225084,1781244077.694061518,1781244077.694069862,1
154,3.080000,1781244077.711943626,1781244077.715647697,1781244077.827638626,1781244077.827644587,1
155,3.100000,1781244077.845386744,1781244077.849272728,1781244077.963509321,1781244077.963517189,1
156,3.120000,1781244077.978649855,1781244077.982458353,1781244078.094835997,1781244078.094842196,1
157,3.140000,1781244078.112221479,1781244078.116116047,1781244078.229037762,1781244078.229046106,1
158,3.160000,1781244078.245578289,1781244078.249417543,1781244078.361989260,1781244078.361997366,1
159,3.180000,1781244078.378985643,1781244078.382902622,1781244078.495409012,1781244078.495416880,1
160,3.200000,1781244078.512463093,1781244078.516396761,1781244078.629347324,1781244078.629353523,1
161,3.220000,1781244078.645960808,1781244078.649950743,1781244078.763613701,1781244078.763620615,1
162,3.240000,1781244078.779260874,1781244078.783302546,1781244078.895630360,1781244078.895636082,1
163,3.260000,1781244078.912808657,1781244078.916918039,1781244079.031185865,1781244079.031193495,1
164,3.280000,1781244079.046365023,1781244079.050496578,1781244079.164349794,1781244079.164356709,1
165,3.300000,1781244079.179655790,1781244079.183783770,1781244079.297012806,1781244079.297020435,1
166,3.320000,1781244079.313107729,1781244079.317271709,1781244079.430485010,1781244079.430491209,1
167,3.340000,1781244079.446502209,1781244079.450690985,1781244079.591388702,1781244079.591398716,1
168,3.360000,1781244079.613695145,1781244079.619265079,1781244079.733268738,1781244079.733275652,1
169,3.380000,1781244079.746849775,1781244079.751047611,1781244079.864209652,1781244079.864217758,1
170,3.400000,1781244079.880439997,1781244079.886697292,1781244080.001370192,1781244080.001377821,1
171,3.420000,1781244080.013708353,1781244080.017867565,1781244080.130604506,1781244080.130613327,1
172,3.440000,1781244080.147148132,1781244080.151408672,1781244080.265015841,1781244080.265022039,1
173,3.460000,1781244080.280551434,1781244080.284797668,1781244080.398269892,1781244080.398277283,1
174,3.480000,1781244080.414058685,1781244080.418287039,1781244080.531414986,1781244080.531421423,1
175,3.500000,1781244080.547404289,1781244080.551610708,1781244080.663868189,1781244080.663876057,1
176,3.520000,1781244080.680935860,1781244080.685404778,1781244080.799557924,1781244080.799564362,1
177,3.540000,1781244080.814299583,1781244080.818600893,1781244080.931040525,1781244080.931049585,1
178,3.560000,1781244080.947796106,1781244080.952070475,1781244081.064441919,1781244081.064448595,1
179,3.580000,1781244081.081302643,1781244081.085669279,1781244081.198147058,1781244081.198155165,1
180,3.600000,1781244081.214679956,1781244081.220817327,1781244081.334960222,1781244081.334965944,1
181,3.620000,1781244081.348062992,1781244081.352524042,1781244081.465116501,1781244081.465125084,1
182,3.640000,1781244081.481702805,1781244081.486178637,1781244081.598897457,1781244081.598903656,1
183,3.660000,1781244081.614975214,1781244081.619384289,1781244081.731830120,1781244081.731838226,1
184,3.680000,1781244081.748426914,1781244081.752867699,1781244081.865028858,1781244081.865036249,1
185,3.700000,1781244081.881951809,1781244081.886475086,1781244081.999158621,1781244081.999167204,1
186,3.720000,1781244082.015448093,1781244082.020020008,1781244082.133704424,1781244082.133712053,1
187,3.740000,1781244082.148851871,1781244082.154414177,1781244082.267648220,1781244082.267656088,1
188,3.760000,1781244082.282379150,1781244082.286890030,1781244082.399811506,1781244082.399817944,1
189,3.780000,1781244082.415809393,1781244082.420480013,1781244082.534062386,1781244082.534070015,1
190,3.800000,1781244082.549107790,1781244082.553738356,1781244082.666828632,1781244082.666834593,1
191,3.820000,1781244082.682543755,1781244082.687132120,1781244082.801537037,1781244082.801545143,1
192,3.840000,1781244082.816003323,1781244082.820626497,1781244082.934336185,1781244082.934344530,1
193,3.860000,1781244082.949406147,1781244082.954177618,1781244083.068159819,1781244083.068167925,1
194,3.880000,1781244083.082960606,1781244083.087821722,1781244083.207065582,1781244083.207074165,1
195,3.900000,1781244083.232990026,1781244083.238280535,1781244083.351925611,1781244083.351933241,1
196,3.920000,1781244083.366493702,1781244083.371179342,1781244083.484325409,1781244083.484332561,1
197,3.940000,1781244083.499906301,1781244083.504710674,1781244083.625021219,1781244083.625028849,1
198,3.960000,1781244083.649952173,1781244083.654809713,1781244083.768403530,1781244083.768412590,1
199,3.980000,1781244083.783412695,1781244083.788323164,1781244083.901494741,1781244083.901503563,1
200,4.000000,1781244083.917016745,1781244083.921827555,1781244084.035911798,1781244084.035919905,1
201,4.020000,1781244084.050479412,1781244084.055755854,1781244084.170090914,1781244084.170099735,1
202,4.040000,1781244084.183947802,1781244084.189333916,1781244084.304378510,1781244084.304386616,1
203,4.060000,1781244084.317149639,1781244084.322225094,1781244084.435804367,1781244084.435813665,1
204,4.080000,1781244084.450808764,1781244084.455708504,1781244084.600639820,1781244084.600649118,1
205,4.100000,1781244084.617572308,1781244084.622794867,1781244084.736426830,1781244084.736434221,1
206,4.120000,1781244084.750906706,1781244084.755863190,1781244084.870048523,1781244084.870056868,1
207,4.140000,1781244084.884535313,1781244084.889508009,1781244085.003178358,1781244085.003186464,1
208,4.160000,1781244085.017820358,1781244085.023000479,1781244085.137620449,1781244085.137628078,1
209,4.180000,1781244085.151134253,1781244085.156481981,1781244085.270808935,1781244085.270817041,1
210,4.200000,1781244085.284672976,1781244085.289715052,1781244085.404023886,1781244085.404031992,1
211,4.220000,1781244085.418092012,1781244085.425720930,1781244085.539530754,1781244085.539538622,1
212,4.240000,1781244085.551456213,1781244085.556594849,1781244085.670562267,1781244085.670570135,1
213,4.260000,1781244085.684945107,1781244085.690139055,1781244085.803545952,1781244085.803553820,1
214,4.280000,1781244085.818645954,1781244085.825916529,1781244085.940366030,1781244085.940373421,1
215,4.300000,1781244085.951999903,1781244085.957339764,1781244086.070985794,1781244086.070992947,1
216,4.320000,1781244086.085544348,1781244086.090962410,1781244086.203957319,1781244086.203964472,1
217,4.340000,1781244086.218735218,1781244086.224064350,1781244086.337292910,1781244086.337300539,1
218,4.360000,1781244086.352321386,1781244086.357636213,1781244086.471267223,1781244086.471273899,1
219,4.380000,1781244086.485637188,1781244086.490880489,1781244086.603889942,1781244086.603898048,1
220,4.400000,1781244086.619340658,1781244086.625887156,1781244086.739793062,1781244086.739799261,1
221,4.420000,1781244086.752813816,1781244086.758270264,1781244086.871674061,1781244086.871681690,1
222,4.440000,1781244086.886106968,1781244086.891566277,1781244087.005306959,1781244087.005312920,1
223,4.460000,1781244087.019465446,1781244087.024873018,1781244087.138761282,1781244087.138768673,1
224,4.480000,1781244087.152864218,1781244087.158218861,1781244087.271752119,1781244087.271757841,1
225,4.500000,1781244087.286330938,1781244087.291734934,1781244087.404845238,1781244087.404853106,1
226,4.520000,1781244087.419772625,1781244087.425172806,1781244087.538758516,1781244087.538764954,1
227,4.540000,1781244087.553132772,1781244087.558712006,1781244087.672576427,1781244087.672585249,1
228,4.560000,1781244087.686829805,1781244087.692534924,1781244087.807650805,1781244087.807658195,1
229,4.580000,1781244087.836897612,1781244087.842371702,1781244087.956883907,1781244087.956891537,1
230,4.600000,1781244087.970457792,1781244087.976151705,1781244088.091275692,1781244088.091281891,1
231,4.620000,1781244088.103889942,1781244088.109750986,1781244088.223403931,1781244088.223411560,1
232,4.640000,1781244088.237048864,1781244088.242564201,1781244088.356315136,1781244088.356321573,1
233,4.660000,1781244088.370687962,1781244088.376458168,1781244088.490190744,1781244088.490198374,1
234,4.680000,1781244088.504122734,1781244088.510675907,1781244088.624261618,1781244088.624267578,1
235,4.700000,1781244088.637530088,1781244088.643338680,1781244088.756521225,1781244088.756529331,1
236,4.720000,1781244088.770867348,1781244088.776610613,1781244088.890273333,1781244088.890280485,1
237,4.740000,1781244088.904468060,1781244088.910235167,1781244089.023097038,1781244089.023105621,1
238,4.760000,1781244089.037702322,1781244089.043419838,1781244089.157744646,1781244089.157751083,1
239,4.780000,1781244089.171247005,1781244089.177330017,1781244089.290562153,1781244089.290569544,1
240,4.800000,1781244089.304875374,1781244089.310937881,1781244089.425633430,1781244089.425639629,1
241,4.820000,1781244089.438257933,1781244089.444292307,1781244089.557157040,1781244089.557163954,1
242,4.840000,1781244089.571862221,1781244089.578069210,1781244089.693373442,1781244089.693380117,1
243,4.860000,1781244089.705442667,1781244089.711260557,1781244089.825857878,1781244089.825865507,1
244,4.880000,1781244089.838676214,1781244089.845887899,1781244089.959686995,1781244089.959692955,1
245,4.900000,1781244089.972006321,1781244089.977986813,1781244090.093282461,1781244090.093289614,1
246,4.920000,1781244090.105792999,1781244090.111630440,1781244090.225848675,1781244090.225855350,1
247,4.940000,1781244090.238955498,1781244090.247811079,1781244090.364393234,1781244090.364400864,1
248,4.960000,1781244090.389137983,1781244090.395282984,1781244090.508322239,1781244090.508328438,1
249,4.980000,1781244090.522500277,1781244090.528679132,1781244090.641968012,1781244090.641975880,1
250,5.000000,1781244090.656011820,1781244090.662108183,1781244090.776367426,1781244090.776372910,1
251,5.020000,1781244090.789465666,1781244090.795403004,1781244090.908515930,1781244090.908524036,1
252,5.040000,1781244090.922888756,1781244090.929072142,1781244091.042441368,1781244091.042447567,1
253,5.060000,1781244091.056301832,1781244091.064139366,1781244091.177875042,1781244091.177882910,1
254,5.080000,1781244091.189651251,1781244091.196007252,1781244091.311527014,1781244091.311532974,1
255,5.100000,1781244091.323124647,1781244091.329200029,1781244091.443117142,1781244091.443125248,1
256,5.120000,1781244091.456676960,1781244091.462807655,1781244091.577383757,1781244091.577389479,1
257,5.140000,1781244091.589802027,1781244091.595911503,1781244091.709498405,1781244091.709506512,1
258,5.160000,1781244091.723368645,1781244091.729661465,1781244091.843879938,1781244091.843885899,1
259,5.180000,1781244091.857027531,1781244091.863278151,1781244091.976410866,1781244091.976418734,1
260,5.200000,1781244091.990365267,1781244091.996810198,1781244092.111691236,1781244092.111697435,1
261,5.220000,1781244092.123607159,1781244092.129868269,1781244092.243083000,1781244092.243090868,1
262,5.240000,1781244092.257218838,1781244092.263630629,1781244092.376870155,1781244092.376876354,1
263,5.260000,1781244092.390744686,1781244092.397691250,1781244092.510841846,1781244092.510849476,1
264,5.280000,1781244092.524131298,1781244092.530562878,1781244092.646858931,1781244092.646864891,1
265,5.300000,1781244092.657341719,1781244092.665858269,1781244092.779618263,1781244092.779625893,1
266,5.320000,1781244092.791098118,1781244092.798135519,1781244092.911488533,1781244092.911494732,1
267,5.340000,1781244092.924476147,1781244092.930940390,1781244093.043978214,1781244093.043986320,1
268,5.360000,1781244093.057811975,1781244093.064352989,1781244093.178699255,1781244093.178705454,1
269,5.380000,1781244093.191406012,1781244093.198132753,1781244093.312690973,1781244093.312699318,1
270,5.400000,1781244093.324939966,1781244093.331621408,1781244093.445566416,1781244093.445572615,1
271,5.420000,1781244093.458199024,1781244093.464653254,1781244093.578081608,1781244093.578089952,1
272,5.440000,1781244093.591738462,1781244093.598613977,1781244093.714535952,1781244093.714541912,1
273,5.460000,1781244093.724829674,1781244093.731302738,1781244093.844067097,1781244093.844074965,1
274,5.480000,1781244093.858384371,1781244093.864877224,1781244093.977982044,1781244093.977988243,1
275,5.500000,1781244093.992008448,1781244093.998593092,1781244094.141654015,1781244094.141889572,1
276,5.520000,1781244094.158849955,1781244094.168605804,1781244094.284813881,1781244094.284819603,1
277,5.540000,1781244094.308727980,1781244094.315250635,1781244094.428734303,1781244094.428741693,1
278,5.560000,1781244094.442136288,1781244094.448727131,1781244094.562017679,1781244094.562023640,1
279,5.580000,1781244094.575875282,1781244094.582736492,1781244094.696243763,1781244094.696251392,1
280,5.600000,1781244094.709291697,1781244094.716272354,1781244094.830978870,1781244094.830985069,1
281,5.620000,1781244094.842469215,1781244094.851665974,1781244094.965796471,1781244094.965804100,1
282,5.640000,1781244094.976052284,1781244094.984566450,1781244095.102592230,1781244095.102598190,1
283,5.660000,1781244095.126262188,1781244095.133153200,1781244095.260806322,1781244095.260816574,1
284,5.680000,1781244095.276412249,1781244095.283968925,1781244095.398193121,1781244095.398199797,1
285,5.700000,1781244095.409574747,1781244095.416460752,1781244095.530105591,1781244095.530113459,1
286,5.720000,1781244095.543033361,1781244095.549785137,1781244095.663210392,1781244095.663217068,1
287,5.740000,1781244095.676558733,1781244095.683515787,1781244095.797072411,1781244095.797080517,1
288,5.760000,1781244095.809924364,1781244095.816708565,1781244095.930665731,1781244095.930672169,1
289,5.780000,1781244095.943596363,1781244095.950687408,1781244096.064944744,1781244096.064951897,1
290,5.800000,1781244096.093750715,1781244096.101064444,1781244096.215251923,1781244096.215257883,1
291,5.820000,1781244096.227093697,1781244096.234241247,1781244096.348712683,1781244096.348720551,1
292,5.840000,1781244096.362083673,1781244096.372546911,1781244096.491002560,1781244096.491008520,1
293,5.860000,1781244096.510726929,1781244096.517971516,1781244096.631496429,1781244096.631504059,1
294,5.880000,1781244096.644285202,1781244096.651279449,1781244096.764975548,1781244096.764982224,1
295,5.900000,1781244096.777350187,1781244096.784509420,1781244096.897453070,1781244096.897460461,1
296,5.920000,1781244096.910967112,1781244096.918098927,1781244097.032461882,1781244097.032468319,1
297,5.940000,1781244097.044567585,1781244097.054125309,1781244097.166970730,1781244097.166979313,1
298,5.960000,1781244097.178012848,1781244097.185054541,1781244097.298937321,1781244097.298943758,1
299,5.980000,1781244097.311372519,1781244097.318565369,1781244097.431880474,1781244097.431887865,1
300,6.000000,1781244097.444614172,1781244097.451708078,1781244097.564878941,1781244097.564884663,1
301,6.020000,1781244097.578264236,1781244097.585595846,1781244097.698701143,1781244097.698711634,1
302,6.040000,1781244097.712431669,1781244097.719875097,1781244097.847856045,1781244097.847862005,1
303,6.060000,1781244097.861817598,1781244097.872626543,1781244097.987938643,1781244097.987945795,1
304,6.080000,1781244098.011799812,1781244098.019215345,1781244098.132683992,1781244098.132689953,1
305,6.100000,1781244098.145256519,1781244098.152496099,1781244098.266854048,1781244098.266861200,1
306,6.120000,1781244098.278673887,1781244098.286012650,1781244098.399810553,1781244098.399816751,1
307,6.140000,1781244098.412106514,1781244098.419497490,1781244098.532786846,1781244098.532793999,1
