macro_frame,sim_time_mjc,sim_time_xpbd,t1_utc,t1w_utc,t2_utc,t3_utc,t_force_utc,t4_utc,t_step_utc,t1_next_utc,dt_t1_t1w,dt_t1w_t2,dt_t2_t3,dt_t3_tforce,dt_tforce_t4,dt_t4_tstep,dt_tstep_t1next,dt_t1_t1next,cycle_order_ok,paired,note
10,0.000000,0.200000,1781244058.135791302,1781244058.145689249,1781244058.146409988,1781244058.261312246,1781244058.261318445,1781244058.263036013,1781244058.263048410,1781244058.268827677,0.009898,0.000721,0.114902,0.000006,0.001718,0.000012,0.005779,0.133036,1,1,sim_time_mjc
11,0.000000,0.220000,1781244058.268827677,1781244058.362793684,1781244058.363338232,1781244058.477846384,1781244058.477853775,1781244058.478206396,1781244058.478224993,1781244058.486396074,0.093966,0.000545,0.114508,0.000007,0.000353,0.000019,0.008171,0.217568,1,1,sim_time_mjc
12,0.000000,0.240000,1781244058.486396074,1781244058.495998383,1781244058.496546507,1781244058.609528780,1781244058.609534502,1781244058.609717846,1781244058.609729052,1781244058.615210772,0.009602,0.000548,0.112982,0.000006,0.000183,0.000011,0.005482,0.128815,1,1,sim_time_mjc
13,0.000000,0.260000,1781244058.615210772,1781244058.629374504,1781244058.629956007,1781244058.750725746,1781244058.750733852,1781244058.752894402,1781244058.752907038,1781244058.760663748,0.014164,0.000582,0.120770,0.000008,0.002161,0.000013,0.007757,0.145453,1,1,sim_time_mjc
14,0.000000,0.280000,1781244058.760663748,1781244058.762974977,1781244058.763951302,1781244058.877835989,1781244058.877841949,1781244058.879483223,1781244058.879500628,1781244058.885071516,0.002311,0.000976,0.113885,0.000006,0.001641,0.000017,0.005571,0.124408,1,1,sim_time_mjc
15,0.000000,0.300000,1781244058.885071516,1781244058.896492004,1781244058.897124290,1781244059.015204191,1781244059.015212297,1781244059.015832663,1781244059.015854359,1781244059.024081707,0.011420,0.000632,0.118080,0.000008,0.000620,0.000022,0.008227,0.139010,1,1,sim_time_mjc
16,0.000000,0.320000,1781244059.024081707,1781244059.029674530,1781244059.030304193,1781244059.143892527,1781244059.143899202,1781244059.145111799,1781244059.145129442,1781244059.154735804,0.005593,0.000630,0.113588,0.000007,0.001213,0.000018,0.009606,0.130654,1,1,sim_time_mjc
17,0.000000,0.340000,1781244059.154735804,1781244059.163275003,1781244059.163920641,1781244059.276900530,1781244059.276907921,1781244059.278491735,1781244059.278501987,1781244059.284434080,0.008539,0.000646,0.112980,0.000007,0.001584,0.000010,0.005932,0.129698,1,1,sim_time_mjc
18,0.000000,0.360000,1781244059.284434080,1781244059.296717167,1781244059.297408342,1781244059.410210609,1781244059.410216331,1781244059.412161112,1781244059.412178278,1781244059.419377804,0.012283,0.000691,0.112802,0.000006,0.001945,0.000017,0.007200,0.134944,1,1,sim_time_mjc
19,0.000000,0.380000,1781244059.419377804,1781244059.430077553,1781244059.431148291,1781244059.546224356,1781244059.546232224,1781244059.547214270,1781244059.547232151,1781244059.554116249,0.010700,0.001071,0.115076,0.000008,0.000982,0.000018,0.006884,0.134738,1,1,sim_time_mjc
20,0.000000,0.400000,1781244059.554116249,1781244059.563711643,1781244059.564663649,1781244059.677947998,1781244059.677953720,1781244059.678594828,1781244059.678611040,1781244059.687254429,0.009595,0.000952,0.113284,0.000006,0.000641,0.000016,0.008643,0.133138,1,1,sim_time_mjc
21,0.000000,0.420000,1781244059.687254429,1781244059.696990252,1781244059.698065042,1781244059.810263157,1781244059.810270309,1781244059.811313391,1781244059.811330795,1781244059.821202278,0.009736,0.001075,0.112198,0.000007,0.001043,0.000017,0.009871,0.133948,1,1,sim_time_mjc
22,0.000000,0.440000,1781244059.821202278,1781244059.830448151,1781244059.831622839,1781244059.948621511,1781244059.948627949,1781244059.949713707,1781244059.949732542,1781244059.956133127,0.009246,0.001175,0.116999,0.000006,0.001086,0.000019,0.006401,0.134931,1,1,sim_time_mjc
23,0.000000,0.460000,1781244059.956133127,1781244059.963835716,1781244059.964643240,1781244060.077967882,1781244060.077975512,1781244060.079503059,1781244060.079515219,1781244060.085224867,0.007703,0.000808,0.113325,0.000008,0.001528,0.000012,0.005710,0.129092,1,1,sim_time_mjc
24,0.000000,0.480000,1781244060.085224867,1781244060.097251892,1781244060.098067045,1781244060.213312149,1781244060.213318348,1781244060.214184284,1781244060.214201927,1781244060.220922947,0.012027,0.000815,0.115245,0.000006,0.000866,0.000018,0.006721,0.135698,1,1,sim_time_mjc
25,0.000000,0.500000,1781244060.220922947,1781244060.230726719,1781244060.231554031,1781244060.343256235,1781244060.343264341,1781244060.344589710,1781244060.344607830,1781244060.354128122,0.009804,0.000827,0.111702,0.000008,0.001325,0.000018,0.009520,0.133205,1,1,sim_time_mjc
26,0.000000,0.520000,1781244060.354128122,1781244060.365420580,1781244060.366451979,1781244060.480802774,1781244060.480808735,1781244060.481733561,1781244060.481744051,1781244060.489067078,0.011292,0.001031,0.114351,0.000006,0.000925,0.000010,0.007323,0.134939,1,1,sim_time_mjc
27,0.000000,0.540000,1781244060.489067078,1781244060.497658968,1781244060.498547554,1781244060.610886812,1781244060.610895634,1781244060.612926483,1781244060.612936974,1781244060.620901585,0.008592,0.000889,0.112339,0.000009,0.002031,0.000010,0.007965,0.131835,1,1,sim_time_mjc
28,0.000000,0.560000,1781244060.620901585,1781244060.631075382,1781244060.631961107,1781244060.745267391,1781244060.745273113,1781244060.746708393,1781244060.746725798,1781244060.755908966,0.010174,0.000886,0.113306,0.000006,0.001435,0.000017,0.009183,0.135007,1,1,sim_time_mjc
29,0.000000,0.580000,1781244060.755908966,1781244060.764525175,1781244060.765460491,1781244060.878377199,1781244060.878384590,1781244060.878963709,1781244060.878973961,1781244060.884623766,0.008616,0.000935,0.112917,0.000007,0.000579,0.000010,0.005650,0.128715,1,1,sim_time_mjc
30,0.000000,0.600000,1781244060.884623766,1781244060.898133755,1781244060.899093390,1781244061.011609793,1781244061.011616230,1781244061.013132334,1781244061.013148069,1781244061.021175385,0.013510,0.000960,0.112516,0.000006,0.001516,0.000016,0.008027,0.136552,1,1,sim_time_mjc
31,0.000000,0.620000,1781244061.021175385,1781244061.031403065,1781244061.032524824,1781244061.144173622,1781244061.144181252,1781244061.145997286,1781244061.146014690,1781244061.152532578,0.010228,0.001122,0.111649,0.000008,0.001816,0.000017,0.006518,0.131357,1,1,sim_time_mjc
32,0.000000,0.640000,1781244061.152532578,1781244061.164843559,1781244061.165847540,1781244061.278826237,1781244061.278833866,1781244061.279743433,1781244061.279753685,1781244061.285288334,0.012311,0.001004,0.112979,0.000008,0.000910,0.000010,0.005535,0.132756,1,1,sim_time_mjc
33,0.000000,0.660000,1781244061.285288334,1781244061.298239470,1781244061.299742937,1781244061.414294481,1781244061.414303064,1781244061.416384459,1781244061.416402102,1781244061.423534155,0.012951,0.001503,0.114552,0.000009,0.002081,0.000018,0.007132,0.138246,1,1,sim_time_mjc
34,0.000000,0.680000,1781244061.423534155,1781244061.431869984,1781244061.432894230,1781244061.545568943,1781244061.545574665,1781244061.546042919,1781244061.546053410,1781244061.551616669,0.008336,0.001024,0.112675,0.000006,0.000468,0.000010,0.005563,0.128083,1,1,sim_time_mjc
35,0.000000,0.700000,1781244061.551616669,1781244061.565131426,1781244061.566206217,1781244061.678627014,1781244061.678635120,1781244061.680912495,1781244061.680936337,1781244061.688658237,0.013515,0.001075,0.112421,0.000008,0.002277,0.000024,0.007722,0.137042,1,1,sim_time_mjc
36,0.000000,0.720000,1781244061.688658237,1781244061.698671818,1781244061.700341225,1781244061.813578129,1781244061.813584566,1781244061.814003229,1781244061.814014196,1781244061.819627762,0.010014,0.001669,0.113237,0.000006,0.000419,0.000011,0.005614,0.130970,1,1,sim_time_mjc
37,0.000000,0.740000,1781244061.819627762,1781244061.832281590,1781244061.833480120,1781244061.945598364,1781244061.945605516,1781244061.946069241,1781244061.946079969,1781244061.952073097,0.012654,0.001199,0.112118,0.000007,0.000464,0.000011,0.005993,0.132445,1,1,sim_time_mjc
38,0.000000,0.760000,1781244061.952073097,1781244061.965590954,1781244061.966816664,1781244062.082484245,1781244062.082490206,1781244062.083922386,1781244062.083933592,1781244062.089418650,0.013518,0.001226,0.115668,0.000006,0.001432,0.000011,0.005485,0.137346,1,1,sim_time_mjc
39,0.000000,0.780000,1781244062.089418650,1781244062.098956108,1781244062.100109577,1781244062.212101221,1781244062.212108850,1781244062.213673353,1781244062.213683367,1781244062.219271898,0.009537,0.001153,0.111992,0.000008,0.001565,0.000010,0.005589,0.129853,1,1,sim_time_mjc
40,0.000000,0.800000,1781244062.219271898,1781244062.232502460,1781244062.233780622,1781244062.346333742,1781244062.346338987,1781244062.348672867,1781244062.348690271,1781244062.357434988,0.013231,0.001278,0.112553,0.000005,0.002334,0.000017,0.008745,0.138163,1,1,sim_time_mjc
41,0.000000,0.820000,1781244062.357434988,1781244062.365823507,1781244062.367055655,1781244062.479061365,1781244062.479069233,1781244062.481029987,1781244062.481046438,1781244062.490710735,0.008389,0.001232,0.112006,0.000008,0.001961,0.000016,0.009664,0.133276,1,1,sim_time_mjc
42,0.000000,0.840000,1781244062.490710735,1781244062.499292374,1781244062.500500917,1781244062.612897873,1781244062.612903833,1781244062.614215374,1781244062.614228249,1781244062.620068312,0.008582,0.001209,0.112397,0.000006,0.001312,0.000013,0.005840,0.129358,1,1,sim_time_mjc
43,0.000000,0.860000,1781244062.620068312,1781244062.632795095,1781244062.634047031,1781244062.746682405,1781244062.746690512,1781244062.749123335,1781244062.749140739,1781244062.758639574,0.012727,0.001252,0.112635,0.000008,0.002433,0.000017,0.009499,0.138571,1,1,sim_time_mjc
44,0.000000,0.880000,1781244062.758639574,1781244062.766234398,1781244062.768130064,1781244062.887857676,1781244062.887863398,1781244062.889059305,1781244062.889075994,1781244062.894879818,0.007595,0.001896,0.119728,0.000006,0.001196,0.000017,0.005804,0.136240,1,1,sim_time_mjc
45,0.000000,0.900000,1781244062.894879818,1781244062.899666786,1781244062.900938272,1781244063.013336897,1781244063.013344765,1781244063.014074564,1781244063.014091730,1781244063.022007227,0.004787,0.001271,0.112399,0.000008,0.000730,0.000017,0.007915,0.127127,1,1,sim_time_mjc
46,0.000000,0.920000,1781244063.022007227,1781244063.033105135,1781244063.035022020,1781244063.148390055,1781244063.148396969,1781244063.149394989,1781244063.149411678,1781244063.157334805,0.011098,0.001917,0.113368,0.000007,0.000998,0.000017,0.007923,0.135328,1,1,sim_time_mjc
47,0.000000,0.940000,1781244063.157334805,1781244063.166667938,1781244063.168059826,1781244063.280694485,1781244063.280701399,1781244063.282577991,1781244063.282588482,1781244063.288279295,0.009333,0.001392,0.112635,0.000007,0.001877,0.000010,0.005691,0.130944,1,1,sim_time_mjc
48,0.000000,0.960000,1781244063.288279295,1781244063.300060987,1781244063.301473618,1781244063.414577007,1781244063.414582491,1781244063.416789532,1781244063.416800499,1781244063.422980547,0.011782,0.001413,0.113103,0.000005,0.002207,0.000011,0.006180,0.134701,1,1,sim_time_mjc
49,0.000000,0.980000,1781244063.422980547,1781244063.433449745,1781244063.434850454,1781244063.556205034,1781244063.556212664,1781244063.557788610,1781244063.557799578,1781244063.563445330,0.010469,0.001401,0.121355,0.000008,0.001576,0.000011,0.005646,0.140465,1,1,sim_time_mjc
50,0.000000,1.000000,1781244063.563445330,1781244063.566669226,1781244063.568035603,1781244063.681140423,1781244063.681146622,1781244063.683037043,1781244063.683048248,1781244063.689923525,0.003224,0.001366,0.113105,0.000006,0.001890,0.000011,0.006875,0.126478,1,1,sim_time_mjc
51,0.000000,1.020000,1781244063.689923525,1781244063.700429916,1781244063.702303410,1781244063.815807819,1781244063.815814734,1781244063.818089485,1781244063.818107128,1781244063.826960564,0.010506,0.001873,0.113504,0.000007,0.002275,0.000018,0.008853,0.137037,1,1,sim_time_mjc
52,0.000000,1.040000,1781244063.826960564,1781244063.833893776,1781244063.835337877,1781244063.948615789,1781244063.948621511,1781244063.948869944,1781244063.948880672,1781244063.954568386,0.006933,0.001444,0.113278,0.000006,0.000248,0.000011,0.005688,0.127608,1,1,sim_time_mjc
53,0.000000,1.060000,1781244063.954568386,1781244063.967250109,1781244063.968702793,1781244064.081385374,1781244064.081393719,1781244064.082353354,1781244064.082371950,1781244064.090426922,0.012682,0.001453,0.112683,0.000008,0.000960,0.000019,0.008055,0.135859,1,1,sim_time_mjc
54,0.000000,1.080000,1781244064.090426922,1781244064.101100206,1781244064.103066206,1781244064.224983454,1781244064.224989176,1781244064.226421356,1781244064.226442099,1781244064.236157656,0.010673,0.001966,0.121917,0.000006,0.001432,0.000021,0.009716,0.145731,1,1,sim_time_mjc
55,0.000000,1.100000,1781244064.236157656,1781244064.250703812,1781244064.252268314,1781244064.365841150,1781244064.365848541,1781244064.366648436,1781244064.366657972,1781244064.372402191,0.014546,0.001565,0.113573,0.000007,0.000800,0.000010,0.005744,0.136245,1,1,sim_time_mjc
56,0.000000,1.120000,1781244064.372402191,1781244064.384173632,1781244064.385699034,1781244064.498724937,1781244064.498730898,1781244064.500915289,1781244064.500931978,1781244064.508659363,0.011771,0.001525,0.113026,0.000006,0.002184,0.000017,0.007727,0.136257,1,1,sim_time_mjc
57,0.000000,1.140000,1781244064.508659363,1781244064.517586231,1781244064.519151211,1781244064.631556273,1781244064.631564617,1781244064.632922888,1781244064.632941008,1781244064.643088341,0.008927,0.001565,0.112405,0.000008,0.001358,0.000018,0.010147,0.134429,1,1,sim_time_mjc
58,0.000000,1.160000,1781244064.643088341,1781244064.651155710,1781244064.652722597,1781244064.766042948,1781244064.766048908,1781244064.766710520,1781244064.766727924,1781244064.776382923,0.008067,0.001567,0.113320,0.000006,0.000662,0.000017,0.009655,0.133295,1,1,sim_time_mjc
59,0.000000,1.180000,1781244064.776382923,1781244064.784604311,1781244064.786215305,1781244064.899287224,1781244064.899295568,1781244064.899750948,1781244064.899768829,1781244064.909323215,0.008221,0.001611,0.113072,0.000008,0.000455,0.000018,0.009554,0.132940,1,1,sim_time_mjc
60,0.000000,1.200000,1781244064.909323215,1781244064.985215425,1781244064.986845732,1781244065.101129293,1781244065.101134539,1781244065.102573395,1781244065.102591038,1781244065.112198114,0.075892,0.001630,0.114284,0.000005,0.001439,0.000018,0.009607,0.202875,1,1,sim_time_mjc
61,0.000000,1.220000,1781244065.112198114,1781244065.118134260,1781244065.119782448,1781244065.233713627,1781244065.233720779,1781244065.234164476,1781244065.234181643,1781244065.239913464,0.005936,0.001648,0.113931,0.000007,0.000444,0.000017,0.005732,0.127715,1,1,sim_time_mjc
62,0.000000,1.240000,1781244065.239913464,1781244065.251493692,1781244065.253191471,1781244065.366594791,1781244065.366600990,1781244065.368747473,1781244065.368757725,1781244065.374299288,0.011580,0.001698,0.113403,0.000006,0.002146,0.000010,0.005542,0.134386,1,1,sim_time_mjc
63,0.000000,1.260000,1781244065.374299288,1781244065.384977102,1781244065.386724234,1781244065.502149343,1781244065.502156734,1781244065.502933502,1781244065.502944469,1781244065.508787632,0.010678,0.001747,0.115425,0.000007,0.000777,0.000011,0.005843,0.134488,1,1,sim_time_mjc
64,0.000000,1.280000,1781244065.508787632,1781244065.518348217,1781244065.520075083,1781244065.634153366,1781244065.634159327,1781244065.635895491,1781244065.635906935,1781244065.641530991,0.009561,0.001727,0.114078,0.000006,0.001736,0.000011,0.005624,0.132743,1,1,sim_time_mjc
65,0.000000,1.300000,1781244065.641530991,1781244065.651868343,1781244065.653589010,1781244065.767116547,1781244065.767124653,1781244065.767679691,1781244065.767697334,1781244065.774993420,0.010337,0.001721,0.113528,0.000008,0.000555,0.000018,0.007296,0.133462,1,1,sim_time_mjc
66,0.000000,1.320000,1781244065.774993420,1781244065.785274506,1781244065.787072182,1781244065.901010036,1781244065.901016951,1781244065.903491259,1781244065.903509617,1781244065.912752151,0.010281,0.001798,0.113938,0.000007,0.002474,0.000018,0.009243,0.137759,1,1,sim_time_mjc
67,0.000000,1.340000,1781244065.912752151,1781244065.918793917,1781244065.920603752,1781244066.033958197,1781244066.033966064,1781244066.035396576,1781244066.035415888,1781244066.042918205,0.006042,0.001810,0.113354,0.000008,0.001431,0.000019,0.007502,0.130166,1,1,sim_time_mjc
68,0.000000,1.360000,1781244066.042918205,1781244066.052251339,1781244066.054045677,1781244066.167528868,1781244066.167534828,1781244066.167782068,1781244066.167798758,1781244066.176592350,0.009333,0.001794,0.113483,0.000006,0.000247,0.000017,0.008794,0.133674,1,1,sim_time_mjc
69,0.000000,1.380000,1781244066.176592350,1781244066.185718536,1781244066.187586784,1781244066.300476789,1781244066.300484896,1781244066.301953316,1781244066.301963806,1781244066.307691097,0.009126,0.001868,0.112890,0.000008,0.001468,0.000010,0.005727,0.131099,1,1,sim_time_mjc
70,0.000000,1.400000,1781244066.307691097,1781244066.319182873,1781244066.321212530,1781244066.434401035,1781244066.434406996,1781244066.435084105,1781244066.435101032,1781244066.443357229,0.011492,0.002030,0.113189,0.000006,0.000677,0.000017,0.008256,0.135666,1,1,sim_time_mjc
71,0.000000,1.420000,1781244066.443357229,1781244066.452506781,1781244066.454369545,1781244066.567537546,1781244066.567545652,1781244066.569185257,1781244066.569196224,1781244066.577124357,0.009150,0.001863,0.113168,0.000008,0.001640,0.000011,0.007928,0.133767,1,1,sim_time_mjc
72,0.000000,1.440000,1781244066.577124357,1781244066.585990191,1781244066.587906837,1781244066.701294184,1781244066.701301098,1781244066.701645136,1781244066.701663256,1781244066.708789349,0.008866,0.001917,0.113387,0.000007,0.000344,0.000018,0.007126,0.131665,1,1,sim_time_mjc
73,0.000000,1.460000,1781244066.708789349,1781244066.719443560,1781244066.721434116,1781244066.834196329,1781244066.834203482,1781244066.835349083,1781244066.835366488,1781244066.843356848,0.010654,0.001991,0.112762,0.000007,0.001146,0.000017,0.007990,0.134567,1,1,sim_time_mjc
74,0.000000,1.480000,1781244066.843356848,1781244066.852927685,1781244066.854891062,1781244066.969134092,1781244066.969139814,1781244066.969606638,1781244066.969624043,1781244066.977898836,0.009571,0.001963,0.114243,0.000006,0.000467,0.000017,0.008275,0.134542,1,1,sim_time_mjc
75,0.000000,1.500000,1781244066.977898836,1781244066.986351728,1781244066.988323927,1781244067.100441694,1781244067.100449324,1781244067.100915670,1781244067.100935936,1781244067.109476089,0.008453,0.001972,0.112118,0.000008,0.000466,0.000020,0.008540,0.131577,1,1,sim_time_mjc
76,0.000000,1.520000,1781244067.109476089,1781244067.119931698,1781244067.122946024,1781244067.236511946,1781244067.236520052,1781244067.236881971,1781244067.236901045,1781244067.242892981,0.010456,0.003014,0.113566,0.000008,0.000362,0.000019,0.005992,0.133417,1,1,sim_time_mjc
77,0.000000,1.540000,1781244067.242892981,1781244067.253175974,1781244067.255201578,1781244067.367697477,1781244067.367704868,1781244067.368487120,1781244067.368496895,1781244067.374010324,0.010283,0.002026,0.112496,0.000007,0.000782,0.000010,0.005513,0.131117,1,1,sim_time_mjc
78,0.000000,1.560000,1781244067.374010324,1781244067.386674166,1781244067.389752388,1781244067.504147530,1781244067.504155636,1781244067.505496025,1781244067.505515337,1781244067.511289597,0.012664,0.003078,0.114395,0.000008,0.001340,0.000019,0.005774,0.137279,1,1,sim_time_mjc
79,0.000000,1.580000,1781244067.511289597,1781244067.520143032,1781244067.522190332,1781244067.635318279,1781244067.635325193,1781244067.635993242,1781244067.636010647,1781244067.643536329,0.008853,0.002047,0.113128,0.000007,0.000668,0.000017,0.007526,0.132247,1,1,sim_time_mjc
80,0.000000,1.600000,1781244067.643536329,1781244067.687110186,1781244067.689161777,1781244067.803058624,1781244067.803067207,1781244067.805220127,1781244067.805237532,1781244067.811494350,0.043574,0.002052,0.113897,0.000009,0.002153,0.000017,0.006257,0.167958,1,1,sim_time_mjc
81,0.000000,1.620000,1781244067.811494350,1781244067.821532011,1781244067.823624372,1781244067.936871767,1781244067.936880112,1781244067.938758612,1781244067.938776016,1781244067.944125414,0.010038,0.002092,0.113247,0.000008,0.001878,0.000017,0.005349,0.132631,1,1,sim_time_mjc
82,0.000000,1.640000,1781244067.944125414,1781244067.956212044,1781244067.959427595,1781244068.074631929,1781244068.074639559,1781244068.075444937,1781244068.075462341,1781244068.082915068,0.012087,0.003216,0.115204,0.000008,0.000805,0.000017,0.007453,0.138790,1,1,sim_time_mjc
83,0.000000,1.660000,1781244068.082915068,1781244068.108724117,1781244068.110933304,1781244068.224150419,1781244068.224157333,1781244068.224406242,1781244068.224416494,1781244068.229859352,0.025809,0.002209,0.113217,0.000007,0.000249,0.000010,0.005443,0.146944,1,1,sim_time_mjc
84,0.000000,1.680000,1781244068.229859352,1781244068.241283178,1781244068.243434191,1781244068.356115341,1781244068.356124640,1781244068.357176781,1781244068.357194662,1781244068.363656282,0.011424,0.002151,0.112681,0.000009,0.001052,0.000018,0.006462,0.133797,1,1,sim_time_mjc
85,0.000000,1.700000,1781244068.363656282,1781244068.389365673,1781244068.391618729,1781244068.510878801,1781244068.510886431,1781244068.512311220,1781244068.512328625,1781244068.518346548,0.025709,0.002253,0.119260,0.000008,0.001425,0.000017,0.006018,0.154690,1,1,sim_time_mjc
86,0.000000,1.720000,1781244068.518346548,1781244068.520851612,1781244068.523100376,1781244068.637052774,1781244068.637060881,1781244068.638207436,1781244068.638224840,1781244068.646189451,0.002505,0.002249,0.113952,0.000008,0.001147,0.000017,0.007965,0.127843,1,1,sim_time_mjc
87,0.000000,1.740000,1781244068.646189451,1781244068.654528618,1781244068.656866550,1781244068.770291567,1781244068.770299435,1781244068.772334576,1781244068.772347450,1781244068.777920246,0.008339,0.002338,0.113425,0.000008,0.002035,0.000013,0.005573,0.131731,1,1,sim_time_mjc
88,0.000000,1.760000,1781244068.777920246,1781244068.787971497,1781244068.790352821,1781244068.903643847,1781244068.903652906,1781244068.904413700,1781244068.904426098,1781244068.912443638,0.010051,0.002381,0.113291,0.000009,0.000761,0.000012,0.008018,0.134523,1,1,sim_time_mjc
89,0.000000,1.780000,1781244068.912443638,1781244068.921198606,1781244068.923442125,1781244069.037287474,1781244069.037294865,1781244069.038928986,1781244069.038940430,1781244069.045029402,0.008755,0.002244,0.113845,0.000007,0.001634,0.000011,0.006089,0.132586,1,1,sim_time_mjc
90,0.000000,1.800000,1781244069.045029402,1781244069.054659843,1781244069.057089806,1781244069.170758724,1781244069.170766592,1781244069.171829462,1781244069.171843290,1781244069.178078651,0.009630,0.002430,0.113669,0.000008,0.001063,0.000014,0.006235,0.133049,1,1,sim_time_mjc
91,0.000000,1.820000,1781244069.178078651,1781244069.188090563,1781244069.190682173,1781244069.303668737,1781244069.303676128,1781244069.305817127,1781244069.305840969,1781244069.312723398,0.010012,0.002592,0.112987,0.000007,0.002141,0.000024,0.006882,0.134645,1,1,sim_time_mjc
92,0.000000,1.840000,1781244069.312723398,1781244069.321757555,1781244069.324096441,1781244069.436964750,1781244069.436973095,1781244069.438187599,1781244069.438205004,1781244069.446063280,0.009034,0.002339,0.112868,0.000008,0.001215,0.000017,0.007858,0.133340,1,1,sim_time_mjc
93,0.000000,1.860000,1781244069.446063280,1781244069.455174208,1781244069.457545996,1781244069.569864750,1781244069.569873095,1781244069.572219372,1781244069.572237253,1781244069.581687450,0.009111,0.002372,0.112319,0.000008,0.002346,0.000018,0.009450,0.135624,1,1,sim_time_mjc
94,0.000000,1.880000,1781244069.581687450,1781244069.605431318,1781244069.607823610,1781244069.722026825,1781244069.722034931,1781244069.724317551,1781244069.724335432,1781244069.733776331,0.023744,0.002392,0.114203,0.000008,0.002283,0.000018,0.009441,0.152089,1,1,sim_time_mjc
95,0.000000,1.900000,1781244069.733776331,1781244069.738527298,1781244069.740991592,1781244069.854161263,1781244069.854168415,1781244069.854667664,1781244069.854678631,1781244069.860297441,0.004751,0.002464,0.113170,0.000007,0.000499,0.000011,0.005619,0.126521,1,1,sim_time_mjc
96,0.000000,1.920000,1781244069.860297441,1781244069.872249365,1781244069.874674082,1781244069.987478971,1781244069.987487316,1781244069.989522457,1781244069.989540815,1781244069.997214556,0.011952,0.002425,0.112805,0.000008,0.002035,0.000018,0.007674,0.136917,1,1,sim_time_mjc
97,0.000000,1.940000,1781244069.997214556,1781244070.005624771,1781244070.009356499,1781244070.124719143,1781244070.124726295,1781244070.126493931,1781244070.126504898,1781244070.131999493,0.008410,0.003732,0.115363,0.000007,0.001768,0.000011,0.005495,0.134785,1,1,sim_time_mjc
98,0.000000,1.960000,1781244070.131999493,1781244070.139024973,1781244070.141762972,1781244070.254995346,1781244070.255001783,1781244070.255340815,1781244070.255359173,1781244070.261151791,0.007025,0.002738,0.113232,0.000006,0.000339,0.000018,0.005793,0.129152,1,1,sim_time_mjc
