macro_frame,sim_time,logical_name,object_id,data_type,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz
166,3.320000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
166,3.320000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,-3.29882326e-08,0,0,0
166,3.320000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
166,3.320000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
166,3.320000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551129,1,0,0,0,,,,,,
166,3.320000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,1.36459883e-08,-3.29882326e-08,0,0,0
166,3.320000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,-8.11532345e-07,0,0
166,3.320000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
166,3.320000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551129,1,0,0,0,,,,,,
166,3.320000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,-1.36459883e-08,-3.29882326e-08,0,0,0
166,3.320000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,8.11532345e-07,0,0
166,3.320000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
166,3.320000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
166,3.320000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,-3.29882326e-08,0,0,0
166,3.320000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
166,3.320000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
166,3.320000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551129,1,0,0,0,,,,,,
166,3.320000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,1.36459883e-08,-3.29882326e-08,0,0,0
166,3.320000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,-8.11532345e-07,0,0
166,3.320000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
166,3.320000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551129,1,0,0,0,,,,,,
166,3.320000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,-1.36459883e-08,-3.29882326e-08,0,0,0
166,3.320000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,8.11532345e-07,0,0
167,3.340000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
167,3.340000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
167,3.340000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
167,3.340000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
167,3.340000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
167,3.340000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
167,3.340000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,-3.71893975e-07,0,0,0
167,3.340000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
167,3.340000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
167,3.340000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551129,1,0,0,0,,,,,,
167,3.340000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,-8.69193872e-09,-3.71893975e-07,0,0,0
167,3.340000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,5.16913076e-07,0,0
167,3.340000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
167,3.340000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551129,1,0,0,0,,,,,,
167,3.340000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,8.69193872e-09,-3.71893975e-07,0,0,0
167,3.340000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-5.16913076e-07,0,0
167,3.340000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
167,3.340000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
167,3.340000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,-3.71893975e-07,0,0,0
167,3.340000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
167,3.340000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
167,3.340000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551129,1,0,0,0,,,,,,
167,3.340000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,-8.69193872e-09,-3.71893975e-07,0,0,0
167,3.340000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,5.16913076e-07,0,0
167,3.340000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
167,3.340000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551129,1,0,0,0,,,,,,
167,3.340000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,8.69193872e-09,-3.71893975e-07,0,0,0
167,3.340000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-5.16913076e-07,0,0
168,3.360000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
168,3.360000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
168,3.360000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
168,3.360000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
168,3.360000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
168,3.360000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
168,3.360000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,-7.0695171e-07,0,0,0
168,3.360000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
168,3.360000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
168,3.360000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
168,3.360000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,-1.62083555e-08,-7.0695171e-07,0,0,0
168,3.360000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,9.63917273e-07,0,0
168,3.360000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
168,3.360000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
168,3.360000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,1.62083555e-08,-7.0695171e-07,0,0,0
168,3.360000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-9.63917273e-07,0,0
168,3.360000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
168,3.360000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
168,3.360000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,-7.0695171e-07,0,0,0
168,3.360000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
168,3.360000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
168,3.360000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
168,3.360000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,-1.62083555e-08,-7.0695171e-07,0,0,0
168,3.360000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,9.63917273e-07,0,0
168,3.360000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
168,3.360000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
168,3.360000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,1.62083555e-08,-7.0695171e-07,0,0,0
168,3.360000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-9.63917273e-07,0,0
169,3.380000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
169,3.380000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
169,3.380000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
169,3.380000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
169,3.380000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
169,3.380000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
169,3.380000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,3.41211802e-07,0,0,0
169,3.380000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
169,3.380000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
169,3.380000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
169,3.380000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,-6.55403687e-09,3.41211802e-07,0,0,0
169,3.380000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,3.89771174e-07,0,0
169,3.380000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
169,3.380000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
169,3.380000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,6.55403687e-09,3.41211802e-07,0,0,0
169,3.380000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-3.89771174e-07,0,0
169,3.380000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
169,3.380000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
169,3.380000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,3.41211802e-07,0,0,0
169,3.380000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
169,3.380000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
169,3.380000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
169,3.380000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,-6.55403687e-09,3.41211802e-07,0,0,0
169,3.380000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,3.89771174e-07,0,0
169,3.380000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
169,3.380000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
169,3.380000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,6.55403687e-09,3.41211802e-07,0,0,0
169,3.380000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-3.89771174e-07,0,0
170,3.400000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
170,3.400000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
170,3.400000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
170,3.400000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
170,3.400000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
170,3.400000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
170,3.400000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,-5.33456728e-08,0,0,0
170,3.400000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
170,3.400000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
170,3.400000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
170,3.400000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,1.02035846e-08,-5.33456728e-08,0,0,0
170,3.400000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,-6.06811227e-07,0,0
170,3.400000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
170,3.400000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
170,3.400000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,-1.02035846e-08,-5.33456728e-08,0,0,0
170,3.400000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,6.06811227e-07,0,0
170,3.400000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
170,3.400000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
170,3.400000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,-5.33456728e-08,0,0,0
170,3.400000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
170,3.400000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
170,3.400000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
170,3.400000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,1.02035846e-08,-5.33456728e-08,0,0,0
170,3.400000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,-6.06811227e-07,0,0
170,3.400000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
170,3.400000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
170,3.400000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,-1.02035846e-08,-5.33456728e-08,0,0,0
170,3.400000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,6.06811227e-07,0,0
171,3.420000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
171,3.420000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
171,3.420000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
171,3.420000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
171,3.420000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
171,3.420000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
171,3.420000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,-1.61750506e-07,0,0,0
171,3.420000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
171,3.420000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
171,3.420000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
171,3.420000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,1.07924816e-08,-1.61750506e-07,0,0,0
171,3.420000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,-6.41833196e-07,0,0
171,3.420000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
171,3.420000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
171,3.420000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,-1.07924816e-08,-1.61750506e-07,0,0,0
171,3.420000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,6.41833196e-07,0,0
171,3.420000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
171,3.420000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
171,3.420000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,-1.61750506e-07,0,0,0
171,3.420000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
171,3.420000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
171,3.420000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
171,3.420000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,1.07924816e-08,-1.61750506e-07,0,0,0
171,3.420000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,-6.41833196e-07,0,0
171,3.420000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
171,3.420000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
171,3.420000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,-1.07924816e-08,-1.61750506e-07,0,0,0
171,3.420000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,6.41833196e-07,0,0
172,3.440000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
172,3.440000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
172,3.440000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
172,3.440000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
172,3.440000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
172,3.440000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
172,3.440000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,7.15216061e-07,0,0,0
172,3.440000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
172,3.440000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
172,3.440000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
172,3.440000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,-3.82977241e-08,7.15216061e-07,0,0,0
172,3.440000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,2.27758073e-06,0,0
172,3.440000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
172,3.440000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
172,3.440000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,3.82977241e-08,7.15216061e-07,0,0,0
172,3.440000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-2.27758073e-06,0,0
172,3.440000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
172,3.440000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
172,3.440000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,7.15216061e-07,0,0,0
172,3.440000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
172,3.440000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
172,3.440000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
172,3.440000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,-3.82977241e-08,7.15216061e-07,0,0,0
172,3.440000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,2.27758073e-06,0,0
172,3.440000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
172,3.440000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
172,3.440000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,3.82977241e-08,7.15216061e-07,0,0,0
172,3.440000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-2.27758073e-06,0,0
173,3.460000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
173,3.460000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
173,3.460000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
173,3.460000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
173,3.460000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
173,3.460000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
173,3.460000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,-3.18826068e-07,0,0,0
173,3.460000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
173,3.460000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
173,3.460000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
173,3.460000,gripper_l_finger1,gripper_l_finger1_body_v,VELOCITY,,,,,,,,0,-2.28075905e-08,-3.18826068e-07,0,0,0
173,3.460000,gripper_l_finger1,gripper_l_finger1_body_w,VELOCITY,,,,,,,,0,0,0,1.3563764e-06,0,0
173,3.460000,gripper_l_finger2,gripper_l_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
173,3.460000,gripper_l_finger2,gripper_l_finger2_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
173,3.460000,gripper_l_finger2,gripper_l_finger2_body_v,VELOCITY,,,,,,,,0,2.28075905e-08,-3.18826068e-07,0,0,0
173,3.460000,gripper_l_finger2,gripper_l_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-1.3563764e-06,0,0
173,3.460000,gripper_r_palm,gripper_r_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
173,3.460000,gripper_r_palm,gripper_r_palm_body_p,POSITION,0.460000008,0,0.36355111,1,0,0,0,,,,,,
173,3.460000,gripper_r_palm,gripper_r_palm_body_v,VELOCITY,,,,,,,,0,0,-3.18826068e-07,0,0,0
173,3.460000,gripper_r_palm,gripper_r_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
173,3.460000,gripper_r_finger1,gripper_r_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
173,3.460000,gripper_r_finger1,gripper_r_finger1_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
173,3.460000,gripper_r_finger1,gripper_r_finger1_body_v,VELOCITY,,,,,,,,0,-2.28075905e-08,-3.18826068e-07,0,0,0
173,3.460000,gripper_r_finger1,gripper_r_finger1_body_w,VELOCITY,,,,,,,,0,0,0,1.3563764e-06,0,0
173,3.460000,gripper_r_finger2,gripper_r_finger2_body_q,POSITION,0,0,0,0.283582479,0.958947837,0,0,,,,,,
173,3.460000,gripper_r_finger2,gripper_r_finger2_body_p,POSITION,0.460000008,0,0.343551099,1,0,0,0,,,,,,
173,3.460000,gripper_r_finger2,gripper_r_finger2_body_v,VELOCITY,,,,,,,,0,2.28075905e-08,-3.18826068e-07,0,0,0
173,3.460000,gripper_r_finger2,gripper_r_finger2_body_w,VELOCITY,,,,,,,,0,0,0,-1.3563764e-06,0,0
174,3.480000,base,base_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
174,3.480000,base,base_body_p,POSITION,0,-0,0.150000006,1,0,0,0,,,,,,
174,3.480000,base,base_body_v,VELOCITY,,,,,,,,0,0,0,0,0,0
174,3.480000,base,base_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
174,3.480000,gripper_l_palm,gripper_l_palm_body_q,POSITION,0,0,0,1,0,0,0,,,,,,
174,3.480000,gripper_l_palm,gripper_l_palm_body_p,POSITION,-0.460000008,0,0.36355111,1,0,0,0,,,,,,
174,3.480000,gripper_l_palm,gripper_l_palm_body_v,VELOCITY,,,,,,,,0,0,2.45086653e-08,0,0,0
174,3.480000,gripper_l_palm,gripper_l_palm_body_w,VELOCITY,,,,,,,,0,0,0,0,0,0
174,3.480000,gripper_l_finger1,gripper_l_finger1_body_q,POSITION,0,0,0,0.283582479,-0.958947837,0,0,,,,,,
174,3.480000,gripper_l_finger1,gripper_l_finger1_body_p,POSITION,-0.460000008,0,0.343551099,1,0,0,0,,,,,,
